ticket_id,satisfaction_score,security_rating,cleanliness_rating,mean_rating,satisfaction_level_id,cleanliness_rating_level_id,security_rating_level_id
6075,7,10,6,7.67,2,2,3
2982,8,9,4,7.0,2,1,3
6076,8,7,9,8.0,2,3,2
4263,5,9,4,6.0,1,1,3
6077,1,6,2,3.0,1,1,2
5885,4,9,8,7.0,1,2,3
6078,8,9,3,6.67,2,1,3
495,1,2,3,2.0,1,1,1
6079,8,2,9,6.33,2,3,1
6080,7,8,6,7.0,2,2,2
6081,8,6,4,6.0,2,1,2
6082,6,8,2,5.33,2,1,2
6083,7,8,5,6.67,2,1,2
6084,4,8,5,5.67,1,1,2
6085,6,8,6,6.67,2,2,2
5234,4,8,2,4.67,1,1,2
6086,4,7,6,5.67,1,2,2
1468,5,8,6,6.33,1,2,2
1910,1,7,3,3.67,1,1,2
5374,1,6,3,3.33,1,1,2
6087,8,8,7,7.67,2,2,2
3546,8,10,6,8.0,2,2,3
485,2,9,4,5.0,1,1,3
6088,5,9,10,8.0,1,3,3
6089,2,7,1,3.33,1,1,2
6090,5,9,4,6.0,1,1,3
6091,6,7,6,6.33,2,2,2
1121,3,9,2,4.67,1,1,3
6092,5,6,5,5.33,1,1,2
1464,8,5,3,5.33,2,1,1
3528,7,9,4,6.67,2,1,3
810,8,8,9,8.33,2,3,2
4569,4,7,9,6.67,1,3,2
6093,8,5,6,6.33,2,2,1
6094,1,7,8,5.33,1,2,2
6095,7,8,5,6.67,2,1,2
5894,7,8,3,6.0,2,1,2
6096,3,7,6,5.33,1,2,2
6097,6,4,3,4.33,2,1,1
981,8,10,10,9.33,2,3,3
1653,8,5,8,7.0,2,2,1
5346,8,8,7,7.67,2,2,2
4691,4,8,7,6.33,1,2,2
6098,8,6,6,6.67,2,2,2
6099,8,8,6,7.33,2,2,2
1917,9,5,1,5.0,3,1,1
6100,10,5,3,6.0,3,1,1
6101,6,6,3,5.0,2,1,2
4427,4,9,3,5.33,1,1,3
6102,5,6,7,6.0,1,2,2
4485,8,8,7,7.67,2,2,2
6103,7,8,2,5.67,2,1,2
2461,8,8,10,8.67,2,3,2
6104,8,7,6,7.0,2,2,2
3831,8,5,7,6.67,2,2,1
6105,1,10,4,5.0,1,1,3
995,4,10,10,8.0,1,3,3
6106,9,7,2,6.0,3,1,2
6107,8,7,5,6.67,2,1,2
6108,4,10,9,7.67,1,3,3
6109,9,6,7,7.33,3,2,2
1252,1,9,4,4.67,1,1,3
6110,5,9,3,5.67,1,1,3
6111,1,9,2,4.0,1,1,3
6112,6,9,6,7.0,2,2,3
6113,2,8,6,5.33,1,2,2
6114,8,8,8,8.0,2,2,2
6115,4,8,3,5.0,1,1,2
6116,3,7,7,5.67,1,2,2
6117,6,4,8,6.0,2,2,1
6118,10,9,6,8.33,3,2,3
3340,8,1,9,6.0,2,3,1
6119,2,1,7,3.33,1,2,1
6120,6,9,6,7.0,2,2,3
1282,8,6,7,7.0,2,2,2
3672,4,7,4,5.0,1,1,2
5958,5,6,3,4.67,1,1,2
5212,7,7,4,6.0,2,1,2
6121,2,8,6,5.33,1,2,2
617,6,8,10,8.0,2,3,2
6122,1,8,1,3.33,1,1,2
3656,7,9,4,6.67,2,1,3
6123,7,8,4,6.33,2,1,2
5928,4,8,6,6.0,1,2,2
6124,8,9,3,6.67,2,1,3
6125,8,10,9,9.0,2,3,3
2742,8,8,3,6.33,2,1,2
6126,6,10,6,7.33,2,2,3
6127,5,7,6,6.0,1,2,2
6128,1,9,1,3.67,1,1,3
6129,2,10,5,5.67,1,1,3
6130,5,5,6,5.33,1,2,1
6131,8,6,3,5.67,2,1,2
4554,7,7,7,7.0,2,2,2
4109,6,7,3,5.33,2,1,2
6132,9,7,3,6.33,3,1,2
6133,4,7,7,6.0,1,2,2
6134,7,9,6,7.33,2,2,3
6135,7,9,6,7.33,2,2,3
6136,4,8,5,5.67,1,1,2
5071,6,9,6,7.0,2,2,3
2275,10,7,1,6.0,3,1,2
6137,2,2,8,4.0,1,2,1
3948,9,7,6,7.33,3,2,2
5202,6,10,6,7.33,2,2,3
5436,6,8,4,6.0,2,1,2
5605,8,8,7,7.67,2,2,2
6138,8,8,4,6.67,2,1,2
5503,8,6,4,6.0,2,1,2
6139,5,7,3,5.0,1,1,2
6140,8,1,8,5.67,2,2,1
5810,9,9,2,6.67,3,1,3
6141,1,8,6,5.0,1,2,2
2971,1,9,10,6.67,1,3,3
6142,5,8,8,7.0,1,2,2
6143,4,6,7,5.67,1,2,2
3777,8,10,2,6.67,2,1,3
6144,8,7,9,8.0,2,3,2
6145,2,9,10,7.0,1,3,3
6146,7,8,6,7.0,2,2,2
2428,9,6,4,6.33,3,1,2
6147,6,6,7,6.33,2,2,2
3601,4,9,3,5.33,1,1,3
6148,8,7,7,7.33,2,2,2
1262,8,6,3,5.67,2,1,2
6149,8,10,7,8.33,2,2,3
6150,5,9,9,7.67,1,3,3
3877,7,8,2,5.67,2,1,2
5752,8,10,6,8.0,2,2,3
6151,8,7,7,7.33,2,2,2
3295,8,8,7,7.67,2,2,2
2082,6,9,2,5.67,2,1,3
6152,2,8,4,4.67,1,1,2
6153,6,10,2,6.0,2,1,3
4843,5,8,8,7.0,1,2,2
2619,4,10,2,5.33,1,1,3
131,7,8,3,6.0,2,1,2
6154,8,6,3,5.67,2,1,2
6155,4,9,3,5.33,1,1,3
6156,5,9,6,6.67,1,2,3
6157,2,5,7,4.67,1,2,1
4549,6,7,10,7.67,2,3,2
2108,7,5,6,6.0,2,2,1
3698,2,9,3,4.67,1,1,3
3508,8,9,7,8.0,2,2,3
6158,1,7,4,4.0,1,1,2
173,8,9,3,6.67,2,1,3
6159,8,10,9,9.0,2,3,3
6160,8,6,8,7.33,2,2,2
4722,1,10,6,5.67,1,2,3
2389,1,10,1,4.0,1,1,3
6161,8,9,6,7.67,2,2,3
3592,9,6,5,6.67,3,1,2
6162,10,7,7,8.0,3,2,2
4373,4,7,5,5.33,1,1,2
6163,5,7,10,7.33,1,3,2
350,6,9,7,7.33,2,2,3
6164,8,7,7,7.33,2,2,2
6165,6,10,5,7.0,2,1,3
6166,6,7,3,5.33,2,1,2
6167,5,7,3,5.0,1,1,2
6168,7,8,9,8.0,2,3,2
332,4,8,3,5.0,1,1,2
3680,7,10,5,7.33,2,1,3
6001,8,8,6,7.33,2,2,2
4360,1,9,6,5.33,1,2,3
6169,6,7,9,7.33,2,3,2
6170,7,7,4,6.0,2,1,2
6171,1,9,9,6.33,1,3,3
6172,7,10,2,6.33,2,1,3
2363,7,5,6,6.0,2,2,1
6173,4,10,1,5.0,1,1,3
6174,4,8,10,7.33,1,3,2
6141,8,6,2,5.33,2,1,2
6175,8,7,3,6.0,2,1,2
1146,6,6,1,4.33,2,1,2
6176,9,7,3,6.33,3,1,2
3816,1,9,2,4.0,1,1,3
6177,4,7,6,5.67,1,2,2
5456,8,9,6,7.67,2,2,3
1104,6,8,10,8.0,2,3,2
3606,4,7,5,5.33,1,1,2
6178,1,9,6,5.33,1,2,3
6179,7,8,3,6.0,2,1,2
6180,4,5,2,3.67,1,1,1
6181,6,9,9,8.0,2,3,3
3585,5,8,7,6.67,1,2,2
4484,8,6,4,6.0,2,1,2
6182,2,7,6,5.0,1,2,2
6183,2,5,3,3.33,1,1,1
5965,8,7,7,7.33,2,2,2
5532,8,7,4,6.33,2,1,2
6184,8,7,5,6.67,2,1,2
6185,5,5,6,5.33,1,2,1
6186,6,2,6,4.67,2,2,1
6187,5,8,4,5.67,1,1,2
1051,10,10,7,9.0,3,2,3
6188,6,2,6,4.67,2,2,1
6189,6,5,7,6.0,2,2,1
2209,9,7,9,8.33,3,3,2
6190,6,7,7,6.67,2,2,2
6191,8,7,2,5.67,2,1,2
6192,8,8,9,8.33,2,3,2
6193,8,10,5,7.67,2,1,3
3510,10,8,4,7.33,3,1,2
6194,8,8,2,6.0,2,1,2
931,2,8,6,5.33,1,2,2
6195,2,5,3,3.33,1,1,1
6196,8,7,2,5.67,2,1,2
6197,7,8,6,7.0,2,2,2
6198,8,8,6,7.33,2,2,2
6199,1,7,6,4.67,1,2,2
6200,2,10,2,4.67,1,1,3
6201,9,5,6,6.67,3,2,1
6202,8,9,6,7.67,2,2,3
6203,8,8,5,7.0,2,1,2
5051,8,9,5,7.33,2,1,3
3780,8,10,5,7.67,2,1,3
6023,5,8,6,6.33,1,2,2
4576,9,8,4,7.0,3,1,2
3382,4,7,5,5.33,1,1,2
6204,10,7,5,7.33,3,1,2
6205,1,6,2,3.0,1,1,2
1030,8,9,5,7.33,2,1,3
5339,3,10,7,6.67,1,2,3
6206,8,9,4,7.0,2,1,3
6207,4,7,3,4.67,1,1,2
6208,1,10,3,4.67,1,1,3
3107,8,8,7,7.67,2,2,2
6209,1,9,6,5.33,1,2,3
6210,8,10,7,8.33,2,2,3
6211,3,8,5,5.33,1,1,2
4898,6,8,6,6.67,2,2,2
2167,4,10,7,7.0,1,2,3
6212,8,6,10,8.0,2,3,2
6213,6,8,3,5.67,2,1,2
6214,6,9,8,7.67,2,2,3
6215,8,9,6,7.67,2,2,3
6216,4,6,6,5.33,1,2,2
6217,4,9,3,5.33,1,1,3
6218,5,9,8,7.33,1,2,3
1257,8,9,7,8.0,2,2,3
6219,10,7,3,6.67,3,1,2
6220,8,7,3,6.0,2,1,2
6221,8,9,8,8.33,2,2,3
6222,5,8,1,4.67,1,1,2
6223,10,7,10,9.0,3,3,2
6224,8,6,6,6.67,2,2,2
6225,8,9,8,8.33,2,2,3
3225,8,8,3,6.33,2,1,2
6226,6,9,1,5.33,2,1,3
6227,8,8,9,8.33,2,3,2
6228,8,10,4,7.33,2,1,3
5172,8,6,3,5.67,2,1,2
6229,5,6,7,6.0,1,2,2
6230,9,9,4,7.33,3,1,3
6231,8,7,6,7.0,2,2,2
6232,7,8,6,7.0,2,2,2
279,8,8,2,6.0,2,1,2
6233,7,6,2,5.0,2,1,2
6234,10,9,3,7.33,3,1,3
2028,6,8,6,6.67,2,2,2
2341,2,6,8,5.33,1,2,2
6235,8,10,3,7.0,2,1,3
6236,8,8,4,6.67,2,1,2
3190,6,8,2,5.33,2,1,2
6237,7,7,4,6.0,2,1,2
6238,8,7,7,7.33,2,2,2
6239,1,7,4,4.0,1,1,2
6240,6,6,1,4.33,2,1,2
3280,3,9,1,4.33,1,1,3
3488,1,10,6,5.67,1,2,3
6241,4,6,9,6.33,1,3,2
5979,8,7,5,6.67,2,1,2
697,8,7,9,8.0,2,3,2
6242,8,8,1,5.67,2,1,2
6243,6,10,5,7.0,2,1,3
6244,8,7,4,6.33,2,1,2
3286,9,10,3,7.33,3,1,3
2211,7,10,9,8.67,2,3,3
3902,1,8,9,6.0,1,3,2
4545,1,6,4,3.67,1,1,2
6245,7,9,3,6.33,2,1,3
6110,8,9,6,7.67,2,2,3
6246,2,8,7,5.67,1,2,2
359,8,8,7,7.67,2,2,2
6226,1,7,2,3.33,1,1,2
5183,10,9,5,8.0,3,1,3
6247,9,7,3,6.33,3,1,2
6248,8,9,10,9.0,2,3,3
6249,7,7,6,6.67,2,2,2
6250,3,9,6,6.0,1,2,3
6251,4,6,6,5.33,1,2,2
1054,8,7,2,5.67,2,1,2
6252,9,8,6,7.67,3,2,2
6253,8,8,9,8.33,2,3,2
4026,1,8,6,5.0,1,2,2
6254,8,10,1,6.33,2,1,3
5052,2,6,4,4.0,1,1,2
6255,1,7,3,3.67,1,1,2
5307,9,7,4,6.67,3,1,2
6256,8,7,9,8.0,2,3,2
565,8,6,3,5.67,2,1,2
6257,2,7,3,4.0,1,1,2
6258,5,6,4,5.0,1,1,2
5522,10,9,2,7.0,3,1,3
6259,4,9,3,5.33,1,1,3
168,8,7,7,7.33,2,2,2
2510,1,9,8,6.0,1,2,3
6260,4,9,4,5.67,1,1,3
6261,1,10,4,5.0,1,1,3
6262,4,10,3,5.67,1,1,3
3944,1,9,4,4.67,1,1,3
6263,8,8,6,7.33,2,2,2
6264,1,7,5,4.33,1,1,2
6265,8,8,5,7.0,2,1,2
6266,1,10,5,5.33,1,1,3
6267,8,7,3,6.0,2,1,2
6268,3,1,4,2.67,1,1,1
6193,8,10,10,9.33,2,3,3
3651,8,1,2,3.67,2,1,1
6269,7,7,8,7.33,2,2,2
6270,8,7,8,7.67,2,2,2
6271,8,9,3,6.67,2,1,3
2350,6,8,4,6.0,2,1,2
5596,8,6,3,5.67,2,1,2
699,8,6,2,5.33,2,1,2
938,8,8,5,7.0,2,1,2
3173,4,10,3,5.67,1,1,3
6272,8,7,7,7.33,2,2,2
6273,4,7,10,7.0,1,3,2
6274,1,10,6,5.67,1,2,3
6275,1,8,2,3.67,1,1,2
6276,8,10,4,7.33,2,1,3
6277,8,10,3,7.0,2,1,3
3587,6,7,4,5.67,2,1,2
6278,1,8,6,5.0,1,2,2
6279,8,9,8,8.33,2,2,3
6280,4,7,4,5.0,1,1,2
3818,6,9,2,5.67,2,1,3
6281,1,6,4,3.67,1,1,2
6282,8,9,6,7.67,2,2,3
6283,3,2,6,3.67,1,2,1
6284,8,8,7,7.67,2,2,2
6285,3,8,2,4.33,1,1,2
4551,4,6,6,5.33,1,2,2
5574,4,5,3,4.0,1,1,1
3218,8,10,8,8.67,2,2,3
6135,9,7,10,8.67,3,3,2
2996,5,6,6,5.67,1,2,2
5700,4,9,5,6.0,1,1,3
112,7,7,7,7.0,2,2,2
6286,7,8,3,6.0,2,1,2
6287,5,7,8,6.67,1,2,2
1902,7,9,4,6.67,2,1,3
825,8,7,3,6.0,2,1,2
6288,5,8,3,5.33,1,1,2
6289,6,6,1,4.33,2,1,2
6290,5,5,6,5.33,1,2,1
6291,9,5,2,5.33,3,1,1
6292,4,8,3,5.0,1,1,2
5767,6,7,6,6.33,2,2,2
6293,1,9,2,4.0,1,1,3
6294,5,7,2,4.67,1,1,2
6295,8,6,3,5.67,2,1,2
6296,3,7,2,4.0,1,1,2
6297,2,8,6,5.33,1,2,2
6298,2,10,1,4.33,1,1,3
5247,2,10,5,5.67,1,1,3
6299,8,7,7,7.33,2,2,2
6300,9,5,6,6.67,3,2,1
3668,7,8,2,5.67,2,1,2
6301,3,7,1,3.67,1,1,2
5898,2,10,7,6.33,1,2,3
3657,4,6,8,6.0,1,2,2
2404,8,8,10,8.67,2,3,2
3162,6,5,6,5.67,2,2,1
6302,8,6,4,6.0,2,1,2
5348,6,7,2,5.0,2,1,2
6303,8,10,6,8.0,2,2,3
6304,7,1,10,6.0,2,3,1
1855,7,10,7,8.0,2,2,3
6223,7,8,5,6.67,2,1,2
6305,8,10,7,8.33,2,2,3
1177,8,7,10,8.33,2,3,2
6306,2,8,4,4.67,1,1,2
6140,4,8,4,5.33,1,1,2
5637,6,9,3,6.0,2,1,3
6307,1,9,8,6.0,1,2,3
6308,1,9,6,5.33,1,2,3
5698,10,8,2,6.67,3,1,2
6014,1,10,6,5.67,1,2,3
2207,7,10,10,9.0,2,3,3
6309,2,9,1,4.0,1,1,3
6310,5,8,5,6.0,1,1,2
3920,2,6,6,4.67,1,2,2
6311,4,10,10,8.0,1,3,3
6312,7,5,6,6.0,2,2,1
2414,1,8,3,4.0,1,1,2
6313,3,6,9,6.0,1,3,2
6314,8,10,5,7.67,2,1,3
2003,7,6,2,5.0,2,1,2
3452,7,10,6,7.67,2,2,3
6315,8,9,5,7.33,2,1,3
6316,5,8,9,7.33,1,3,2
3934,9,9,1,6.33,3,1,3
6317,8,8,7,7.67,2,2,2
6318,1,7,4,4.0,1,1,2
5665,7,9,10,8.67,2,3,3
6319,9,10,4,7.67,3,1,3
6320,1,9,3,4.33,1,1,3
6321,8,8,3,6.33,2,1,2
3425,1,9,3,4.33,1,1,3
6322,5,9,8,7.33,1,2,3
4856,1,8,6,5.0,1,2,2
87,7,5,6,6.0,2,2,1
6323,8,7,7,7.33,2,2,2
6324,8,8,1,5.67,2,1,2
6325,6,9,2,5.67,2,1,3
6326,4,7,7,6.0,1,2,2
6327,5,6,3,4.67,1,1,2
6328,4,2,4,3.33,1,1,1
1651,9,8,2,6.33,3,1,2
6329,8,8,9,8.33,2,3,2
6330,4,9,5,6.0,1,1,3
6331,6,5,4,5.0,2,1,1
6332,3,7,4,4.67,1,1,2
6333,5,8,3,5.33,1,1,2
6334,9,8,6,7.67,3,2,2
6335,7,8,10,8.33,2,3,2
1379,8,7,4,6.33,2,1,2
6336,4,5,8,5.67,1,2,1
4489,6,9,6,7.0,2,2,3
497,1,7,6,4.67,1,2,2
3925,3,9,2,4.67,1,1,3
6337,8,7,4,6.33,2,1,2
240,8,9,5,7.33,2,1,3
1506,4,8,8,6.67,1,2,2
6338,9,8,4,7.0,3,1,2
6339,8,9,5,7.33,2,1,3
6340,6,2,8,5.33,2,2,1
6341,1,8,2,3.67,1,1,2
6342,3,8,3,4.67,1,1,2
6343,8,8,3,6.33,2,1,2
6344,8,2,5,5.0,2,1,1
6345,5,8,3,5.33,1,1,2
90,2,8,4,4.67,1,1,2
6346,8,8,4,6.67,2,1,2
6347,8,10,3,7.0,2,1,3
6348,3,8,8,6.33,1,2,2
6349,8,10,6,8.0,2,2,3
6350,9,9,3,7.0,3,1,3
6351,7,9,6,7.33,2,2,3
6352,8,8,5,7.0,2,1,2
6353,8,7,5,6.67,2,1,2
1284,4,8,10,7.33,1,3,2
6354,9,7,6,7.33,3,2,2
3340,5,8,6,6.33,1,2,2
6355,8,9,6,7.67,2,2,3
6356,6,8,5,6.33,2,1,2
6357,5,9,6,6.67,1,2,3
6358,1,8,6,5.0,1,2,2
6359,7,8,4,6.33,2,1,2
3419,5,8,6,6.33,1,2,2
1373,4,8,5,5.67,1,1,2
6360,8,5,4,5.67,2,1,1
6361,3,7,10,6.67,1,3,2
4692,6,6,3,5.0,2,1,2
1424,1,9,7,5.67,1,2,3
6362,6,6,4,5.33,2,1,2
6363,1,9,6,5.33,1,2,3
6364,8,9,3,6.67,2,1,3
6365,4,9,3,5.33,1,1,3
5975,4,8,9,7.0,1,3,2
6366,10,8,7,8.33,3,2,2
2375,8,8,3,6.33,2,1,2
6367,8,2,5,5.0,2,1,1
6368,8,8,3,6.33,2,1,2
1292,8,8,8,8.0,2,2,2
3441,5,7,3,5.0,1,1,2
6369,8,7,6,7.0,2,2,2
6370,4,6,2,4.0,1,1,2
2372,9,10,6,8.33,3,2,3
6371,2,7,9,6.0,1,3,2
6372,4,2,8,4.67,1,2,1
4917,8,9,2,6.33,2,1,3
6373,4,7,2,4.33,1,1,2
6374,4,7,7,6.0,1,2,2
6375,9,10,8,9.0,3,2,3
4400,4,9,3,5.33,1,1,3
6376,1,6,8,5.0,1,2,2
6377,8,9,2,6.33,2,1,3
6378,4,8,3,5.0,1,1,2
6379,7,10,6,7.67,2,2,3
6380,2,10,5,5.67,1,1,3
6381,8,9,3,6.67,2,1,3
6382,4,7,6,5.67,1,2,2
6383,1,10,6,5.67,1,2,3
2866,4,9,3,5.33,1,1,3
2976,7,8,6,7.0,2,2,2
4951,7,10,10,9.0,2,3,3
6384,8,9,6,7.67,2,2,3
1181,8,9,2,6.33,2,1,3
5994,1,6,9,5.33,1,3,2
6385,6,10,3,6.33,2,1,3
6386,8,9,4,7.0,2,1,3
6387,8,9,6,7.67,2,2,3
3096,8,8,4,6.67,2,1,2
6388,6,8,6,6.67,2,2,2
572,10,7,5,7.33,3,1,2
6389,1,6,6,4.33,1,2,2
3537,8,8,6,7.33,2,2,2
6390,8,7,2,5.67,2,1,2
6391,6,10,3,6.33,2,1,3
6392,7,10,9,8.67,2,3,3
6393,4,10,1,5.0,1,1,3
4355,4,10,6,6.67,1,2,3
6394,1,7,8,5.33,1,2,2
6395,8,7,6,7.0,2,2,2
6396,4,7,9,6.67,1,3,2
6397,8,8,2,6.0,2,1,2
6398,2,8,3,4.33,1,1,2
6399,1,10,6,5.67,1,2,3
6400,2,10,6,6.0,1,2,3
3059,5,6,6,5.67,1,2,2
6401,2,8,5,5.0,1,1,2
6402,8,9,2,6.33,2,1,3
6403,8,10,9,9.0,2,3,3
6404,1,8,3,4.0,1,1,2
2058,7,10,9,8.67,2,3,3
621,1,9,7,5.67,1,2,3
6405,2,10,10,7.33,1,3,3
6406,3,9,7,6.33,1,2,3
6407,8,10,6,8.0,2,2,3
6408,7,9,6,7.33,2,2,3
6409,4,8,2,4.67,1,1,2
6410,9,7,6,7.33,3,2,2
6411,1,9,6,5.33,1,2,3
6412,8,6,2,5.33,2,1,2
6413,2,7,3,4.0,1,1,2
6414,8,8,6,7.33,2,2,2
6415,8,9,5,7.33,2,1,3
6416,5,7,8,6.67,1,2,2
3683,8,8,7,7.67,2,2,2
6417,8,10,4,7.33,2,1,3
5945,1,7,6,4.67,1,2,2
5945,1,10,7,6.0,1,2,3
2208,8,10,6,8.0,2,2,3
6418,1,7,7,5.0,1,2,2
5606,2,7,2,3.67,1,1,2
6419,8,8,4,6.67,2,1,2
5374,1,9,2,4.0,1,1,3
6420,6,7,3,5.33,2,1,2
6421,5,10,4,6.33,1,1,3
6422,4,5,4,4.33,1,1,1
1127,6,8,10,8.0,2,3,2
6423,1,7,2,3.33,1,1,2
6424,2,6,2,3.33,1,1,2
2358,9,8,8,8.33,3,2,2
6425,6,6,6,6.0,2,2,2
2750,4,8,2,4.67,1,1,2
1871,8,8,6,7.33,2,2,2
6426,7,8,6,7.0,2,2,2
3943,2,10,7,6.33,1,2,3
4577,7,10,4,7.0,2,1,3
6427,1,5,3,3.0,1,1,1
6428,8,9,6,7.67,2,2,3
6429,8,9,8,8.33,2,2,3
3207,10,10,3,7.67,3,1,3
6243,7,9,4,6.67,2,1,3
6430,9,10,3,7.33,3,1,3
6431,7,7,7,7.0,2,2,2
3704,4,8,3,5.0,1,1,2
6432,1,10,2,4.33,1,1,3
2325,5,6,3,4.67,1,1,2
6433,8,10,7,8.33,2,2,3
3744,1,7,4,4.0,1,1,2
6434,8,10,6,8.0,2,2,3
6435,9,8,2,6.33,3,1,2
6436,8,10,3,7.0,2,1,3
6437,7,6,3,5.33,2,1,2
5842,8,9,3,6.67,2,1,3
5420,8,9,3,6.67,2,1,3
6438,3,8,6,5.67,1,2,2
51,7,9,9,8.33,2,3,3
1344,10,9,2,7.0,3,1,3
5308,8,2,3,4.33,2,1,1
6439,6,7,7,6.67,2,2,2
2098,4,9,5,6.0,1,1,3
6440,8,5,10,7.67,2,3,1
6441,8,9,9,8.67,2,3,3
5881,6,8,3,5.67,2,1,2
6442,5,7,9,7.0,1,3,2
6443,8,10,4,7.33,2,1,3
1086,2,7,3,4.0,1,1,2
6444,9,9,3,7.0,3,1,3
3472,8,7,1,5.33,2,1,2
6445,7,9,6,7.33,2,2,3
6446,8,10,6,8.0,2,2,3
3333,7,5,4,5.33,2,1,1
6447,1,6,5,4.0,1,1,2
6448,5,10,3,6.0,1,1,3
1928,1,6,5,4.0,1,1,2
6449,8,9,3,6.67,2,1,3
5152,8,6,5,6.33,2,1,2
2175,8,9,5,7.33,2,1,3
4012,7,9,2,6.0,2,1,3
6450,6,7,7,6.67,2,2,2
6451,8,5,8,7.0,2,2,1
5860,7,5,8,6.67,2,2,1
6452,7,10,3,6.67,2,1,3
6453,4,8,6,6.0,1,2,2
6454,10,9,9,9.33,3,3,3
1234,3,10,3,5.33,1,1,3
6455,4,8,5,5.67,1,1,2
6456,1,9,5,5.0,1,1,3
6457,6,6,3,5.0,2,1,2
92,6,6,1,4.33,2,1,2
6458,8,2,3,4.33,2,1,1
6459,1,9,6,5.33,1,2,3
470,4,7,4,5.0,1,1,2
6282,8,10,3,7.0,2,1,3
6460,5,6,10,7.0,1,3,2
6461,7,5,9,7.0,2,3,1
3307,4,6,3,4.33,1,1,2
6462,8,9,6,7.67,2,2,3
6413,4,8,9,7.0,1,3,2
1484,8,8,6,7.33,2,2,2
6463,8,7,2,5.67,2,1,2
6464,8,7,3,6.0,2,1,2
6465,4,7,10,7.0,1,3,2
2306,7,10,8,8.33,2,2,3
2546,8,1,10,6.33,2,3,1
6466,8,1,6,5.0,2,2,1
436,9,8,8,8.33,3,2,2
6467,6,9,2,5.67,2,1,3
6468,1,1,4,2.0,1,1,1
4583,9,8,9,8.67,3,3,2
6469,6,2,6,4.67,2,2,1
6470,1,8,10,6.33,1,3,2
6471,8,8,5,7.0,2,1,2
6472,7,10,6,7.67,2,2,3
1180,8,7,3,6.0,2,1,2
5976,7,7,5,6.33,2,1,2
6473,8,6,5,6.33,2,1,2
6474,4,7,6,5.67,1,2,2
1591,8,6,6,6.67,2,2,2
6475,6,8,3,5.67,2,1,2
5190,8,9,3,6.67,2,1,3
6476,10,8,6,8.0,3,2,2
2322,9,2,5,5.33,3,1,1
6477,4,8,2,4.67,1,1,2
6478,4,8,9,7.0,1,3,2
6479,9,6,4,6.33,3,1,2
3326,7,7,9,7.67,2,3,2
6480,6,5,7,6.0,2,2,1
6481,3,7,7,5.67,1,2,2
6482,8,7,10,8.33,2,3,2
6483,8,9,3,6.67,2,1,3
6484,2,8,6,5.33,1,2,2
6485,8,2,5,5.0,2,1,1
6486,8,8,2,6.0,2,1,2
6487,8,8,3,6.33,2,1,2
6488,10,10,6,8.67,3,2,3
6489,4,5,5,4.67,1,1,1
6490,7,8,6,7.0,2,2,2
4106,10,5,5,6.67,3,1,1
6491,8,9,7,8.0,2,2,3
4124,1,8,9,6.0,1,3,2
6492,1,5,6,4.0,1,2,1
771,9,8,3,6.67,3,1,2
4237,7,9,5,7.0,2,1,3
3095,8,9,4,7.0,2,1,3
1238,6,8,5,6.33,2,1,2
818,5,7,6,6.0,1,2,2
6493,6,7,3,5.33,2,1,2
6494,2,10,6,6.0,1,2,3
6495,10,9,5,8.0,3,1,3
2101,4,10,6,6.67,1,2,3
6496,8,8,4,6.67,2,1,2
2972,8,10,4,7.33,2,1,3
6497,7,9,6,7.33,2,2,3
6498,8,7,3,6.0,2,1,2
6499,3,5,6,4.67,1,2,1
4088,1,7,2,3.33,1,1,2
6500,8,8,4,6.67,2,1,2
6501,3,8,7,6.0,1,2,2
5248,10,7,5,7.33,3,1,2
1090,7,5,3,5.0,2,1,1
6502,8,5,6,6.33,2,2,1
2134,4,6,6,5.33,1,2,2
6503,6,9,6,7.0,2,2,3
170,2,9,10,7.0,1,3,3
2836,1,7,4,4.0,1,1,2
1933,1,7,5,4.33,1,1,2
6504,3,10,3,5.33,1,1,3
458,5,6,6,5.67,1,2,2
6505,8,10,7,8.33,2,2,3
1803,9,6,2,5.67,3,1,2
6506,6,7,2,5.0,2,1,2
6507,8,8,7,7.67,2,2,2
5120,2,7,10,6.33,1,3,2
6508,1,5,6,4.0,1,2,1
6509,8,9,5,7.33,2,1,3
6510,6,8,9,7.67,2,3,2
1688,1,8,6,5.0,1,2,2
6511,4,8,7,6.33,1,2,2
6512,4,9,3,5.33,1,1,3
2449,8,7,8,7.67,2,2,2
6513,9,10,10,9.67,3,3,3
5232,2,2,3,2.33,1,1,1
6514,10,7,4,7.0,3,1,2
6394,8,10,3,7.0,2,1,3
5354,8,8,3,6.33,2,1,2
6515,6,6,4,5.33,2,1,2
2327,1,10,7,6.0,1,2,3
6516,4,6,8,6.0,1,2,2
2599,6,7,2,5.0,2,1,2
2921,8,10,5,7.67,2,1,3
4191,2,6,4,4.0,1,1,2
6517,2,8,7,5.67,1,2,2
6518,4,9,5,6.0,1,1,3
4734,8,8,4,6.67,2,1,2
6519,3,7,3,4.33,1,1,2
6520,5,10,7,7.33,1,2,3
6521,8,8,5,7.0,2,1,2
6522,8,7,5,6.67,2,1,2
2819,9,9,6,8.0,3,2,3
5399,8,6,4,6.0,2,1,2
6523,8,9,8,8.33,2,2,3
6524,4,7,3,4.67,1,1,2
6525,10,8,5,7.67,3,1,2
2190,3,2,6,3.67,1,2,1
6526,8,2,5,5.0,2,1,1
6527,4,9,7,6.67,1,2,3
