ticket_id,food_expense,drink_expense,merch_expense,total_spent,payment_method_id
6039,18.78,8.47,24.12,51.37,3
3833,37.79,13.31,97.17,148.27,3
6040,39.34,5.96,72.89,118.19,1
6041,30.38,27.85,13.2,71.43,2
1349,48.07,11.4,45.4,104.87,1
2592,44.2,27.59,27.07,98.86,2
6042,45.64,35.55,51.18,132.37,1
6043,3.56,33.35,20.87,57.78,2
6044,39.14,4.42,64.87,108.43,2
1462,6.86,27.63,14.02,48.51,1
6045,27.35,33.3,69.43,130.08,1
6046,13.33,0.33,41.6,55.26,1
6047,42.26,6.04,56.15,104.45,1
6048,29.94,15.79,51.03,96.76,2
6049,4.97,19.99,46.99,71.95,2
6050,19.91,17.8,49.64,87.35,2
6051,42.51,19.81,5.57,67.89,2
6052,32.19,4.72,43.29,80.2,2
1196,24.69,57.27,6.02,87.98,2
6053,21.55,41.94,2.69,66.18,1
2618,42.51,30.79,37.76,111.06,2
6054,34.05,54.64,37.64,126.33,2
6055,12.73,29.8,75.1,117.63,2
2143,25.26,44.15,41.35,110.76,1
6056,1.67,56.56,67.31,125.54,2
6057,44.99,31.77,38.53,115.29,2
4366,25.41,23.43,24.63,73.47,1
3439,3.37,24.95,35.63,63.95,3
6058,14.44,15.66,42.83,72.93,2
6059,13.27,37.02,82.39,132.68,2
6060,8.13,54.02,24.55,86.7,2
6061,10.55,56.38,52.15,119.08,2
6062,17.61,42.68,84.99,145.28,2
4153,1.98,11.49,9.19,22.66,1
6063,41.88,2.48,49.76,94.12,2
6064,14.86,11.56,59.3,85.72,2
2925,17.54,11.14,15.03,43.71,1
5400,22.63,12.54,33.3,68.47,2
2795,47.97,25.3,63.79,137.06,2
836,18.97,24.27,93.95,137.19,2
3242,47.4,16.74,64.02,128.16,2
2944,42.45,33.7,19.24,95.39,2
6065,2.74,21.52,67.62,91.88,2
6066,41.65,31.24,31.53,104.42,2
6067,21.73,20.72,68.67,111.12,2
6068,4.15,45.4,1.42,50.97,3
6069,7.94,58.86,24.52,91.32,2
250,49.77,5.18,11.07,66.02,3
6070,16.68,6.74,7.25,30.67,2
6071,49.51,26.24,24.71,100.46,3
6072,47.78,11.53,81.31,140.62,2
6073,29.98,41.17,51.95,123.1,2
6074,8.06,11.9,86.26,106.22,2
4164,11.66,54.14,23.5,89.3,2
6075,4.88,15.34,39.15,59.37,2
2982,40.43,23.41,11.64,75.48,2
6076,1.29,37.09,0.07,38.45,2
4263,49.76,7.22,55.06,112.04,2
6077,43.94,54.84,87.53,186.31,1
5885,5.61,0.72,97.63,103.96,2
6078,42.22,13.98,79.33,135.53,2
495,41.86,47.31,46.13,135.3,2
6079,42.32,19.49,80.17,141.98,2
6080,16.41,38.72,30.42,85.55,2
6081,38.12,19.21,91.51,148.84,1
6082,5.8,9.28,6.19,21.27,2
6083,37.59,16.55,62.88,117.02,2
6084,38.95,47.8,89.27,176.02,1
6085,3.95,59.04,86.05,149.04,2
5234,5.79,4.7,69.3,79.79,2
6086,7.48,24.26,15.47,47.21,2
1468,19.85,44.82,28.66,93.33,2
1910,44.53,35.24,84.2,163.97,1
5374,37.07,46.96,53.43,137.46,2
6087,47.62,54.47,48.46,150.55,2
3546,5.51,35.32,79.97,120.8,2
485,37.64,56.36,40.16,134.16,2
6088,5.78,52.42,63.95,122.15,3
6089,17.44,21.5,50.81,89.75,1
6090,35.3,53.17,63.21,151.68,2
6091,23.6,44.15,87.98,155.73,3
1121,21.79,17.4,21.12,60.31,1
6092,23.25,2.46,94.0,119.71,2
1464,44.51,25.52,55.94,125.97,2
3528,49.92,39.28,45.99,135.19,2
810,8.38,33.12,81.59,123.09,2
4569,30.19,3.51,6.46,40.16,2
6093,16.53,13.53,90.89,120.95,1
6094,27.87,25.22,25.29,78.38,2
6095,14.88,56.38,12.18,83.44,2
5894,16.34,46.6,90.06,153.0,2
6096,16.41,26.4,76.24,119.05,2
6097,29.7,55.11,22.46,107.27,2
981,36.67,43.76,48.69,129.12,2
1653,9.82,18.83,83.21,111.86,2
5346,48.09,47.03,0.77,95.89,1
4691,18.42,21.5,7.33,47.25,2
6098,7.51,53.07,93.99,154.57,2
6099,36.57,57.39,63.74,157.7,1
1917,37.36,5.67,25.09,68.12,1
6100,7.99,3.05,19.76,30.8,3
6101,19.36,55.84,58.68,133.88,2
4427,39.46,49.39,7.82,96.67,2
6102,27.1,18.91,80.37,126.38,2
4485,40.27,41.71,62.64,144.62,2
6103,21.5,17.34,15.69,54.53,2
2461,5.62,52.03,87.34,144.99,2
6104,19.34,42.97,85.39,147.7,1
3831,32.96,0.47,48.45,81.88,2
6105,10.38,25.53,60.11,96.02,2
995,29.04,44.64,7.14,80.82,2
6106,13.66,30.22,61.6,105.48,1
6107,27.13,31.07,17.67,75.87,2
6108,30.35,46.02,18.4,94.77,1
6109,34.78,50.75,49.76,135.29,1
1252,14.0,16.1,20.23,50.33,1
6110,35.91,7.41,88.25,131.57,1
6111,12.65,42.91,82.81,138.37,2
6112,14.04,9.92,49.58,73.54,2
6113,6.37,20.34,13.02,39.73,1
6114,39.74,34.28,51.18,125.2,1
6115,36.38,32.5,70.79,139.67,2
6116,20.08,27.62,52.19,99.89,2
6117,45.19,6.95,17.3,69.44,1
6118,46.36,35.16,47.58,129.1,2
3340,18.4,29.71,70.52,118.63,2
6119,35.42,55.42,66.63,157.47,2
6120,47.87,37.48,23.27,108.62,2
1282,17.51,22.85,47.57,87.93,2
3672,17.3,22.46,5.3,45.06,1
5958,49.89,31.36,17.13,98.38,2
5212,18.73,3.77,21.37,43.87,1
6121,1.85,17.88,43.83,63.56,1
617,0.14,26.6,64.0,90.74,2
6122,2.99,1.54,54.59,59.12,2
3656,48.3,18.55,76.61,143.46,1
6123,35.26,4.85,43.19,83.3,1
5928,11.19,45.75,55.52,112.46,1
6124,41.76,48.1,2.52,92.38,2
6125,19.61,36.31,74.95,130.87,2
2742,29.55,12.79,53.48,95.82,2
6126,49.87,35.86,26.01,111.74,2
6127,16.37,3.46,52.29,72.12,3
6128,29.75,50.53,7.18,87.46,1
6129,45.9,34.53,67.84,148.27,1
6130,39.19,47.56,40.56,127.31,1
6131,46.43,0.5,34.79,81.72,2
4554,41.45,7.66,6.17,55.28,2
4109,46.26,21.07,89.45,156.78,2
6132,1.65,26.49,23.39,51.53,2
6133,7.51,53.19,94.84,155.54,2
6134,36.36,10.91,28.41,75.68,1
6135,4.07,15.36,74.23,93.66,2
6136,15.52,38.09,29.0,82.61,2
5071,12.49,21.25,70.6,104.34,1
2275,5.85,44.25,45.71,95.81,2
6137,15.9,21.61,93.47,130.98,2
3948,43.82,44.84,73.1,161.76,2
5202,6.51,10.61,1.65,18.77,1
5436,44.18,4.6,1.91,50.69,1
5605,31.69,58.08,57.37,147.14,2
6138,31.62,43.2,20.15,94.97,2
5503,37.83,40.42,40.11,118.36,2
6139,49.91,33.22,51.15,134.28,2
6140,13.41,57.86,4.68,75.95,1
5810,10.9,37.03,6.48,54.41,2
6141,21.43,3.05,5.05,29.53,1
2971,41.14,43.3,84.06,168.5,2
6142,9.3,1.37,24.3,34.97,2
6143,1.08,9.65,46.58,57.31,2
3777,11.58,20.2,6.48,38.26,2
6144,21.32,30.43,45.61,97.36,1
6145,13.53,38.11,89.24,140.88,2
6146,14.57,30.77,74.61,119.95,1
2428,11.48,54.68,33.77,99.93,3
6147,41.42,38.94,99.68,180.04,2
3601,31.04,16.36,13.94,61.34,2
6148,20.05,58.46,18.29,96.8,2
1262,37.95,15.35,53.32,106.62,2
6149,19.9,24.77,54.38,99.05,2
6150,4.39,52.12,90.45,146.96,2
3877,20.06,53.42,15.07,88.55,2
5752,43.2,23.23,76.04,142.47,2
6151,20.57,19.39,40.63,80.59,1
3295,30.4,48.53,9.37,88.3,2
2082,13.66,18.84,44.95,77.45,2
6152,9.4,27.52,8.65,45.57,3
6153,22.18,9.76,80.36,112.3,2
4843,0.75,21.61,47.75,70.11,2
2619,43.83,52.81,7.55,104.19,1
131,21.22,32.71,18.67,72.6,2
6154,23.54,43.21,69.35,136.1,1
6155,17.8,44.29,81.38,143.47,2
6156,16.96,10.25,27.63,54.84,2
6157,24.01,34.83,9.78,68.62,1
4549,5.54,56.8,82.42,144.76,2
2108,27.15,6.57,28.97,62.69,2
3698,45.13,44.54,67.23,156.9,2
3508,35.0,45.49,43.69,124.18,1
6158,10.5,29.01,0.57,40.08,2
173,2.78,43.63,14.84,61.25,1
6159,14.28,6.43,72.64,93.35,2
6160,39.68,14.41,52.64,106.73,2
4722,12.12,5.26,16.43,33.81,2
2389,43.41,6.05,8.82,58.28,2
6161,14.34,43.85,81.97,140.16,2
3592,46.47,50.85,35.22,132.54,2
6162,35.76,4.8,93.41,133.97,2
4373,10.71,44.72,72.21,127.64,2
6163,31.69,15.12,24.02,70.83,2
350,46.22,30.37,84.32,160.91,2
6164,20.46,24.54,75.67,120.67,2
6165,6.72,42.08,12.13,60.93,2
6166,0.73,33.92,13.26,47.91,1
6167,32.59,31.82,90.07,154.48,2
6168,15.5,33.84,1.89,51.23,1
332,32.47,47.84,13.46,93.77,2
3680,45.9,49.4,34.69,129.99,2
6001,19.03,6.38,92.97,118.38,3
4360,3.56,4.3,63.55,71.41,2
6169,38.64,36.96,80.58,156.18,2
6170,39.5,3.59,76.86,119.95,2
6171,6.14,43.53,66.26,115.93,2
6172,14.2,55.61,2.43,72.24,1
2363,40.25,54.24,40.73,135.22,1
6173,11.01,56.56,33.77,101.34,2
6174,27.85,7.94,6.84,42.63,1
6141,42.93,37.6,55.93,136.46,1
6175,12.51,50.29,34.79,97.59,1
1146,38.9,6.15,73.32,118.37,1
6176,45.45,49.96,40.92,136.33,1
3816,4.61,9.8,68.56,82.97,1
6177,48.09,32.91,80.68,161.68,2
5456,15.85,10.32,87.18,113.35,2
1104,22.15,0.61,69.49,92.25,2
3606,29.7,33.26,94.28,157.24,2
6178,33.67,7.05,34.48,75.2,2
6179,8.61,36.96,96.63,142.2,1
6180,48.77,4.79,97.83,151.39,2
6181,24.62,41.86,45.36,111.84,2
3585,9.73,4.5,91.81,106.04,2
4484,22.51,36.39,63.28,122.18,2
6182,2.75,30.05,7.83,40.63,2
6183,10.1,56.31,81.83,148.24,1
5965,33.0,33.33,87.77,154.1,2
5532,4.59,28.29,21.91,54.79,1
6184,38.47,4.04,52.17,94.68,2
6185,28.16,43.2,84.59,155.95,2
6186,43.9,2.3,25.56,71.76,2
6187,5.16,21.59,52.62,79.37,2
1051,40.4,42.13,27.61,110.14,2
6188,9.37,8.62,45.33,63.32,2
6189,37.78,31.76,44.87,114.41,2
2209,42.94,21.94,68.1,132.98,2
6190,39.87,55.66,49.04,144.57,1
6191,2.27,55.77,76.47,134.51,2
6192,26.28,9.72,58.18,94.18,2
6193,9.63,16.93,53.99,80.55,2
3510,33.13,31.23,31.52,95.88,2
6194,30.81,57.91,58.52,147.24,1
931,48.81,12.51,92.38,153.7,1
6195,2.2,3.47,5.44,11.11,2
6196,39.28,17.54,47.5,104.32,2
6197,29.96,17.85,85.6,133.41,1
6198,46.98,50.58,45.03,142.59,1
6199,13.73,38.34,35.67,87.74,2
6200,42.86,4.53,20.56,67.95,2
6201,28.18,1.22,86.06,115.46,1
6202,34.43,47.44,43.83,125.7,1
6203,1.32,38.22,6.01,45.55,2
5051,3.03,12.03,36.11,51.17,1
3780,29.0,15.54,43.55,88.09,1
6023,39.57,18.93,94.76,153.26,1
4576,40.82,23.99,55.88,120.69,1
3382,13.6,8.04,29.93,51.57,1
6204,20.84,44.64,66.68,132.16,2
6205,41.19,5.08,0.68,46.95,2
1030,30.83,43.99,70.62,145.44,2
5339,43.23,44.16,80.28,167.67,1
6206,26.5,35.96,86.0,148.46,1
6207,35.21,28.28,80.37,143.86,2
6208,16.57,41.76,61.5,119.83,2
3107,4.06,50.68,52.87,107.61,3
6209,25.19,2.12,12.31,39.62,1
6210,27.13,19.85,28.37,75.35,1
6211,12.72,34.09,7.28,54.09,2
4898,7.64,14.14,90.33,112.11,1
2167,15.14,24.43,63.28,102.85,2
6212,10.57,24.08,56.38,91.03,2
6213,44.88,39.52,15.94,100.34,2
6214,40.77,48.41,61.72,150.9,2
6215,42.28,26.9,76.51,145.69,2
6216,45.23,43.09,3.57,91.89,2
6217,25.5,52.1,53.78,131.38,1
6218,12.5,34.89,9.14,56.53,3
1257,46.4,34.54,90.83,171.77,2
6219,46.38,15.1,78.26,139.74,1
6220,19.39,34.33,35.84,89.56,2
6221,48.96,34.48,43.21,126.65,2
6222,15.01,13.4,48.27,76.68,2
6223,24.41,57.31,35.86,117.58,1
6224,45.25,1.66,17.54,64.45,1
6225,38.55,9.91,85.13,133.59,2
3225,11.65,25.69,40.44,77.78,2
6226,31.98,16.28,57.88,106.14,2
6227,30.79,23.61,7.22,61.62,2
6228,1.91,59.08,95.23,156.22,2
5172,10.06,13.94,29.69,53.69,1
6229,31.12,37.41,21.27,89.8,3
6230,34.81,18.73,17.27,70.81,1
6231,27.74,1.1,19.46,48.3,2
6232,26.14,58.15,79.49,163.78,1
279,17.2,48.25,48.11,113.56,2
6233,23.05,51.16,69.55,143.76,1
6234,36.06,7.47,34.83,78.36,2
2028,10.92,29.09,29.45,69.46,1
2341,3.03,24.43,33.58,61.04,2
6235,44.54,18.31,55.38,118.23,3
6236,12.53,56.36,67.49,136.38,2
3190,49.53,3.75,74.27,127.55,2
6237,4.47,17.99,1.18,23.64,2
6238,47.37,37.36,35.23,119.96,1
6239,25.43,59.97,87.4,172.8,2
6240,10.42,19.24,34.91,64.57,2
3280,39.94,13.68,2.53,56.15,1
3488,2.77,20.78,89.94,113.49,2
6241,48.42,40.81,3.28,92.51,2
5979,26.32,29.71,58.03,114.06,2
697,43.32,13.58,22.93,79.83,2
6242,12.91,30.57,72.07,115.55,1
6243,41.98,33.39,66.77,142.14,2
6244,37.27,42.13,85.31,164.71,2
3286,34.97,11.74,22.35,69.06,2
2211,35.76,45.44,1.66,82.86,2
3902,11.11,51.41,35.14,97.66,2
4545,16.47,0.26,18.26,34.99,2
6245,29.39,15.93,73.85,119.17,1
6110,8.7,23.85,61.74,94.29,1
6246,17.62,29.23,91.52,138.37,3
359,5.58,32.68,28.52,66.78,2
6226,2.38,40.94,43.31,86.63,2
5183,24.15,14.17,29.66,67.98,1
6247,14.78,54.71,44.02,113.51,1
6248,5.15,43.57,8.41,57.13,2
6249,8.49,41.75,68.25,118.49,2
6250,11.29,56.55,29.23,97.07,2
6251,37.36,6.87,42.28,86.51,1
1054,34.81,39.52,57.27,131.6,2
6252,8.68,12.72,47.23,68.63,2
6253,38.2,46.33,26.18,110.71,1
4026,29.23,28.05,11.65,68.93,2
6254,3.28,48.7,80.5,132.48,2
5052,21.5,22.2,76.14,119.84,2
6255,33.21,11.39,13.76,58.36,2
5307,36.41,0.49,5.92,42.82,2
6256,2.75,8.07,96.54,107.36,2
565,24.74,2.24,88.93,115.91,1
6257,22.62,28.7,56.9,108.22,1
6258,42.18,9.03,17.89,69.1,1
5522,12.96,9.43,72.83,95.22,2
6259,39.27,57.17,90.84,187.28,1
168,22.9,2.81,49.99,75.7,2
2510,41.91,24.6,75.31,141.82,2
6260,34.81,22.93,19.42,77.16,1
6261,0.9,12.79,58.27,71.96,2
6262,37.61,51.31,27.15,116.07,2
3944,32.94,27.42,27.71,88.07,2
6263,10.32,0.87,6.24,17.43,2
6264,23.77,34.26,14.24,72.27,2
6265,25.96,55.81,46.63,128.4,2
6266,13.78,58.51,86.86,159.15,2
6267,37.68,33.66,96.61,167.95,2
6268,44.8,51.5,1.6,97.9,2
6193,12.74,46.72,4.07,63.53,2
3651,0.72,42.87,30.77,74.36,2
6269,6.53,44.54,68.79,119.86,1
6270,5.55,8.9,7.64,22.09,2
6271,19.77,6.64,33.13,59.54,2
2350,29.84,58.95,89.16,177.95,2
5596,28.06,41.43,70.97,140.46,2
699,45.54,50.13,38.28,133.95,2
938,22.22,14.74,34.87,71.83,1
3173,1.22,30.75,65.21,97.18,2
6272,8.01,13.72,72.05,93.78,2
6273,29.74,22.81,49.97,102.52,2
6274,24.18,10.15,4.68,39.01,2
6275,49.59,11.56,50.71,111.86,2
6276,32.35,4.83,42.5,79.68,2
6277,1.56,35.66,76.59,113.81,1
3587,11.52,28.31,96.35,136.18,2
6278,18.28,2.49,83.95,104.72,2
6279,28.02,53.32,55.24,136.58,2
6280,26.53,30.59,14.25,71.37,2
3818,14.96,24.93,60.67,100.56,1
6281,44.41,28.23,99.62,172.26,2
6282,29.58,26.89,27.69,84.16,2
6283,7.88,41.16,37.46,86.5,2
6284,11.42,7.55,16.92,35.89,2
6285,24.06,48.31,59.08,131.45,2
4551,37.82,42.26,94.94,175.02,1
5574,20.43,59.83,8.93,89.19,3
3218,27.7,34.79,77.34,139.83,2
6135,40.21,1.09,37.79,79.09,1
2996,19.33,49.02,40.83,109.18,2
5700,36.56,39.16,54.8,130.52,2
112,14.87,59.88,37.82,112.57,3
6286,24.4,36.07,64.74,125.21,2
6287,7.05,12.18,1.05,20.28,2
1902,39.25,40.17,65.67,145.09,2
825,38.13,20.5,52.22,110.85,1
6288,12.0,40.55,2.55,55.1,1
6289,14.87,8.05,50.99,73.91,2
6290,16.53,23.74,29.39,69.66,2
6291,48.17,4.07,24.63,76.87,2
6292,8.72,22.85,55.12,86.69,2
5767,35.36,37.72,7.88,80.96,2
6293,10.14,16.01,67.5,93.65,2
6294,10.71,3.6,93.81,108.12,2
6295,47.3,44.56,2.76,94.62,2
6296,38.71,58.59,17.37,114.67,2
6297,28.95,34.51,42.86,106.32,2
6298,18.71,40.9,76.21,135.82,1
5247,0.0,27.6,21.08,48.68,2
6299,37.3,3.81,56.37,97.48,2
6300,20.18,51.61,14.57,86.36,2
3668,44.08,20.33,9.92,74.33,2
6301,30.12,9.68,79.75,119.55,1
5898,23.31,7.82,13.95,45.08,3
3657,8.51,20.43,66.88,95.82,2
2404,35.8,34.24,78.86,148.9,1
3162,6.01,56.29,40.74,103.04,2
6302,29.62,42.63,35.42,107.67,2
5348,10.49,15.11,28.53,54.13,2
6303,12.94,56.38,99.38,168.7,1
6304,1.86,51.25,98.94,152.05,2
1855,29.2,24.16,47.86,101.22,1
6223,10.23,14.35,45.23,69.81,1
6305,25.02,54.35,17.13,96.5,2
1177,17.33,53.68,31.74,102.75,3
6306,24.01,35.16,73.14,132.31,1
6140,41.16,50.32,89.3,180.78,3
5637,2.17,26.18,60.82,89.17,1
6307,15.53,12.87,85.28,113.68,2
6308,34.44,7.98,75.51,117.93,2
5698,44.51,35.42,86.82,166.75,3
6014,16.32,44.17,94.41,154.9,3
2207,40.96,59.31,21.56,121.83,1
6309,24.93,43.02,31.02,98.97,1
6310,10.59,21.26,23.51,55.36,1
3920,18.09,23.51,38.91,80.51,2
6311,31.22,9.0,45.35,85.57,3
6312,21.76,14.8,34.66,71.22,2
2414,0.8,29.95,56.69,87.44,2
6313,35.16,3.7,75.91,114.77,2
6314,28.5,10.9,55.64,95.04,2
2003,17.4,23.78,60.35,101.53,2
3452,13.63,56.88,79.46,149.97,2
6315,17.55,27.53,33.65,78.73,2
6316,17.24,2.62,36.39,56.25,2
3934,25.39,32.8,43.41,101.6,1
6317,35.36,47.29,62.64,145.29,3
6318,33.87,2.61,11.98,48.46,2
5665,20.81,24.66,79.36,124.83,1
6319,35.38,46.81,90.63,172.82,1
6320,44.87,7.32,29.1,81.29,2
6321,6.4,7.35,4.32,18.07,2
3425,43.22,36.91,26.07,106.2,2
6322,17.14,8.78,59.78,85.7,2
4856,36.36,47.09,90.17,173.62,2
87,35.56,32.6,99.15,167.31,2
6323,11.19,34.74,90.39,136.32,1
6324,9.67,11.5,81.13,102.3,1
6325,30.36,28.77,75.96,135.09,2
6326,28.67,15.96,68.01,112.64,1
6327,5.77,49.95,52.75,108.47,2
6328,21.63,16.13,30.28,68.04,2
1651,6.13,33.06,44.24,83.43,2
6329,20.88,30.2,50.24,101.32,2
6330,35.31,29.79,93.48,158.58,2
6331,33.71,3.53,5.71,42.95,1
6332,14.61,41.63,95.72,151.96,1
6333,2.12,13.2,86.99,102.31,1
6334,22.05,40.6,25.99,88.64,1
6335,3.88,47.58,37.05,88.51,2
1379,9.61,48.95,66.38,124.94,2
6336,37.87,44.99,99.0,181.86,2
4489,21.05,20.43,51.58,93.06,2
497,10.02,11.68,29.46,51.16,2
3925,7.2,47.08,33.4,87.68,2
6337,3.12,25.81,75.23,104.16,2
240,33.67,2.24,37.21,73.12,2
1506,41.35,21.45,83.06,145.86,2
6338,40.14,3.57,74.27,117.98,1
6339,31.05,19.55,74.15,124.75,1
6340,9.65,22.5,19.09,51.24,2
6341,38.63,52.48,24.69,115.8,1
6342,19.51,41.79,10.11,71.41,2
6343,47.75,30.87,92.47,171.09,2
6344,26.45,48.04,4.63,79.12,2
6345,30.16,58.58,87.28,176.02,2
90,35.06,30.0,36.01,101.07,2
6346,4.66,13.47,54.33,72.46,1
6347,22.79,22.1,14.06,58.95,2
6348,39.57,39.54,91.98,171.09,2
6349,6.64,24.63,15.27,46.54,2
6350,22.58,32.37,75.73,130.68,1
6351,6.88,19.7,48.63,75.21,1
6352,13.56,9.67,43.31,66.54,1
6353,36.87,27.09,15.54,79.5,2
1284,8.63,32.84,57.01,98.48,1
6354,49.8,27.39,90.12,167.31,1
3340,7.58,35.75,86.26,129.59,2
6355,7.81,14.24,86.39,108.44,2
6356,49.35,8.97,77.03,135.35,2
6357,13.43,18.82,67.41,99.66,2
6358,11.81,14.06,81.58,107.45,2
6359,9.71,48.13,28.1,85.94,2
3419,36.53,24.05,0.65,61.23,2
1373,36.81,50.3,22.01,109.12,2
6360,10.03,0.11,32.32,42.46,2
6361,37.51,18.04,25.02,80.57,3
4692,5.19,27.09,1.53,33.81,2
1424,30.27,44.5,65.61,140.38,2
6362,23.47,50.14,6.64,80.25,2
6363,25.76,10.13,79.71,115.6,2
6364,13.08,34.7,8.82,56.6,1
6365,40.12,5.9,95.97,141.99,2
5975,36.88,40.22,42.87,119.97,1
6366,5.44,49.22,18.97,73.63,2
2375,23.13,2.06,24.38,49.57,2
6367,1.23,40.43,70.47,112.13,2
6368,7.91,33.58,3.14,44.63,2
1292,29.8,50.45,52.39,132.64,2
3441,39.73,24.95,10.52,75.2,2
6369,17.7,39.68,47.46,104.84,2
6370,30.39,13.5,41.38,85.27,2
2372,22.68,9.99,78.8,111.47,2
6371,47.39,15.81,69.09,132.29,2
6372,20.3,31.82,2.02,54.14,2
4917,2.15,35.28,54.39,91.82,2
6373,22.24,54.69,63.16,140.09,2
6374,24.97,1.64,77.58,104.19,1
6375,25.11,16.41,96.5,138.02,2
4400,12.3,34.07,19.23,65.6,2
6376,26.97,31.51,43.65,102.13,2
6377,26.81,5.28,7.36,39.45,1
6378,12.51,55.62,50.35,118.48,2
6379,40.28,8.86,5.19,54.33,2
6380,33.08,55.11,74.11,162.3,2
6381,11.47,33.93,58.67,104.07,2
6382,8.23,11.79,60.06,80.08,2
6383,20.86,54.54,48.15,123.55,2
2866,28.36,19.14,80.42,127.92,2
2976,42.49,30.64,9.0,82.13,1
4951,46.11,11.75,25.08,82.94,2
6384,47.97,57.91,56.32,162.2,2
1181,48.8,12.11,19.62,80.53,2
5994,28.12,31.71,13.99,73.82,2
6385,30.21,59.22,6.02,95.45,2
6386,30.98,46.46,83.63,161.07,1
6387,29.96,29.29,81.69,140.94,2
3096,47.63,55.41,87.25,190.29,2
6388,48.4,50.2,88.62,187.22,2
572,12.67,42.65,25.7,81.02,2
6389,33.52,57.79,87.72,179.03,2
3537,8.68,10.39,13.12,32.19,2
6390,19.75,28.18,58.21,106.14,1
6391,3.41,44.16,92.25,139.82,2
6392,26.05,50.2,58.41,134.66,1
6393,15.18,57.91,69.95,143.04,2
4355,39.33,37.48,92.55,169.36,2
6394,8.57,11.17,72.46,92.2,1
6395,14.86,21.55,85.62,122.03,2
6396,40.41,32.16,89.75,162.32,2
6397,0.98,59.71,96.77,157.46,2
6398,45.39,44.56,74.02,163.97,2
6399,39.83,48.52,60.95,149.3,2
6400,15.16,4.11,17.0,36.27,2
3059,0.51,18.25,91.42,110.18,1
6401,38.58,58.54,10.11,107.23,3
6402,30.64,52.74,56.9,140.28,2
6403,31.19,57.68,25.9,114.77,2
6404,37.62,37.31,10.46,85.39,1
2058,2.59,26.13,2.14,30.86,2
621,40.29,11.13,64.12,115.54,3
6405,29.8,27.12,1.85,58.77,2
6406,31.21,24.07,90.86,146.14,1
6407,2.89,3.69,65.18,71.76,2
6408,45.56,22.45,84.3,152.31,2
6409,45.91,22.61,17.88,86.4,2
6410,48.99,15.47,45.18,109.64,2
6411,24.96,25.45,54.31,104.72,2
6412,38.8,46.62,9.98,95.4,3
6413,3.71,47.21,42.06,92.98,2
6414,17.71,12.61,26.37,56.69,2
6415,49.92,32.94,60.81,143.67,1
6416,20.54,41.22,64.2,125.96,1
3683,0.57,26.0,66.39,92.96,2
6417,8.7,34.33,67.0,110.03,3
5945,2.32,4.68,66.25,73.25,2
5945,12.18,12.63,27.79,52.6,1
2208,40.24,10.62,64.97,115.83,1
6418,38.65,20.08,33.49,92.22,1
5606,21.03,1.46,55.68,78.17,1
6419,47.89,45.98,88.42,182.29,2
5374,34.61,33.45,3.83,71.89,2
6420,16.96,47.29,55.2,119.45,2
6421,43.02,7.44,92.62,143.08,2
6422,10.75,47.98,54.44,113.17,2
1127,37.7,26.47,2.04,66.21,3
6423,1.71,20.19,86.02,107.92,2
6424,33.07,59.88,68.67,161.62,1
2358,3.47,33.2,57.47,94.14,2
6425,31.36,31.99,82.62,145.97,1
2750,34.3,46.83,77.84,158.97,2
1871,2.97,4.96,58.94,66.87,3
6426,28.45,28.78,64.78,122.01,2
3943,34.37,44.66,81.52,160.55,2
4577,24.58,48.46,33.34,106.38,1
6427,34.45,0.01,21.28,55.74,2
6428,6.68,36.41,94.53,137.62,1
6429,23.07,9.67,59.25,91.99,1
3207,16.19,48.74,33.38,98.31,2
6243,49.08,17.83,58.65,125.56,1
6430,37.08,32.74,9.48,79.3,2
6431,9.91,10.99,68.62,89.52,2
3704,10.55,5.8,87.19,103.54,2
6432,17.92,25.09,10.83,53.84,2
2325,20.2,55.13,62.76,138.09,2
6433,0.74,33.58,32.41,66.73,2
3744,8.93,36.74,75.38,121.05,2
6434,16.76,58.93,60.31,136.0,2
6435,1.46,53.68,50.74,105.88,2
6436,38.43,53.59,90.75,182.77,2
6437,5.27,1.24,98.24,104.75,2
5842,6.93,43.24,17.35,67.52,1
5420,29.64,41.93,80.5,152.07,2
6438,49.15,46.18,31.32,126.65,2
51,13.24,10.63,43.96,67.83,1
1344,28.96,58.14,72.03,159.13,1
5308,3.66,3.0,96.93,103.59,2
6439,47.14,47.72,44.24,139.1,2
2098,40.44,1.01,76.79,118.24,2
6440,13.53,3.99,3.21,20.73,1
6441,0.47,23.26,86.85,110.58,2
5881,4.92,48.18,23.62,76.72,2
6442,32.29,6.84,29.6,68.73,2
6443,4.5,49.54,52.9,106.94,2
1086,25.91,54.88,91.94,172.73,1
6444,33.97,43.04,82.27,159.28,2
3472,19.96,8.39,41.14,69.49,2
6445,15.85,50.04,66.05,131.94,1
6446,15.49,39.3,96.05,150.84,1
3333,47.31,20.23,0.8,68.34,2
6447,32.3,5.43,51.98,89.71,2
6448,1.5,55.56,85.8,142.86,2
1928,1.07,32.69,6.8,40.56,2
6449,3.76,20.24,79.06,103.06,3
5152,26.3,9.95,55.59,91.84,1
2175,31.95,25.44,82.82,140.21,2
4012,47.92,47.09,16.43,111.44,2
6450,20.77,7.96,19.63,48.36,1
6451,39.49,51.15,84.99,175.63,1
5860,49.24,56.31,99.25,204.8,3
6452,1.36,39.66,95.03,136.05,1
6453,11.73,24.31,57.12,93.16,1
