ticket_id,attendance_date,payment_method,food_expense,drink_expense,merch_expense,spent_that_day
3111,2025-05-03,Card,41.83,32.43,25.56,99.82
5452,2025-05-01,Cash,34.42,35.06,89.52,159.0
5453,2025-05-03,Card,30.12,57.53,59.99,147.64
5454,2025-05-02,Cash,44.86,46.49,39.12,130.47
4214,2025-05-02,Card,13.56,51.5,8.23,73.29
5455,2025-05-03,Card,28.5,43.25,73.77,145.52
5456,2025-05-01,Card,49.92,46.03,34.22,130.17
5457,2025-05-03,Card,9.73,36.93,62.91,109.57
1348,2025-05-02,Card,13.24,17.39,46.92,77.55
5458,2025-05-03,Card,17.87,27.7,29.77,75.34
5459,2025-05-01,Card,35.71,53.1,62.32,151.13
2160,2025-05-02,Cash,32.82,11.19,21.01,65.02
5460,2025-05-03,Card,13.24,8.87,70.5,92.61
5461,2025-05-03,Cash,15.41,21.13,47.13,83.67
4428,2025-05-01,Card,28.55,58.46,56.82,143.83
1439,2025-05-03,Cash,8.27,57.63,91.01,156.91
5462,2025-05-01,Cash,35.52,43.75,2.01,81.28
1629,2025-05-02,Cash,36.55,44.89,79.65,161.09
5463,2025-05-01,Card,9.29,30.56,5.4,45.25
921,2025-05-01,Cash,44.62,10.9,6.56,62.08
5464,2025-05-03,Cash,32.15,31.62,52.21,115.98
5465,2025-05-02,Card,27.27,13.17,68.43,108.87
5466,2025-05-01,Card,36.69,9.56,83.5,129.75
5467,2025-05-03,Card,37.32,7.29,48.4,93.01
5468,2025-05-03,Cash,21.73,24.72,73.66,120.11
4171,2025-05-02,Card,25.47,55.01,31.31,111.79
5469,2025-05-01,Card,39.5,25.11,0.59,65.2
5470,2025-05-01,Cash,25.95,6.04,15.45,47.44
4717,2025-05-03,Card,30.99,43.0,64.8,138.79
2117,2025-05-03,Card,32.12,59.16,72.37,163.65
731,2025-05-02,Cash,34.01,41.74,26.8,102.55
5471,2025-05-03,Card,26.11,39.1,29.65,94.86
5472,2025-05-03,Card,2.31,37.87,82.61,122.79
2968,2025-05-03,Cash,20.76,39.01,5.62,65.39
5473,2025-05-02,Card,41.23,33.57,57.33,132.13
5474,2025-05-01,Card,18.78,5.43,41.6,65.81
3009,2025-05-01,Festival App,39.89,41.47,90.63,171.99
5475,2025-05-03,Card,41.0,10.51,3.2,54.71
5476,2025-05-03,Cash,7.22,30.65,88.44,126.31
5477,2025-05-02,Card,45.66,6.66,39.0,91.32
5478,2025-05-01,Cash,6.95,53.16,15.35,75.46
5479,2025-05-03,Card,40.1,5.73,72.05,117.88
5480,2025-05-01,Card,3.62,13.69,96.66,113.97
415,2025-05-03,Card,36.81,7.18,14.02,58.01
3244,2025-05-01,Card,20.76,8.37,68.05,97.18
5481,2025-05-01,Cash,42.37,7.01,41.48,90.86
5482,2025-05-01,Cash,5.2,36.01,13.12,54.33
5483,2025-05-03,Card,5.64,59.13,90.74,155.51
789,2025-05-01,Card,49.77,17.11,94.03,160.91
3380,2025-05-01,Cash,39.66,26.21,19.95,85.82
2457,2025-05-02,Card,10.23,15.31,81.27,106.81
5484,2025-05-01,Card,31.67,32.25,96.22,160.14
5485,2025-05-03,Card,5.69,21.36,40.9,67.95
369,2025-05-02,Card,49.24,58.81,38.62,146.67
424,2025-05-03,Cash,16.12,26.48,18.23,60.83
5486,2025-05-02,Card,39.5,48.46,1.22,89.18
5487,2025-05-02,Card,21.85,57.95,71.57,151.37
5488,2025-05-02,Cash,15.89,24.5,1.82,42.21
5489,2025-05-03,Card,16.11,21.04,91.81,128.96
74,2025-05-03,Card,44.78,41.76,63.57,150.11
5490,2025-05-02,Card,10.94,22.87,28.82,62.63
3170,2025-05-02,Card,2.74,17.61,58.5,78.85
4744,2025-05-01,Cash,15.21,29.09,88.03,132.33
5491,2025-05-01,Card,47.45,5.62,85.08,138.15
5492,2025-05-03,Card,27.76,23.92,17.7,69.38
5493,2025-05-03,Card,32.45,50.43,42.69,125.57
5494,2025-05-03,Card,18.57,15.03,38.34,71.94
5495,2025-05-02,Card,46.36,7.74,59.09,113.19
5496,2025-05-01,Cash,7.75,35.44,96.47,139.66
5497,2025-05-02,Card,18.42,21.96,50.91,91.29
5498,2025-05-01,Card,17.33,21.97,3.62,42.92
4990,2025-05-03,Card,28.51,50.5,10.23,89.24
5499,2025-05-03,Card,41.16,46.26,61.86,149.28
5500,2025-05-03,Festival App,12.8,45.57,41.34,99.71
189,2025-05-03,Card,31.57,9.95,32.9,74.42
5501,2025-05-02,Cash,14.68,41.44,10.89,67.01
5218,2025-05-02,Card,46.55,42.46,0.2,89.21
5502,2025-05-03,Cash,42.98,20.06,79.44,142.48
4797,2025-05-03,Card,36.2,15.93,8.64,60.77
5503,2025-05-02,Card,10.46,1.86,99.78,112.1
5504,2025-05-01,Card,44.1,33.76,50.05,127.91
5505,2025-05-01,Card,15.97,34.97,68.91,119.85
5506,2025-05-03,Card,8.41,37.52,38.11,84.04
5507,2025-05-02,Card,24.25,2.25,71.84,98.34
2146,2025-05-03,Cash,14.78,15.43,65.27,95.48
5508,2025-05-02,Card,49.43,15.63,3.21,68.27
5509,2025-05-01,Cash,46.85,19.61,76.78,143.24
5510,2025-05-01,Cash,39.46,2.68,12.43,54.57
5511,2025-05-01,Card,10.41,3.71,88.47,102.59
839,2025-05-02,Cash,14.41,44.31,6.58,65.3
5512,2025-05-01,Card,4.0,1.13,60.68,65.81
5513,2025-05-01,Card,21.66,24.95,85.98,132.59
4156,2025-05-02,Card,26.68,53.7,25.9,106.28
5133,2025-05-01,Cash,30.94,23.13,51.01,105.08
5514,2025-05-01,Cash,21.7,6.99,65.86,94.55
898,2025-05-01,Cash,46.9,20.93,73.32,141.15
5515,2025-05-02,Card,20.23,41.95,21.07,83.25
5516,2025-05-02,Card,43.0,47.37,62.04,152.41
5517,2025-05-01,Festival App,36.26,12.04,91.91,140.21
608,2025-05-01,Cash,37.21,7.8,2.07,47.08
5518,2025-05-02,Card,41.32,11.43,43.26,96.01
5519,2025-05-01,Cash,12.38,9.53,73.8,95.71
1195,2025-05-02,Cash,8.05,48.67,12.21,68.93
5251,2025-05-02,Card,11.45,32.16,17.21,60.82
5520,2025-05-02,Card,47.65,4.72,57.33,109.7
5521,2025-05-02,Card,7.3,51.32,14.04,72.66
710,2025-05-03,Card,22.3,21.16,11.01,54.47
5522,2025-05-03,Cash,22.69,22.53,37.01,82.23
5523,2025-05-03,Cash,43.5,24.79,84.59,152.88
2587,2025-05-01,Card,7.96,15.04,43.03,66.03
5305,2025-05-01,Cash,11.78,6.76,75.29,93.83
5524,2025-05-02,Card,18.3,0.01,63.58,81.89
3715,2025-05-01,Card,2.31,27.09,16.58,45.98
5525,2025-05-03,Card,9.24,5.27,91.38,105.89
2952,2025-05-03,Card,31.26,36.29,14.21,81.76
5526,2025-05-03,Cash,8.75,35.19,49.02,92.96
4576,2025-05-01,Card,9.45,44.97,37.93,92.35
3918,2025-05-03,Card,33.19,30.9,69.49,133.58
2099,2025-05-02,Card,25.99,22.81,54.83,103.63
5527,2025-05-03,Card,15.94,46.48,44.87,107.29
5528,2025-05-02,Card,28.89,57.44,98.6,184.93
676,2025-05-02,Card,40.41,22.39,4.37,67.17
5529,2025-05-02,Festival App,16.19,25.67,25.75,67.61
4236,2025-05-01,Card,24.22,17.43,91.62,133.27
675,2025-05-02,Card,14.43,46.83,91.88,153.14
4253,2025-05-03,Card,21.57,48.57,18.84,88.98
1390,2025-05-01,Card,41.38,27.23,49.43,118.04
5530,2025-05-03,Card,40.4,59.78,79.34,179.52
5531,2025-05-02,Cash,4.46,17.06,28.77,50.29
5532,2025-05-02,Card,10.02,30.98,41.55,82.55
5533,2025-05-01,Card,11.77,2.0,79.12,92.89
5381,2025-05-03,Cash,37.76,29.65,81.81,149.22
5534,2025-05-01,Festival App,5.73,46.38,44.29,96.4
3801,2025-05-03,Cash,3.02,50.01,68.01,121.04
3916,2025-05-02,Card,19.81,0.84,16.29,36.94
5535,2025-05-01,Cash,41.22,33.26,66.25,140.73
5160,2025-05-01,Cash,23.28,50.33,25.66,99.27
2333,2025-05-01,Card,9.22,34.97,20.87,65.06
5495,2025-05-03,Card,20.44,52.24,78.25,150.93
1688,2025-05-02,Cash,32.78,0.22,68.3,101.3
5454,2025-05-01,Cash,29.02,39.92,68.23,137.17
5536,2025-05-02,Cash,13.85,24.49,32.18,70.52
5537,2025-05-01,Card,30.07,44.78,16.23,91.08
5538,2025-05-03,Cash,29.31,18.33,40.78,88.42
4377,2025-05-02,Card,2.56,26.59,59.96,89.11
2953,2025-05-02,Card,34.85,10.76,31.97,77.58
5539,2025-05-01,Card,15.81,38.15,54.57,108.53
5540,2025-05-02,Cash,17.38,50.95,67.0,135.33
3452,2025-05-01,Cash,46.95,2.64,44.42,94.01
3019,2025-05-01,Card,39.6,47.47,12.17,99.24
5541,2025-05-02,Card,29.95,29.06,49.03,108.04
5542,2025-05-02,Cash,20.72,48.41,27.91,97.04
5543,2025-05-03,Cash,39.75,8.75,65.57,114.07
5544,2025-05-01,Card,48.8,21.0,32.01,101.81
5545,2025-05-02,Card,2.38,48.56,10.82,61.76
5546,2025-05-01,Cash,15.49,40.67,66.66,122.82
5547,2025-05-02,Card,21.67,45.05,87.19,153.91
5548,2025-05-01,Cash,40.95,55.83,74.85,171.63
5549,2025-05-02,Card,27.26,21.83,83.95,133.04
5550,2025-05-02,Card,46.87,26.69,25.71,99.27
5551,2025-05-02,Card,28.52,58.7,1.21,88.43
5552,2025-05-03,Cash,26.62,36.68,79.6,142.9
5553,2025-05-02,Cash,27.9,8.48,13.57,49.95
2532,2025-05-03,Card,29.12,8.3,6.17,43.59
5554,2025-05-03,Card,13.68,3.28,77.95,94.91
5555,2025-05-03,Festival App,12.34,57.65,55.04,125.03
4013,2025-05-02,Cash,40.0,13.31,39.17,92.48
1200,2025-05-03,Card,0.96,4.19,64.5,69.65
5556,2025-05-01,Cash,28.51,47.26,88.6,164.37
5557,2025-05-02,Card,14.07,55.03,3.8,72.9
5558,2025-05-01,Cash,27.71,1.15,12.39,41.25
5559,2025-05-03,Card,10.34,58.9,17.35,86.59
705,2025-05-02,Festival App,20.44,51.72,92.33,164.49
4825,2025-05-03,Cash,46.61,48.97,10.04,105.62
5560,2025-05-01,Festival App,2.37,51.01,22.87,76.25
5561,2025-05-03,Card,41.31,15.35,57.92,114.58
5562,2025-05-01,Cash,28.52,32.18,50.78,111.48
5563,2025-05-01,Card,28.07,35.12,96.97,160.16
5564,2025-05-03,Card,12.5,0.36,86.72,99.58
5565,2025-05-01,Card,31.51,41.04,26.53,99.08
5566,2025-05-02,Card,18.94,3.85,6.09,28.88
5567,2025-05-01,Cash,16.67,23.28,61.19,101.14
5568,2025-05-03,Card,4.85,53.98,80.84,139.67
5569,2025-05-01,Card,23.39,32.15,44.24,99.78
1123,2025-05-03,Card,19.77,29.09,12.89,61.75
5570,2025-05-03,Card,5.78,54.37,41.22,101.37
5571,2025-05-03,Card,2.66,25.3,33.39,61.35
5572,2025-05-01,Festival App,24.83,11.94,29.3,66.07
4619,2025-05-01,Cash,43.97,57.74,34.5,136.21
2306,2025-05-01,Card,23.1,53.61,43.96,120.67
5573,2025-05-02,Card,23.25,7.91,49.58,80.74
5574,2025-05-02,Card,41.29,53.58,9.23,104.1
5575,2025-05-01,Card,41.79,50.21,7.57,99.57
5576,2025-05-01,Card,45.25,4.76,21.9,71.91
5577,2025-05-01,Card,24.15,6.24,30.27,60.66
3127,2025-05-02,Cash,43.31,16.15,32.95,92.41
1365,2025-05-01,Card,18.81,57.53,49.49,125.83
5578,2025-05-01,Card,25.81,29.62,73.26,128.69
135,2025-05-02,Cash,22.76,27.11,93.77,143.64
5579,2025-05-01,Card,42.7,34.94,31.39,109.03
3674,2025-05-02,Card,20.55,54.18,98.56,173.29
5580,2025-05-03,Card,17.38,1.85,5.14,24.37
1965,2025-05-03,Card,23.04,23.21,91.73,137.98
2343,2025-05-02,Card,31.4,45.87,77.4,154.67
5581,2025-05-03,Cash,24.28,58.39,25.69,108.36
2737,2025-05-01,Card,9.23,45.85,30.01,85.09
5582,2025-05-01,Festival App,29.66,4.27,58.22,92.15
2961,2025-05-02,Cash,1.83,4.32,41.84,47.99
4623,2025-05-02,Cash,18.23,41.96,39.55,99.74
562,2025-05-02,Card,37.4,51.51,71.63,160.54
5583,2025-05-02,Festival App,22.71,49.41,23.42,95.54
3430,2025-05-01,Card,5.9,57.83,77.57,141.3
5584,2025-05-03,Card,5.66,24.81,19.06,49.53
5585,2025-05-01,Card,9.26,55.84,99.04,164.14
5586,2025-05-02,Cash,16.33,40.26,85.41,142.0
5587,2025-05-01,Card,31.85,55.47,16.77,104.09
5588,2025-05-02,Cash,5.94,45.41,37.48,88.83
5589,2025-05-01,Card,33.97,58.43,67.58,159.98
4106,2025-05-01,Cash,47.84,47.36,0.45,95.65
5590,2025-05-02,Card,15.64,5.62,27.63,48.89
5591,2025-05-02,Card,16.56,19.34,28.05,63.95
5592,2025-05-03,Card,6.92,7.81,25.25,39.98
5593,2025-05-01,Festival App,46.56,34.05,85.58,166.19
5594,2025-05-01,Cash,47.01,35.81,5.83,88.65
5595,2025-05-03,Festival App,29.33,6.65,63.75,99.73
5596,2025-05-01,Cash,32.05,42.67,21.63,96.35
5597,2025-05-02,Card,12.9,13.24,73.21,99.35
5598,2025-05-02,Card,0.66,21.63,2.92,25.21
2760,2025-05-01,Cash,43.73,21.23,89.73,154.69
5599,2025-05-01,Cash,45.6,18.5,96.7,160.8
5600,2025-05-02,Cash,19.02,0.1,80.48,99.6
5601,2025-05-02,Cash,2.41,15.14,31.38,48.93
4430,2025-05-03,Card,20.59,27.14,87.52,135.25
5602,2025-05-02,Card,13.21,18.7,73.88,105.79
5603,2025-05-01,Card,1.3,6.02,71.32,78.64
5604,2025-05-02,Card,18.51,9.43,94.44,122.38
2717,2025-05-01,Card,2.71,20.66,45.1,68.47
5605,2025-05-03,Card,38.34,16.91,99.19,154.44
3842,2025-05-01,Card,36.83,53.61,72.37,162.81
5606,2025-05-01,Cash,13.42,39.44,84.82,137.68
5607,2025-05-01,Card,44.19,52.08,85.39,181.66
952,2025-05-03,Card,17.12,39.31,99.3,155.73
5608,2025-05-03,Card,44.77,32.77,32.17,109.71
5609,2025-05-02,Card,34.22,6.01,66.01,106.24
4217,2025-05-03,Card,23.49,42.02,44.63,110.14
2733,2025-05-02,Cash,14.24,29.08,90.99,134.31
2465,2025-05-02,Card,33.64,0.85,51.64,86.13
5610,2025-05-02,Cash,8.24,27.91,36.65,72.8
3607,2025-05-02,Card,3.13,58.65,55.69,117.47
5611,2025-05-01,Card,36.02,46.92,24.08,107.02
5612,2025-05-01,Card,24.05,34.45,2.17,60.67
4350,2025-05-01,Card,0.54,3.93,22.6,27.07
4115,2025-05-02,Card,49.29,56.83,41.78,147.9
5613,2025-05-02,Cash,47.78,11.9,81.42,141.1
5614,2025-05-02,Card,45.61,12.85,24.95,83.41
3854,2025-05-02,Card,40.3,23.75,51.91,115.96
4709,2025-05-02,Card,28.73,3.9,13.88,46.51
5615,2025-05-03,Card,28.77,41.18,76.94,146.89
5616,2025-05-03,Cash,3.94,0.99,15.34,20.27
5617,2025-05-01,Card,18.8,10.36,48.63,77.79
5618,2025-05-03,Card,32.57,22.85,49.69,105.11
5619,2025-05-02,Cash,19.39,36.77,20.34,76.5
5620,2025-05-01,Card,11.99,17.09,43.38,72.46
5621,2025-05-02,Card,13.46,10.34,16.2,40.0
5622,2025-05-03,Card,17.17,15.27,76.52,108.96
5560,2025-05-02,Festival App,27.49,34.41,11.33,73.23
5623,2025-05-03,Card,42.01,45.5,69.06,156.57
5624,2025-05-01,Card,2.29,55.03,1.81,59.13
5625,2025-05-03,Cash,47.15,3.98,37.89,89.02
1190,2025-05-01,Card,32.44,2.03,98.36,132.83
5626,2025-05-01,Card,44.16,15.94,99.54,159.64
1795,2025-05-01,Cash,17.42,31.38,66.23,115.03
5627,2025-05-01,Card,24.95,18.26,61.16,104.37
5628,2025-05-01,Cash,3.66,35.69,29.97,69.32
5629,2025-05-03,Card,27.42,28.52,98.93,154.87
101,2025-05-03,Card,23.57,0.0,51.43,75.0
5630,2025-05-03,Cash,45.27,4.56,93.7,143.53
2035,2025-05-03,Cash,2.14,34.38,31.97,68.49
5619,2025-05-03,Festival App,21.22,45.33,93.49,160.04
5631,2025-05-02,Card,22.35,23.1,76.65,122.1
5632,2025-05-03,Cash,31.66,7.01,69.61,108.28
5633,2025-05-03,Card,23.94,5.2,19.07,48.21
935,2025-05-01,Card,27.78,5.18,69.7,102.66
5634,2025-05-02,Card,27.91,33.63,58.9,120.44
5635,2025-05-01,Card,19.42,54.77,66.61,140.8
5636,2025-05-01,Card,17.89,19.58,19.66,57.13
5611,2025-05-02,Cash,25.62,49.22,11.95,86.79
5637,2025-05-02,Card,15.61,58.1,81.65,155.36
5638,2025-05-03,Card,25.37,38.13,94.42,157.92
5451,2025-05-01,Cash,8.78,9.69,72.77,91.24
5639,2025-05-02,Card,1.17,15.41,77.9,94.48
5640,2025-05-01,Cash,33.38,35.9,60.35,129.63
5641,2025-05-02,Card,38.55,58.8,21.36,118.71
5642,2025-05-02,Card,0.79,26.56,41.88,69.23
5643,2025-05-03,Cash,44.88,33.98,37.25,116.11
5644,2025-05-02,Cash,22.1,26.6,91.9,140.6
5645,2025-05-03,Card,41.28,13.61,61.26,116.15
2852,2025-05-01,Card,27.45,39.94,99.15,166.54
5646,2025-05-01,Cash,24.17,47.36,4.77,76.3
5647,2025-05-01,Card,2.65,28.14,79.89,110.68
5648,2025-05-01,Card,13.74,46.91,62.49,123.14
3265,2025-05-02,Cash,36.26,13.81,42.19,92.26
5649,2025-05-01,Card,49.63,22.82,33.34,105.79
3834,2025-05-02,Cash,42.48,43.1,92.71,178.29
919,2025-05-01,Cash,12.58,44.42,44.4,101.4
5578,2025-05-03,Cash,19.78,2.32,99.92,122.02
5650,2025-05-03,Card,44.11,56.76,77.78,178.65
5651,2025-05-03,Card,21.93,19.83,13.13,54.89
5652,2025-05-03,Card,11.22,43.92,46.19,101.33
5653,2025-05-02,Cash,33.6,29.49,66.43,129.52
4307,2025-05-02,Card,31.38,22.53,20.97,74.88
2935,2025-05-03,Card,28.85,26.01,94.95,149.81
4736,2025-05-02,Card,9.24,12.17,94.15,115.56
4183,2025-05-03,Card,35.46,12.54,43.98,91.98
5654,2025-05-02,Card,44.59,53.26,38.48,136.33
5655,2025-05-01,Cash,40.0,50.26,14.46,104.72
5656,2025-05-03,Cash,45.99,0.2,98.7,144.89
5285,2025-05-03,Cash,31.75,16.64,53.4,101.79
5657,2025-05-03,Card,36.97,54.41,84.8,176.18
40,2025-05-02,Card,45.25,12.84,67.94,126.03
4820,2025-05-02,Card,6.06,32.59,49.15,87.8
4443,2025-05-03,Card,40.04,57.59,80.35,177.98
3783,2025-05-03,Card,46.79,19.41,43.52,109.72
5658,2025-05-02,Card,5.44,52.42,48.02,105.88
5659,2025-05-02,Cash,44.36,23.25,43.46,111.07
5660,2025-05-02,Cash,6.75,37.6,60.66,105.01
5661,2025-05-03,Cash,23.85,49.59,86.84,160.28
5662,2025-05-02,Card,39.35,20.02,1.86,61.23
2521,2025-05-03,Card,15.14,22.35,92.41,129.9
5663,2025-05-02,Cash,48.62,46.63,63.16,158.41
5664,2025-05-02,Card,48.51,13.86,47.33,109.7
5665,2025-05-01,Card,19.63,5.52,33.99,59.14
5666,2025-05-02,Card,38.51,0.06,30.26,68.83
3292,2025-05-02,Card,18.59,52.93,89.77,161.29
5072,2025-05-02,Card,43.11,56.75,20.32,120.18
5667,2025-05-03,Cash,8.95,38.74,73.71,121.4
5668,2025-05-02,Cash,49.59,36.58,74.89,161.06
5669,2025-05-01,Card,6.69,1.3,93.01,101.0
5670,2025-05-01,Cash,39.17,10.98,35.91,86.06
5671,2025-05-03,Cash,20.42,2.13,82.91,105.46
5672,2025-05-03,Cash,36.47,14.77,8.28,59.52
5673,2025-05-02,Card,0.46,16.34,56.3,73.1
5674,2025-05-01,Card,6.98,5.75,51.04,63.77
2393,2025-05-02,Card,6.84,48.36,60.32,115.52
5675,2025-05-02,Card,29.37,48.86,71.19,149.42
2320,2025-05-03,Card,24.51,42.5,72.53,139.54
5676,2025-05-01,Card,37.95,56.27,20.17,114.39
5677,2025-05-03,Card,23.08,3.23,50.41,76.72
5678,2025-05-03,Card,47.55,33.49,51.89,132.93
5679,2025-05-03,Card,7.17,37.32,95.53,140.02
5680,2025-05-02,Card,46.04,51.22,85.8,183.06
5681,2025-05-01,Card,42.04,56.79,73.29,172.12
5682,2025-05-01,Card,49.96,45.93,42.91,138.8
5683,2025-05-02,Cash,9.81,23.07,56.97,89.85
5684,2025-05-03,Festival App,7.83,34.52,76.83,119.18
5685,2025-05-01,Card,37.47,45.99,63.47,146.93
5686,2025-05-01,Cash,32.93,42.29,76.13,151.35
5687,2025-05-02,Card,7.3,20.81,46.46,74.57
5688,2025-05-02,Festival App,31.9,3.15,86.23,121.28
5689,2025-05-03,Card,46.59,30.05,53.98,130.62
5576,2025-05-03,Card,26.04,5.48,30.36,61.88
4990,2025-05-02,Card,28.42,41.53,56.68,126.63
5690,2025-05-02,Card,6.56,59.83,85.12,151.51
5691,2025-05-03,Cash,30.36,11.07,5.64,47.07
5692,2025-05-01,Card,49.16,41.27,8.9,99.33
2751,2025-05-03,Festival App,18.25,7.63,1.14,27.02
3997,2025-05-03,Cash,13.34,15.89,39.32,68.55
5693,2025-05-03,Card,42.16,22.65,90.27,155.08
3556,2025-05-03,Card,7.22,44.06,84.91,136.19
2459,2025-05-03,Card,37.44,33.82,38.03,109.29
5694,2025-05-01,Cash,13.52,42.36,35.54,91.42
5695,2025-05-01,Card,37.54,5.41,10.06,53.01
5696,2025-05-02,Card,2.54,34.45,37.34,74.33
5265,2025-05-01,Card,27.09,41.79,72.0,140.88
3604,2025-05-03,Card,23.05,4.87,70.3,98.22
418,2025-05-03,Card,14.77,10.42,55.94,81.13
5697,2025-05-01,Card,40.14,13.01,92.7,145.85
5698,2025-05-02,Cash,20.8,12.81,20.16,53.77
5699,2025-05-01,Card,49.71,59.53,57.41,166.65
5700,2025-05-03,Card,4.21,19.06,21.71,44.98
3061,2025-05-03,Card,33.36,5.03,10.71,49.1
1689,2025-05-03,Card,23.6,21.03,92.0,136.63
2789,2025-05-01,Card,21.84,19.98,90.57,132.39
4544,2025-05-01,Card,24.58,13.01,31.85,69.44
5701,2025-05-03,Cash,22.27,11.53,85.73,119.53
4869,2025-05-02,Card,38.86,30.03,9.09,77.98
5702,2025-05-02,Cash,9.4,47.57,36.97,93.94
2470,2025-05-02,Card,1.47,53.06,52.37,106.9
918,2025-05-03,Cash,9.52,29.47,71.59,110.58
5703,2025-05-03,Card,32.49,34.93,60.43,127.85
3814,2025-05-03,Card,33.53,30.47,10.27,74.27
3241,2025-05-03,Cash,43.25,30.96,77.38,151.59
5704,2025-05-01,Festival App,1.66,29.49,17.05,48.2
1176,2025-05-03,Card,43.93,33.46,62.08,139.47
1695,2025-05-03,Card,22.3,53.85,1.19,77.34
5705,2025-05-03,Card,2.21,38.84,2.41,43.46
868,2025-05-02,Card,36.78,45.98,3.6,86.36
607,2025-05-03,Cash,16.28,25.31,9.79,51.38
5706,2025-05-02,Card,32.41,37.26,8.18,77.85
5707,2025-05-02,Card,46.72,38.26,19.31,104.29
5708,2025-05-01,Card,0.4,14.88,57.53,72.81
4772,2025-05-03,Card,39.94,20.75,23.24,83.93
5709,2025-05-02,Card,29.78,17.5,84.93,132.21
4846,2025-05-01,Card,28.94,21.98,99.56,150.48
1438,2025-05-01,Festival App,27.26,53.15,97.02,177.43
5710,2025-05-02,Cash,46.6,7.63,78.18,132.41
808,2025-05-01,Card,7.95,51.33,38.15,97.43
5711,2025-05-02,Cash,15.02,37.19,0.92,53.13
5712,2025-05-02,Card,25.93,34.48,84.19,144.6
5713,2025-05-02,Card,29.45,29.22,93.17,151.84
4322,2025-05-03,Festival App,36.87,6.9,39.46,83.23
5714,2025-05-03,Cash,39.33,49.61,74.61,163.55
1584,2025-05-03,Card,29.7,12.74,76.68,119.12
5715,2025-05-03,Cash,37.32,25.45,20.37,83.14
4819,2025-05-02,Card,45.1,28.22,44.44,117.76
2320,2025-05-02,Card,37.54,40.49,26.21,104.24
1851,2025-05-02,Card,36.4,30.01,7.15,73.56
3115,2025-05-01,Cash,44.41,50.84,36.66,131.91
5716,2025-05-02,Card,39.84,14.06,36.47,90.37
5717,2025-05-01,Card,26.47,2.65,52.9,82.02
1711,2025-05-02,Cash,0.06,54.19,35.33,89.58
5718,2025-05-01,Card,46.93,52.51,2.41,101.85
4230,2025-05-02,Card,21.12,23.01,66.71,110.84
2215,2025-05-02,Card,15.75,24.59,38.54,78.88
5719,2025-05-01,Card,48.83,45.66,88.21,182.7
1209,2025-05-01,Card,26.79,13.26,3.58,43.63
5720,2025-05-01,Cash,24.85,0.12,99.2,124.17
5721,2025-05-01,Card,34.54,37.26,83.96,155.76
5722,2025-05-03,Card,20.55,33.58,94.81,148.94
63,2025-05-02,Cash,20.85,0.2,80.53,101.58
5723,2025-05-02,Cash,37.8,52.79,17.51,108.1
5724,2025-05-03,Card,34.83,12.37,57.28,104.48
5725,2025-05-01,Card,48.52,21.54,13.71,83.77
873,2025-05-03,Card,13.22,56.64,89.63,159.49
5726,2025-05-02,Card,17.45,38.85,92.11,148.41
5727,2025-05-03,Card,10.66,45.16,7.57,63.39
5728,2025-05-01,Card,8.54,45.82,43.57,97.93
5729,2025-05-02,Cash,0.39,20.2,28.27,48.86
5730,2025-05-02,Festival App,45.71,52.68,45.49,143.88
2953,2025-05-03,Cash,18.18,28.67,25.06,71.91
5731,2025-05-02,Card,13.55,51.66,94.1,159.31
2059,2025-05-03,Card,31.73,23.99,92.65,148.37
5732,2025-05-02,Card,13.29,27.19,6.45,46.93
5733,2025-05-01,Card,19.4,54.24,16.13,89.77
5734,2025-05-03,Card,10.23,20.95,58.18,89.36
5735,2025-05-02,Card,37.11,57.99,54.57,149.67
5736,2025-05-01,Card,23.47,46.39,30.73,100.59
5737,2025-05-01,Cash,31.69,40.82,36.21,108.72
5738,2025-05-03,Card,38.41,11.77,62.05,112.23
5739,2025-05-02,Festival App,24.89,16.05,43.89,84.83
817,2025-05-01,Card,1.67,24.79,85.88,112.34
2365,2025-05-02,Card,2.87,14.59,77.49,94.95
4792,2025-05-03,Card,5.1,48.42,55.77,109.29
1850,2025-05-03,Cash,44.55,0.47,97.37,142.39
5740,2025-05-01,Card,16.16,55.53,56.68,128.37
5741,2025-05-02,Card,40.11,38.25,37.86,116.22
4937,2025-05-01,Cash,40.18,4.43,17.83,62.44
5032,2025-05-01,Card,49.41,22.33,91.51,163.25
5742,2025-05-03,Card,44.45,13.11,29.94,87.5
5743,2025-05-03,Card,5.03,43.51,94.87,143.41
5744,2025-05-01,Cash,49.08,41.59,19.96,110.63
5745,2025-05-02,Cash,18.28,38.38,24.29,80.95
5746,2025-05-02,Cash,14.23,57.1,57.48,128.81
5747,2025-05-03,Cash,35.62,25.15,45.2,105.97
5748,2025-05-02,Cash,10.76,45.85,60.29,116.9
5749,2025-05-02,Cash,31.69,35.33,53.46,120.48
956,2025-05-01,Cash,18.16,28.33,9.78,56.27
5750,2025-05-03,Card,19.73,10.06,74.22,104.01
5751,2025-05-02,Card,7.53,4.93,56.42,68.88
5752,2025-05-02,Card,49.03,29.7,41.19,119.92
3461,2025-05-03,Card,7.82,9.04,27.25,44.11
3370,2025-05-02,Cash,3.25,59.77,59.32,122.34
5753,2025-05-02,Card,35.09,37.77,45.68,118.54
5754,2025-05-03,Card,15.0,31.42,32.08,78.5
5755,2025-05-03,Cash,49.42,10.84,64.7,124.96
