ticket_id,gender,age,age_group,group_size,group_type,ticket_type,is_multiday,favourite_genre,recommend_to_friend
4393,Male,27,25-34,1,Individual,1-day Pass,False,Rock,True
4394,Male,21,18-24,4,Group,3-day Pass,True,Reggaeton,False
4395,Male,23,18-24,5,Group,VIP,True,Hip-Hop,False
4396,Female,31,25-34,3,Group,3-day Pass,True,Rock,True
4397,Female,18,18-24,4,Group,3-day Pass,True,Rock,False
4398,Female,20,18-24,3,Group,1-day Pass,False,Rock,True
4399,Male,27,25-34,3,Group,VIP,True,Electronic,True
4400,Female,20,18-24,3,Group,3-day Pass,True,Rock,True
4401,Female,19,18-24,5,Group,VIP,True,Rock,True
4402,Male,26,25-34,4,Group,3-day Pass,True,Rock,False
4403,Female,27,25-34,4,Group,3-day Pass,True,Hip-Hop,False
4404,Male,25,25-34,4,Group,3-day Pass,True,Rock,False
4405,Female,29,25-34,2,Couple,3-day Pass,True,Rock,True
4406,Male,19,18-24,4,Group,VIP,True,Pop,True
4407,Male,25,25-34,5,Group,3-day Pass,True,Rock,True
4408,Male,23,18-24,4,Group,VIP,True,Pop,True
4409,Male,18,18-24,3,Group,VIP,True,Rock,False
4410,Male,19,18-24,3,Group,VIP,True,Rock,False
4411,Female,26,25-34,5,Group,1-day Pass,False,Rock,True
4412,Female,27,25-34,4,Group,3-day Pass,True,Pop,True
4413,Other,24,18-24,3,Group,1-day Pass,False,Hip-Hop,False
4414,Male,24,18-24,4,Group,VIP,True,Pop,True
4415,Female,26,25-34,3,Group,3-day Pass,True,Hip-Hop,False
4416,Male,30,25-34,4,Group,1-day Pass,False,Pop,True
4417,Male,28,25-34,4,Group,3-day Pass,True,Rock,False
4418,Male,24,18-24,4,Group,3-day Pass,True,Hip-Hop,True
4419,Female,27,25-34,5,Group,1-day Pass,False,Reggaeton,True
4420,Male,18,18-24,3,Group,3-day Pass,True,Pop,True
4421,Female,18,18-24,5,Group,3-day Pass,True,Rock,False
4422,Male,29,25-34,3,Group,3-day Pass,True,Hip-Hop,True
4423,Female,29,25-34,4,Group,VIP,True,Rock,False
4424,Female,18,18-24,4,Group,VIP,True,Electronic,True
4425,Female,32,25-34,3,Group,1-day Pass,False,Rock,True
4426,Male,29,25-34,3,Group,3-day Pass,True,Rock,False
4427,Female,24,18-24,3,Group,3-day Pass,True,Rock,True
4428,Female,23,18-24,5,Group,3-day Pass,True,Reggaeton,True
4429,Male,22,18-24,2,Couple,1-day Pass,False,Electronic,True
4430,Female,19,18-24,5,Group,1-day Pass,False,Pop,False
4431,Female,27,25-34,3,Group,3-day Pass,True,Hip-Hop,True
4432,Male,19,18-24,1,Individual,3-day Pass,True,Rock,True
4433,Female,25,25-34,3,Group,1-day Pass,False,Hip-Hop,False
4434,Male,18,18-24,2,Couple,3-day Pass,True,Rock,True
4435,Other,18,18-24,5,Group,3-day Pass,True,Rock,True
4436,Male,29,25-34,4,Group,1-day Pass,False,Reggaeton,False
4437,Female,29,25-34,1,Individual,3-day Pass,True,Pop,True
4438,Female,31,25-34,3,Group,VIP,True,Electronic,True
4439,Female,29,25-34,4,Group,1-day Pass,False,Hip-Hop,True
4440,Female,27,25-34,5,Group,VIP,True,Pop,True
4441,Other,31,25-34,1,Individual,3-day Pass,True,Rock,True
4442,Female,30,25-34,2,Couple,3-day Pass,True,Rock,False
4443,Female,26,25-34,3,Group,3-day Pass,True,Pop,False
4444,Female,28,25-34,3,Group,VIP,True,Rock,False
4445,Male,25,25-34,1,Individual,3-day Pass,True,Pop,True
4446,Male,24,18-24,1,Individual,3-day Pass,True,Hip-Hop,False
4447,Female,18,18-24,5,Group,3-day Pass,True,Rock,True
4448,Male,29,25-34,3,Group,3-day Pass,True,Pop,False
4449,Female,24,18-24,3,Group,VIP,True,Pop,False
4450,Male,24,18-24,1,Individual,1-day Pass,False,Pop,False
4451,Female,27,25-34,5,Group,3-day Pass,True,Rock,True
4452,Male,28,25-34,5,Group,3-day Pass,True,Hip-Hop,True
4453,Female,30,25-34,3,Group,VIP,True,Pop,False
4454,Female,31,25-34,4,Group,1-day Pass,False,Hip-Hop,False
4455,Male,18,18-24,4,Group,3-day Pass,True,Rock,True
4456,Male,26,25-34,3,Group,3-day Pass,True,Electronic,True
4457,Female,18,18-24,5,Group,VIP,True,Hip-Hop,True
4458,Female,19,18-24,1,Individual,1-day Pass,False,Pop,False
4459,Female,24,18-24,5,Group,3-day Pass,True,Electronic,False
4460,Male,29,25-34,2,Couple,VIP,True,Reggaeton,False
4461,Female,20,18-24,2,Couple,VIP,True,Rock,False
4462,Female,21,18-24,5,Group,3-day Pass,True,Rock,False
4463,Female,21,18-24,3,Group,VIP,True,Rock,True
4464,Male,18,18-24,4,Group,3-day Pass,True,Rock,True
4465,Female,30,25-34,4,Group,3-day Pass,True,Pop,True
4466,Male,29,25-34,4,Group,VIP,True,Hip-Hop,False
4467,Male,24,18-24,4,Group,3-day Pass,True,Hip-Hop,True
4468,Male,18,18-24,3,Group,1-day Pass,False,Rock,True
4469,Male,19,18-24,4,Group,1-day Pass,False,Reggaeton,False
4470,Female,25,25-34,5,Group,3-day Pass,True,Pop,True
4471,Male,26,25-34,4,Group,3-day Pass,True,Pop,True
4472,Female,24,18-24,4,Group,3-day Pass,True,Rock,True
4473,Female,22,18-24,4,Group,3-day Pass,True,Reggaeton,True
4474,Female,23,18-24,4,Group,3-day Pass,True,Pop,True
4475,Male,28,25-34,3,Group,3-day Pass,True,Hip-Hop,True
4476,Female,22,18-24,4,Group,3-day Pass,True,Rock,True
4477,Female,31,25-34,4,Group,3-day Pass,True,Electronic,False
4478,Male,24,18-24,4,Group,3-day Pass,True,Rock,False
4479,Female,27,25-34,4,Group,VIP,True,Hip-Hop,True
4480,Female,28,25-34,5,Group,3-day Pass,True,Hip-Hop,True
4481,Female,28,25-34,3,Group,VIP,True,Pop,False
4482,Female,24,18-24,5,Group,3-day Pass,True,Rock,True
4483,Female,27,25-34,1,Individual,VIP,True,Pop,True
4484,Male,19,18-24,5,Group,1-day Pass,False,Electronic,False
4485,Female,29,25-34,4,Group,VIP,True,Electronic,True
4486,Male,30,25-34,1,Individual,VIP,True,Reggaeton,False
4487,Female,26,25-34,5,Group,3-day Pass,True,Pop,True
4488,Male,23,18-24,5,Group,VIP,True,Hip-Hop,False
4489,Male,22,18-24,5,Group,3-day Pass,True,Reggaeton,True
4490,Female,26,25-34,3,Group,3-day Pass,True,Pop,True
4491,Male,25,25-34,4,Group,3-day Pass,True,Pop,True
4492,Other,26,25-34,3,Group,VIP,True,Rock,False
4493,Female,28,25-34,3,Group,3-day Pass,True,Rock,True
4494,Male,25,25-34,3,Group,1-day Pass,False,Electronic,True
4495,Male,18,18-24,3,Group,3-day Pass,True,Hip-Hop,False
4496,Male,27,25-34,5,Group,VIP,True,Electronic,True
4497,Female,19,18-24,1,Individual,3-day Pass,True,Pop,True
4498,Male,26,25-34,5,Group,3-day Pass,True,Rock,True
4499,Female,25,25-34,4,Group,3-day Pass,True,Electronic,True
4500,Female,24,18-24,4,Group,3-day Pass,True,Electronic,False
4501,Male,23,18-24,1,Individual,3-day Pass,True,Pop,True
4502,Female,32,25-34,3,Group,3-day Pass,True,Rock,True
4503,Male,25,25-34,1,Individual,3-day Pass,True,Rock,True
4504,Female,25,25-34,3,Group,3-day Pass,True,Reggaeton,True
4505,Female,26,25-34,2,Couple,3-day Pass,True,Hip-Hop,True
4506,Female,20,18-24,4,Group,VIP,True,Rock,False
4507,Other,20,18-24,4,Group,3-day Pass,True,Pop,True
4508,Male,22,18-24,5,Group,VIP,True,Electronic,True
4509,Other,25,25-34,2,Couple,1-day Pass,False,Pop,True
4510,Male,25,25-34,3,Group,3-day Pass,True,Reggaeton,True
4511,Male,27,25-34,2,Couple,3-day Pass,True,Rock,True
4512,Female,21,18-24,4,Group,VIP,True,Reggaeton,True
4513,Male,28,25-34,4,Group,3-day Pass,True,Rock,False
4514,Male,21,18-24,5,Group,VIP,True,Rock,True
4515,Male,24,18-24,4,Group,3-day Pass,True,Rock,True
4516,Male,18,18-24,5,Group,1-day Pass,False,Rock,True
4517,Male,27,25-34,3,Group,VIP,True,Electronic,True
4518,Male,20,18-24,3,Group,1-day Pass,False,Rock,True
4519,Female,26,25-34,2,Couple,3-day Pass,True,Reggaeton,True
4520,Male,25,25-34,5,Group,VIP,True,Rock,True
4521,Female,23,18-24,3,Group,1-day Pass,False,Hip-Hop,True
4522,Female,27,25-34,3,Group,3-day Pass,True,Reggaeton,True
4523,Female,24,18-24,1,Individual,3-day Pass,True,Rock,True
4524,Male,22,18-24,3,Group,VIP,True,Rock,True
4525,Male,23,18-24,5,Group,3-day Pass,True,Pop,True
4526,Female,27,25-34,3,Group,1-day Pass,False,Pop,True
4527,Male,23,18-24,3,Group,1-day Pass,False,Pop,True
4528,Female,24,18-24,2,Couple,VIP,True,Hip-Hop,True
4529,Female,29,25-34,3,Group,3-day Pass,True,Rock,True
4530,Female,18,18-24,1,Individual,3-day Pass,True,Rock,True
4531,Female,28,25-34,5,Group,3-day Pass,True,Rock,True
4532,Male,18,18-24,5,Group,3-day Pass,True,Rock,False
4533,Other,23,18-24,4,Group,1-day Pass,False,Pop,False
4534,Female,23,18-24,4,Group,VIP,True,Pop,True
4535,Female,29,25-34,3,Group,3-day Pass,True,Rock,False
4536,Female,32,25-34,3,Group,1-day Pass,False,Reggaeton,True
4537,Female,27,25-34,5,Group,1-day Pass,False,Electronic,True
4538,Other,29,25-34,3,Group,VIP,True,Reggaeton,True
4539,Female,19,18-24,1,Individual,1-day Pass,False,Reggaeton,True
4540,Male,24,18-24,4,Group,3-day Pass,True,Pop,True
4541,Female,31,25-34,4,Group,VIP,True,Hip-Hop,False
4542,Female,25,25-34,2,Couple,VIP,True,Rock,True
4543,Male,19,18-24,3,Group,1-day Pass,False,Pop,False
4544,Male,30,25-34,2,Couple,1-day Pass,False,Hip-Hop,True
4545,Female,27,25-34,3,Group,3-day Pass,True,Pop,False
4546,Female,24,18-24,3,Group,3-day Pass,True,Pop,True
4547,Female,28,25-34,3,Group,3-day Pass,True,Pop,False
4548,Male,18,18-24,5,Group,VIP,True,Rock,False
4549,Female,30,25-34,4,Group,3-day Pass,True,Rock,True
4550,Male,25,25-34,4,Group,VIP,True,Hip-Hop,False
4551,Female,18,18-24,3,Group,1-day Pass,False,Rock,True
4552,Female,30,25-34,3,Group,VIP,True,Hip-Hop,False
4553,Female,31,25-34,1,Individual,3-day Pass,True,Hip-Hop,False
4554,Female,21,18-24,3,Group,3-day Pass,True,Rock,False
4555,Male,23,18-24,4,Group,3-day Pass,True,Rock,False
4556,Male,20,18-24,2,Couple,3-day Pass,True,Pop,True
4557,Female,18,18-24,1,Individual,1-day Pass,False,Reggaeton,True
4558,Male,24,18-24,5,Group,1-day Pass,False,Electronic,False
4559,Female,21,18-24,5,Group,3-day Pass,True,Rock,True
4560,Female,30,25-34,3,Group,3-day Pass,True,Pop,True
4561,Other,24,18-24,4,Group,3-day Pass,True,Reggaeton,True
4562,Female,21,18-24,2,Couple,1-day Pass,False,Pop,True
4563,Male,21,18-24,3,Group,1-day Pass,False,Rock,True
4564,Female,18,18-24,5,Group,3-day Pass,True,Hip-Hop,True
4565,Male,30,25-34,5,Group,1-day Pass,False,Hip-Hop,True
4566,Male,26,25-34,4,Group,3-day Pass,True,Rock,False
4567,Female,26,25-34,4,Group,3-day Pass,True,Rock,True
4568,Female,27,25-34,3,Group,VIP,True,Electronic,False
4569,Female,27,25-34,2,Couple,3-day Pass,True,Hip-Hop,True
4570,Male,19,18-24,3,Group,3-day Pass,True,Electronic,True
4571,Male,20,18-24,4,Group,3-day Pass,True,Rock,True
4572,Female,18,18-24,3,Group,1-day Pass,False,Electronic,True
4573,Female,18,18-24,3,Group,3-day Pass,True,Reggaeton,True
4574,Female,18,18-24,2,Couple,VIP,True,Rock,False
4575,Other,18,18-24,1,Individual,3-day Pass,True,Rock,True
4576,Male,28,25-34,5,Group,3-day Pass,True,Reggaeton,True
4577,Male,18,18-24,2,Couple,3-day Pass,True,Rock,True
4578,Other,30,25-34,2,Couple,1-day Pass,False,Pop,True
4579,Female,26,25-34,3,Group,3-day Pass,True,Hip-Hop,False
4580,Male,29,25-34,3,Group,VIP,True,Rock,True
4581,Female,18,18-24,1,Individual,3-day Pass,True,Electronic,False
4582,Male,31,25-34,3,Group,3-day Pass,True,Pop,True
4583,Male,25,25-34,5,Group,3-day Pass,True,Hip-Hop,True
4584,Male,21,18-24,5,Group,3-day Pass,True,Pop,True
4585,Male,18,18-24,3,Group,3-day Pass,True,Reggaeton,False
4586,Female,27,25-34,5,Group,3-day Pass,True,Hip-Hop,False
4587,Female,20,18-24,3,Group,3-day Pass,True,Reggaeton,True
4588,Female,18,18-24,3,Group,VIP,True,Rock,True
4589,Female,24,18-24,5,Group,1-day Pass,False,Pop,False
4590,Male,29,25-34,4,Group,3-day Pass,True,Pop,True
4591,Female,26,25-34,2,Couple,1-day Pass,False,Rock,False
4592,Female,20,18-24,4,Group,VIP,True,Pop,True
4593,Female,25,25-34,3,Group,1-day Pass,False,Hip-Hop,False
4594,Male,26,25-34,5,Group,3-day Pass,True,Pop,False
4595,Female,25,25-34,2,Couple,3-day Pass,True,Rock,True
4596,Female,24,18-24,2,Couple,3-day Pass,True,Hip-Hop,False
4597,Female,18,18-24,4,Group,3-day Pass,True,Rock,True
4598,Female,27,25-34,3,Group,3-day Pass,True,Pop,False
4599,Female,28,25-34,3,Group,VIP,True,Hip-Hop,True
4600,Female,25,25-34,4,Group,3-day Pass,True,Rock,False
4601,Female,23,18-24,3,Group,VIP,True,Rock,False
4602,Female,28,25-34,4,Group,3-day Pass,True,Hip-Hop,True
4603,Female,20,18-24,3,Group,1-day Pass,False,Reggaeton,True
4604,Male,26,25-34,5,Group,1-day Pass,False,Electronic,True
4605,Male,18,18-24,2,Couple,3-day Pass,True,Electronic,False
4606,Female,26,25-34,4,Group,3-day Pass,True,Rock,True
4607,Other,26,25-34,4,Group,3-day Pass,True,Pop,False
4608,Female,28,25-34,1,Individual,3-day Pass,True,Pop,False
4609,Female,20,18-24,3,Group,3-day Pass,True,Electronic,False
4610,Male,31,25-34,2,Couple,3-day Pass,True,Hip-Hop,True
4611,Male,23,18-24,3,Group,3-day Pass,True,Hip-Hop,True
4612,Female,18,18-24,5,Group,3-day Pass,True,Rock,True
4613,Male,25,25-34,3,Group,1-day Pass,False,Hip-Hop,False
4614,Female,27,25-34,4,Group,3-day Pass,True,Electronic,False
4615,Female,25,25-34,3,Group,3-day Pass,True,Pop,True
4616,Male,18,18-24,4,Group,3-day Pass,True,Rock,True
4617,Female,30,25-34,2,Couple,3-day Pass,True,Pop,False
4618,Female,22,18-24,2,Couple,3-day Pass,True,Pop,True
4619,Female,29,25-34,2,Couple,3-day Pass,True,Rock,False
4620,Female,22,18-24,5,Group,3-day Pass,True,Rock,False
4621,Female,25,25-34,4,Group,VIP,True,Rock,True
4622,Female,26,25-34,4,Group,VIP,True,Electronic,False
4623,Female,22,18-24,5,Group,VIP,True,Rock,True
4624,Female,30,25-34,3,Group,VIP,True,Electronic,True
4625,Female,21,18-24,1,Individual,1-day Pass,False,Pop,True
4626,Other,18,18-24,3,Group,3-day Pass,True,Reggaeton,True
4627,Male,25,25-34,3,Group,3-day Pass,True,Electronic,False
4628,Female,28,25-34,3,Group,3-day Pass,True,Electronic,True
4629,Male,18,18-24,4,Group,3-day Pass,True,Electronic,True
4630,Male,21,18-24,5,Group,3-day Pass,True,Pop,True
4631,Other,18,18-24,3,Group,3-day Pass,True,Electronic,True
4632,Female,21,18-24,3,Group,3-day Pass,True,Hip-Hop,True
4633,Male,28,25-34,5,Group,3-day Pass,True,Pop,False
4634,Male,19,18-24,5,Group,3-day Pass,True,Pop,False
4635,Female,23,18-24,5,Group,3-day Pass,True,Pop,True
4636,Male,25,25-34,4,Group,3-day Pass,True,Rock,True
4637,Female,18,18-24,3,Group,3-day Pass,True,Rock,True
4638,Male,28,25-34,2,Couple,1-day Pass,False,Rock,True
4639,Male,23,18-24,4,Group,3-day Pass,True,Pop,True
4640,Female,27,25-34,5,Group,1-day Pass,False,Pop,False
4641,Male,22,18-24,3,Group,VIP,True,Hip-Hop,False
4642,Female,27,25-34,2,Couple,3-day Pass,True,Pop,True
4643,Female,25,25-34,5,Group,1-day Pass,False,Rock,True
4644,Female,28,25-34,3,Group,VIP,True,Pop,False
4645,Male,18,18-24,3,Group,VIP,True,Pop,True
4646,Female,27,25-34,3,Group,1-day Pass,False,Rock,True
4647,Male,23,18-24,4,Group,1-day Pass,False,Electronic,False
4648,Male,29,25-34,5,Group,3-day Pass,True,Hip-Hop,False
4649,Male,20,18-24,5,Group,3-day Pass,True,Hip-Hop,True
4650,Female,29,25-34,3,Group,1-day Pass,False,Rock,True
4651,Female,29,25-34,3,Group,VIP,True,Pop,True
4652,Male,28,25-34,1,Individual,3-day Pass,True,Rock,False
4653,Female,23,18-24,4,Group,3-day Pass,True,Reggaeton,False
4654,Female,28,25-34,3,Group,3-day Pass,True,Pop,True
4655,Female,24,18-24,3,Group,VIP,True,Rock,True
4656,Female,18,18-24,5,Group,VIP,True,Electronic,False
4657,Female,28,25-34,4,Group,3-day Pass,True,Reggaeton,True
4658,Female,25,25-34,5,Group,3-day Pass,True,Rock,True
4659,Female,24,18-24,3,Group,1-day Pass,False,Hip-Hop,True
4660,Male,30,25-34,5,Group,3-day Pass,True,Rock,True
4661,Male,26,25-34,5,Group,3-day Pass,True,Pop,True
4662,Male,28,25-34,1,Individual,3-day Pass,True,Rock,True
4663,Male,29,25-34,4,Group,3-day Pass,True,Rock,False
4664,Male,29,25-34,5,Group,1-day Pass,False,Pop,True
4665,Male,23,18-24,5,Group,VIP,True,Electronic,True
4666,Other,33,25-34,2,Couple,1-day Pass,False,Rock,True
4667,Female,22,18-24,3,Group,VIP,True,Pop,True
4668,Other,27,25-34,5,Group,VIP,True,Pop,True
4669,Male,18,18-24,5,Group,VIP,True,Pop,True
4670,Female,33,25-34,5,Group,VIP,True,Pop,True
4671,Female,20,18-24,5,Group,3-day Pass,True,Pop,True
4672,Female,20,18-24,3,Group,VIP,True,Rock,True
4673,Female,18,18-24,2,Couple,3-day Pass,True,Rock,False
4674,Female,25,25-34,1,Individual,3-day Pass,True,Rock,False
4675,Female,25,25-34,3,Group,3-day Pass,True,Hip-Hop,True
4676,Male,19,18-24,4,Group,VIP,True,Hip-Hop,True
4677,Male,19,18-24,5,Group,1-day Pass,False,Rock,True
4678,Female,26,25-34,2,Couple,3-day Pass,True,Pop,True
4679,Male,25,25-34,3,Group,3-day Pass,True,Pop,True
4680,Female,28,25-34,5,Group,3-day Pass,True,Rock,True
4681,Female,26,25-34,5,Group,3-day Pass,True,Reggaeton,True
4682,Female,21,18-24,5,Group,3-day Pass,True,Rock,False
4683,Male,24,18-24,4,Group,3-day Pass,True,Electronic,True
4684,Male,29,25-34,4,Group,3-day Pass,True,Rock,False
4685,Female,18,18-24,3,Group,3-day Pass,True,Rock,True
4686,Female,18,18-24,4,Group,3-day Pass,True,Rock,False
4687,Male,20,18-24,1,Individual,3-day Pass,True,Rock,True
4688,Male,27,25-34,3,Group,3-day Pass,True,Reggaeton,False
4689,Female,18,18-24,1,Individual,VIP,True,Rock,False
4690,Female,21,18-24,4,Group,3-day Pass,True,Reggaeton,True
4691,Female,25,25-34,3,Group,3-day Pass,True,Hip-Hop,True
4692,Male,28,25-34,2,Couple,3-day Pass,True,Rock,True
4693,Female,30,25-34,4,Group,3-day Pass,True,Reggaeton,True
4694,Female,25,25-34,1,Individual,3-day Pass,True,Pop,False
4695,Male,18,18-24,5,Group,3-day Pass,True,Rock,False
4696,Female,22,18-24,1,Individual,1-day Pass,False,Electronic,True
4697,Female,21,18-24,1,Individual,1-day Pass,False,Hip-Hop,True
4698,Female,23,18-24,1,Individual,3-day Pass,True,Pop,False
4699,Female,21,18-24,4,Group,3-day Pass,True,Pop,True
4700,Female,29,25-34,5,Group,3-day Pass,True,Rock,True
4701,Female,26,25-34,3,Group,3-day Pass,True,Pop,False
4702,Female,23,18-24,5,Group,1-day Pass,False,Rock,True
4703,Female,26,25-34,5,Group,3-day Pass,True,Rock,True
4704,Female,27,25-34,3,Group,3-day Pass,True,Rock,True
4705,Female,24,18-24,2,Couple,VIP,True,Rock,False
4706,Female,20,18-24,2,Couple,1-day Pass,False,Rock,True
4707,Male,18,18-24,1,Individual,VIP,True,Rock,True
4708,Other,31,25-34,3,Group,3-day Pass,True,Pop,True
4709,Male,27,25-34,2,Couple,3-day Pass,True,Pop,True
4710,Other,30,25-34,3,Group,3-day Pass,True,Pop,True
4711,Male,31,25-34,1,Individual,1-day Pass,False,Reggaeton,False
4712,Male,30,25-34,3,Group,3-day Pass,True,Hip-Hop,False
4713,Female,29,25-34,2,Couple,3-day Pass,True,Rock,False
4714,Female,20,18-24,4,Group,3-day Pass,True,Rock,True
4715,Male,21,18-24,1,Individual,1-day Pass,False,Rock,True
4716,Female,27,25-34,5,Group,1-day Pass,False,Pop,True
4717,Male,27,25-34,3,Group,3-day Pass,True,Rock,False
4718,Female,27,25-34,4,Group,1-day Pass,False,Rock,True
4719,Male,27,25-34,5,Group,3-day Pass,True,Rock,True
4720,Male,24,18-24,5,Group,3-day Pass,True,Reggaeton,True
4721,Female,24,18-24,2,Couple,3-day Pass,True,Electronic,False
4722,Other,20,18-24,2,Couple,VIP,True,Rock,True
4723,Female,30,25-34,3,Group,3-day Pass,True,Pop,True
4724,Female,22,18-24,3,Group,3-day Pass,True,Hip-Hop,False
4725,Female,18,18-24,2,Couple,VIP,True,Pop,True
4726,Male,23,18-24,5,Group,3-day Pass,True,Pop,True
4727,Male,18,18-24,3,Group,3-day Pass,True,Pop,True
4728,Male,26,25-34,4,Group,VIP,True,Electronic,True
4729,Male,18,18-24,2,Couple,3-day Pass,True,Rock,True
4730,Male,19,18-24,5,Group,3-day Pass,True,Pop,True
4731,Female,18,18-24,3,Group,3-day Pass,True,Electronic,False
4732,Female,23,18-24,1,Individual,3-day Pass,True,Rock,True
4733,Female,25,25-34,1,Individual,3-day Pass,True,Hip-Hop,True
4734,Male,26,25-34,3,Group,1-day Pass,False,Pop,False
4735,Male,25,25-34,3,Group,3-day Pass,True,Hip-Hop,False
4736,Male,27,25-34,4,Group,3-day Pass,True,Electronic,True
4737,Female,26,25-34,2,Couple,1-day Pass,False,Pop,True
4738,Female,19,18-24,1,Individual,VIP,True,Reggaeton,False
4739,Male,18,18-24,2,Couple,3-day Pass,True,Hip-Hop,True
4740,Male,29,25-34,1,Individual,1-day Pass,False,Hip-Hop,False
4741,Female,30,25-34,4,Group,3-day Pass,True,Hip-Hop,False
4742,Female,23,18-24,4,Group,3-day Pass,True,Rock,True
4743,Male,23,18-24,2,Couple,3-day Pass,True,Electronic,True
4744,Female,18,18-24,4,Group,VIP,True,Reggaeton,False
4745,Female,28,25-34,1,Individual,1-day Pass,False,Rock,False
4746,Male,28,25-34,2,Couple,1-day Pass,False,Rock,True
4747,Female,18,18-24,4,Group,3-day Pass,True,Rock,True
4748,Female,26,25-34,5,Group,3-day Pass,True,Pop,False
4749,Female,19,18-24,4,Group,3-day Pass,True,Hip-Hop,False
4750,Male,18,18-24,1,Individual,3-day Pass,True,Pop,True
4751,Female,27,25-34,2,Couple,3-day Pass,True,Rock,False
4752,Female,18,18-24,3,Group,1-day Pass,False,Hip-Hop,True
4753,Female,26,25-34,2,Couple,3-day Pass,True,Reggaeton,False
4754,Female,32,25-34,3,Group,3-day Pass,True,Hip-Hop,True
4755,Male,22,18-24,5,Group,VIP,True,Rock,True
4756,Female,27,25-34,3,Group,VIP,True,Pop,False
4757,Female,27,25-34,3,Group,3-day Pass,True,Rock,False
4758,Female,18,18-24,4,Group,1-day Pass,False,Hip-Hop,True
4759,Male,24,18-24,4,Group,1-day Pass,False,Hip-Hop,False
4760,Female,29,25-34,4,Group,3-day Pass,True,Hip-Hop,True
4761,Female,18,18-24,4,Group,1-day Pass,False,Hip-Hop,True
4762,Female,30,25-34,1,Individual,1-day Pass,False,Pop,True
4763,Male,27,25-34,2,Couple,3-day Pass,True,Rock,False
4764,Male,21,18-24,3,Group,3-day Pass,True,Rock,True
4765,Male,25,25-34,4,Group,3-day Pass,True,Pop,True
4766,Other,25,25-34,5,Group,3-day Pass,True,Rock,False
4767,Female,20,18-24,3,Group,3-day Pass,True,Pop,False
4768,Male,20,18-24,4,Group,3-day Pass,True,Rock,False
4769,Other,25,25-34,2,Couple,VIP,True,Rock,True
4770,Female,18,18-24,4,Group,1-day Pass,False,Rock,False
4771,Female,26,25-34,3,Group,VIP,True,Pop,False
4772,Female,33,25-34,4,Group,3-day Pass,True,Pop,False
4773,Male,28,25-34,4,Group,3-day Pass,True,Rock,False
4774,Female,27,25-34,2,Couple,3-day Pass,True,Rock,True
4775,Female,18,18-24,3,Group,3-day Pass,True,Hip-Hop,True
4776,Female,27,25-34,3,Group,3-day Pass,True,Reggaeton,False
4777,Male,18,18-24,2,Couple,VIP,True,Rock,True
4778,Female,25,25-34,2,Couple,3-day Pass,True,Hip-Hop,False
4779,Male,32,25-34,4,Group,3-day Pass,True,Rock,True
4780,Male,28,25-34,5,Group,3-day Pass,True,Hip-Hop,False
4781,Other,30,25-34,2,Couple,3-day Pass,True,Pop,True
4782,Female,19,18-24,4,Group,3-day Pass,True,Hip-Hop,True
4783,Female,22,18-24,1,Individual,1-day Pass,False,Rock,False
4784,Male,27,25-34,3,Group,3-day Pass,True,Rock,True
4785,Female,20,18-24,5,Group,3-day Pass,True,Reggaeton,True
4786,Female,27,25-34,1,Individual,3-day Pass,True,Rock,False
4787,Female,18,18-24,2,Couple,VIP,True,Electronic,False
4788,Female,18,18-24,5,Group,VIP,True,Pop,True
4789,Female,25,25-34,4,Group,3-day Pass,True,Rock,False
4790,Female,20,18-24,3,Group,3-day Pass,True,Rock,False
4791,Female,25,25-34,3,Group,VIP,True,Pop,True
4792,Female,31,25-34,2,Couple,VIP,True,Pop,False
4793,Female,21,18-24,5,Group,VIP,True,Hip-Hop,True
4794,Male,19,18-24,5,Group,VIP,True,Rock,True
4795,Other,24,18-24,5,Group,3-day Pass,True,Reggaeton,True
4796,Male,25,25-34,2,Couple,3-day Pass,True,Pop,True
4797,Male,30,25-34,3,Group,1-day Pass,False,Pop,True
4798,Male,27,25-34,3,Group,3-day Pass,True,Rock,True
4799,Female,22,18-24,4,Group,VIP,True,Pop,True
4800,Male,24,18-24,5,Group,VIP,True,Rock,True
4801,Female,19,18-24,3,Group,VIP,True,Hip-Hop,False
4802,Female,25,25-34,4,Group,3-day Pass,True,Electronic,True
4803,Male,30,25-34,3,Group,VIP,True,Electronic,True
4804,Male,24,18-24,3,Group,3-day Pass,True,Hip-Hop,True
4805,Female,25,25-34,1,Individual,3-day Pass,True,Electronic,True
4806,Male,28,25-34,3,Group,VIP,True,Rock,True
4807,Male,23,18-24,5,Group,3-day Pass,True,Hip-Hop,True
4808,Male,25,25-34,3,Group,3-day Pass,True,Pop,True
4809,Female,18,18-24,5,Group,VIP,True,Reggaeton,False
4810,Male,24,18-24,2,Couple,3-day Pass,True,Hip-Hop,False
4811,Male,26,25-34,4,Group,3-day Pass,True,Reggaeton,False
4812,Male,27,25-34,3,Group,3-day Pass,True,Pop,True
4813,Female,30,25-34,3,Group,VIP,True,Rock,False
4814,Female,29,25-34,5,Group,1-day Pass,False,Electronic,True
4815,Female,30,25-34,2,Couple,3-day Pass,True,Rock,True
4816,Female,29,25-34,5,Group,1-day Pass,False,Rock,True
4817,Male,30,25-34,4,Group,VIP,True,Hip-Hop,True
4818,Female,27,25-34,5,Group,VIP,True,Electronic,False
4819,Male,26,25-34,4,Group,3-day Pass,True,Pop,False
