ticket_id,payment_method,food_expense,drink_expense,merch_expense,total_spent
4618,Cash,30.05,38.34,22.86,91.25
4619,Card,46.6,59.49,107.82,213.91
4620,Cash,42.07,32.46,69.36,143.89
4621,Cash,30.17,31.49,57.49,119.15
4622,Cash,40.4,55.87,95.63,191.9
4623,Card,79.57,131.01,166.66,377.24
4624,Card,21.64,26.82,66.71,115.17
4625,Card,42.27,43.93,96.73,182.93
4626,Card,31.1,36.92,66.11,134.13
4627,Card,30.91,4.03,58.81,93.75
4628,Card,52.49,57.44,149.56,259.49
4629,Card,47.22,27.5,83.81,158.53
4630,Cash,81.4,6.99,43.84,132.23
4631,Cash,62.53,60.29,77.52,200.34
4632,Card,9.47,46.71,23.92,80.1
4633,Card,8.87,19.37,14.78,43.02
4634,Card,19.86,3.51,74.12,97.49
4635,Card,10.14,22.62,45.22,77.98
4636,Card,59.52,49.52,178.41,287.45
4637,Card,6.06,14.91,79.35,100.32
4638,Card,5.18,51.87,26.97,84.02
4639,Card,77.51,35.06,157.86,270.43
4640,Card,63.32,90.27,31.59,185.18
4641,Cash,34.69,36.28,4.39,75.36
4642,Cash,9.67,40.28,93.97,143.92
4643,Card,58.36,46.94,94.61,199.91
4644,Cash,13.63,58.7,47.25,119.58
4645,Cash,70.33,29.76,103.18,203.27
4646,Card,39.83,57.81,78.92,176.56
4647,Card,47.93,10.36,31.55,89.84
4648,Card,46.38,9.98,44.04,100.4
4649,Card,36.6,24.58,61.55,122.73
4650,Cash,9.3,31.46,87.51,128.27
4651,Card,46.85,19.69,79.44,145.98
4652,Card,42.17,0.4,73.81,116.38
4653,Card,21.06,73.82,65.78,160.66
4654,Card,35.56,15.16,98.22,148.94
4655,Card,42.6,15.76,61.7,120.06
4656,Cash,21.99,13.9,30.73,66.62
4657,Card,39.56,41.04,61.14,141.74
4658,Card,17.55,64.56,178.63,260.74
4659,Card,37.33,33.67,13.27,84.27
4660,Festival App,38.89,17.0,80.04,135.93
4661,Festival App,29.28,5.16,6.19,40.63
4662,Card,32.69,57.79,70.86,161.34
4663,Card,13.21,21.54,65.98,100.73
4664,Card,46.43,2.95,42.37,91.75
4665,Card,8.06,12.55,82.58,103.19
4666,Cash,12.69,21.22,47.3,81.21
4667,Card,45.74,6.92,42.66,95.32
4668,Card,13.21,60.67,128.09,201.97
4669,Cash,30.68,48.66,18.95,98.29
4670,Card,73.3,88.55,113.54,275.39
4671,Cash,95.81,64.54,167.27,327.62
4672,Festival App,59.57,73.51,170.19,303.27
4673,Festival App,57.92,34.77,59.17,151.86
4674,Cash,49.57,15.66,49.81,115.04
4675,Card,8.22,52.62,7.2,68.04
4676,Cash,73.25,82.2,43.16,198.61
4677,Cash,75.44,131.4,127.03,333.87
4678,Card,37.04,37.96,35.35,110.35
4679,Card,17.93,18.19,50.48,86.6
4680,Card,45.98,26.11,62.57,134.66
4681,Cash,57.84,68.92,50.72,177.48
4682,Card,19.26,14.88,78.73,112.87
4683,Cash,22.19,17.39,21.84,61.42
4684,Cash,44.16,4.12,66.25,114.53
4685,Card,69.78,24.26,140.79,234.83
4686,Card,26.38,8.84,38.21,73.43
4687,Card,108.14,84.03,156.06,348.23
4688,Cash,2.7,18.73,65.53,86.96
4689,Card,18.66,24.28,75.28,118.22
4690,Card,46.61,30.29,70.24,147.14
4691,Card,53.11,96.1,75.05,224.26
4692,Card,38.08,73.77,86.36,198.21
4693,Card,26.94,23.82,51.85,102.61
4694,Cash,9.67,28.4,10.1,48.17
4695,Cash,11.03,11.29,68.92,91.24
4696,Card,42.58,6.28,58.07,106.93
4697,Card,10.78,43.81,4.81,59.4
4698,Cash,80.06,69.17,134.87,284.1
4699,Cash,4.01,51.09,126.82,181.92
4700,Card,13.19,14.82,87.31,115.32
4701,Card,27.14,9.79,53.97,90.9
4702,Cash,11.64,11.17,99.56,122.37
4703,Card,29.73,42.32,138.8,210.85
4704,Card,28.21,40.42,84.41,153.04
4705,Card,65.96,46.33,123.94,236.23
4706,Card,28.66,80.04,51.2,159.9
4707,Card,62.8,29.62,75.54,167.96
4708,Card,44.98,57.35,46.39,148.72
4709,Card,53.48,21.14,40.87,115.49
4710,Card,48.43,26.8,31.07,106.3
4711,Card,40.1,79.87,189.36,309.33
4712,Cash,50.21,92.66,217.13,360.0
4713,Festival App,47.93,14.46,79.59,141.98
4714,Cash,6.77,22.35,98.37,127.49
4715,Festival App,13.65,39.31,27.17,80.13
4716,Card,14.84,53.42,22.51,90.77
4717,Card,88.27,143.83,187.98,420.08
4718,Card,72.89,98.52,111.85,283.26
4719,Card,30.91,31.53,88.52,150.96
4720,Card,19.08,88.06,122.93,230.07
4721,Cash,1.25,54.03,99.8,155.08
4722,Cash,30.68,26.72,79.67,137.07
4723,Card,4.23,57.39,4.05,65.67
4724,Card,81.21,106.87,107.85,295.93
4725,Card,26.41,29.59,31.83,87.83
4726,Card,39.53,36.78,5.74,82.05
4727,Card,20.98,10.35,84.88,116.21
4728,Card,16.82,39.47,0.32,56.61
4729,Card,43.81,55.6,6.41,105.82
4730,Festival App,19.53,11.13,57.3,87.96
4731,Card,1.52,47.28,13.97,62.77
4732,Cash,49.85,47.05,58.32,155.22
4733,Card,14.16,51.56,98.96,164.68
4734,Cash,74.57,99.6,186.03,360.2
4735,Card,85.04,83.35,122.13,290.52
4736,Card,12.24,19.06,139.58,170.88
4737,Card,35.83,104.57,171.59,311.99
4738,Cash,16.51,49.42,74.8,140.73
4739,Cash,7.04,55.38,7.07,69.49
4740,Card,40.56,105.66,145.65,291.87
4741,Card,14.03,8.51,67.01,89.55
4742,Card,39.96,17.26,37.72,94.94
4743,Card,41.77,46.53,22.07,110.37
4744,Cash,92.98,88.42,222.41,403.81
4745,Card,32.22,9.84,55.28,97.34
4746,Cash,1.97,4.44,8.38,14.79
4747,Card,36.82,35.71,158.68,231.21
4748,Cash,5.26,13.16,36.6,55.02
4749,Cash,52.9,90.21,105.36,248.47
4750,Card,10.46,57.99,76.15,144.6
4751,Card,54.44,40.7,86.32,181.46
4752,Card,23.04,9.47,76.14,108.65
4753,Card,19.93,53.38,4.65,77.96
4754,Card,39.31,37.2,23.37,99.88
4755,Festival App,0.42,53.41,32.16,85.99
4756,Cash,104.54,109.29,177.93,391.76
4757,Card,62.32,31.79,103.44,197.55
4758,Card,76.13,77.03,110.46,263.62
4759,Cash,8.45,36.81,90.57,135.83
4760,Cash,61.63,113.21,111.43,286.27
4761,Card,7.89,3.5,96.61,108.0
4762,Card,38.47,28.92,35.23,102.62
4763,Card,13.96,3.41,91.45,108.82
4764,Card,31.06,40.89,22.39,94.34
4765,Cash,10.55,24.58,63.12,98.25
4766,Card,2.76,51.97,34.62,89.35
4767,Card,78.83,16.39,94.79,190.01
4768,Card,9.0,51.11,83.9,144.01
4769,Cash,30.64,32.07,62.96,125.67
4770,Card,36.56,16.8,25.17,78.53
4771,Card,43.1,6.32,47.74,97.16
4772,Card,79.61,36.5,107.44,223.55
4773,Card,20.61,29.79,13.82,64.22
4774,Card,28.18,22.75,32.73,83.66
4775,Card,43.14,27.27,90.98,161.39
4776,Card,26.93,14.41,23.25,64.59
4777,Card,11.07,32.64,29.42,73.13
4778,Card,43.69,37.88,32.93,114.5
4779,Card,25.18,53.35,83.83,162.36
4780,Cash,45.94,66.61,76.55,189.1
4781,Card,16.67,41.69,30.55,88.91
4782,Card,22.5,20.9,44.84,88.24
4783,Card,68.86,68.63,115.37,252.86
4784,Cash,50.02,31.89,191.29,273.2
4785,Card,15.8,32.6,27.47,75.87
4786,Cash,22.26,86.25,86.49,195.0
4787,Cash,38.21,18.33,67.06,123.6
4788,Cash,13.89,8.99,65.55,88.43
4789,Card,48.05,17.1,65.29,130.44
4790,Cash,3.29,54.21,98.33,155.83
4791,Cash,60.82,25.25,92.24,178.31
4792,Card,44.55,130.76,74.15,249.46
4793,Festival App,20.63,11.29,60.07,91.99
4794,Card,50.4,82.22,113.78,246.4
4795,Card,49.62,4.33,74.07,128.02
4796,Card,60.44,103.05,80.23,243.72
4797,Card,69.58,20.21,68.15,157.94
4798,Card,49.76,9.85,44.86,104.47
4799,Card,37.44,51.66,185.06,274.16
4800,Card,11.46,21.24,25.82,58.52
4801,Card,3.53,44.75,31.35,79.63
4802,Card,21.75,47.62,68.5,137.87
4803,Card,43.96,57.3,115.45,216.71
4804,Cash,35.47,13.41,5.14,54.02
4805,Card,39.75,51.25,38.74,129.74
4806,Card,12.74,38.48,22.53,73.75
4807,Card,49.21,46.86,50.11,146.18
4808,Card,7.43,41.03,14.07,62.53
4809,Card,41.67,54.81,1.34,97.82
4810,Card,28.59,29.2,40.62,98.41
4811,Cash,44.05,40.34,47.88,132.27
4812,Card,26.37,20.83,77.98,125.18
4813,Card,9.26,54.91,17.42,81.59
4814,Card,17.32,15.68,69.93,102.93
4815,Card,84.47,93.07,192.03,369.57
4816,Cash,71.02,21.95,131.4,224.37
4817,Card,56.77,49.14,13.67,119.58
4818,Card,51.3,67.09,83.19,201.58
4819,Festival App,46.64,80.65,84.89,212.18
4820,Cash,73.0,138.37,135.58,346.95
4821,Cash,44.22,1.61,1.18,47.01
4822,Cash,32.77,51.75,86.87,171.39
4823,Cash,15.14,56.03,37.27,108.44
4824,Cash,23.75,51.51,40.92,116.18
4825,Card,60.8,88.32,19.38,168.5
4826,Card,65.94,43.61,64.97,174.52
4827,Cash,34.68,25.05,33.0,92.73
4828,Card,42.5,20.99,118.94,182.43
4829,Festival App,46.51,49.67,3.41,99.59
4830,Cash,6.75,41.21,12.23,60.19
4831,Card,52.49,62.49,83.51,198.49
4832,Card,38.78,57.32,64.77,160.87
4833,Card,30.74,23.05,8.83,62.62
4834,Card,86.38,150.18,173.26,409.82
4835,Festival App,50.17,46.76,153.34,250.27
4836,Card,22.39,41.37,32.48,96.24
4837,Card,43.21,55.29,1.05,99.55
4838,Cash,38.82,32.68,0.24,71.74
4839,Card,15.58,21.88,57.66,95.12
4840,Cash,2.22,38.4,43.87,84.49
4841,Card,33.28,18.33,35.17,86.78
4842,Card,74.8,75.29,119.9,269.99
4843,Card,44.24,26.44,54.47,125.15
4844,Cash,19.86,53.19,30.91,103.96
4845,Cash,46.23,37.08,11.5,94.81
4846,Cash,50.12,25.84,144.98,220.94
4847,Card,46.11,39.07,21.5,106.68
4848,Cash,5.16,45.61,4.78,55.55
4849,Cash,24.74,49.74,127.65,202.13
4850,Card,18.96,12.77,50.75,82.48
4851,Cash,54.85,70.17,68.06,193.08
4852,Card,42.81,36.55,40.18,119.54
4853,Cash,11.86,46.78,12.66,71.3
4854,Card,35.13,83.09,40.15,158.37
4855,Card,6.26,50.13,45.64,102.03
4856,Card,42.88,105.63,184.85,333.36
4857,Card,32.33,18.71,61.63,112.67
4858,Cash,21.34,35.71,101.51,158.56
4859,Cash,20.66,50.79,46.3,117.75
4860,Card,24.94,49.93,98.81,173.68
4861,Festival App,1.41,59.2,33.74,94.35
4862,Card,19.37,59.79,19.03,98.19
4863,Cash,68.49,83.31,188.76,340.56
4864,Cash,21.42,34.74,32.87,89.03
4865,Cash,13.33,50.87,83.54,147.74
4866,Card,34.05,53.3,158.77,246.12
4867,Cash,55.02,50.14,82.43,187.59
4868,Card,30.26,93.67,89.76,213.69
4869,Card,104.0,100.62,134.48,339.1
4870,Card,43.84,24.64,70.9,139.38
4871,Cash,17.79,39.67,31.87,89.33
4872,Card,7.21,32.07,88.93,128.21
4873,Card,47.8,14.7,46.95,109.45
4874,Card,26.66,22.11,87.17,135.94
4875,Card,12.04,4.06,5.8,21.9
4876,Card,45.26,20.27,70.29,135.82
4877,Card,20.66,55.38,77.02,153.06
4878,Card,19.31,18.37,21.7,59.38
4879,Card,4.04,53.33,50.93,108.3
4880,Card,41.58,8.91,28.6,79.09
4881,Cash,85.67,39.28,191.54,316.49
4882,Card,25.27,36.83,89.25,151.35
4883,Card,35.0,40.84,26.88,102.72
4884,Cash,14.34,17.74,1.08,33.16
4885,Cash,28.51,3.51,70.14,102.16
4886,Cash,43.98,49.71,45.64,139.33
4887,Card,60.35,82.53,115.65,258.53
4888,Card,33.05,49.23,180.02,262.3
4889,Card,2.75,15.94,92.28,110.97
4890,Festival App,55.85,87.9,103.66,247.41
4891,Card,48.41,24.89,68.23,141.53
4892,Card,46.8,41.05,6.92,94.77
4893,Cash,26.6,30.45,8.99,66.04
4894,Card,75.93,51.13,68.78,195.84
4895,Cash,65.68,118.65,201.92,386.25
4896,Card,45.55,3.98,46.42,95.95
4897,Cash,36.37,55.17,49.37,140.91
4898,Cash,61.28,59.45,121.27,242.0
4899,Festival App,8.12,5.6,57.19,70.91
4900,Card,44.13,31.9,56.15,132.18
4901,Card,38.68,0.49,51.76,90.93
4902,Card,40.54,42.19,107.31,190.04
4903,Card,9.37,37.69,27.9,74.96
4904,Cash,16.88,49.37,68.82,135.07
4905,Card,96.27,77.34,127.16,300.77
4906,Card,70.74,44.39,21.89,137.02
4907,Cash,22.97,67.93,157.25,248.15
4908,Card,63.79,60.56,131.91,256.26
4909,Card,10.9,50.29,81.1,142.29
4910,Card,20.43,42.34,35.97,98.74
4911,Cash,13.74,5.32,6.8,25.86
4912,Festival App,44.09,32.73,49.02,125.84
4913,Card,81.74,113.48,144.77,339.99
4914,Festival App,6.62,10.72,88.26,105.6
4915,Festival App,6.43,27.33,30.67,64.43
4916,Festival App,8.69,46.78,18.34,73.81
4917,Cash,26.24,49.56,87.15,162.95
4918,Card,4.39,0.53,45.25,50.17
4919,Card,83.53,9.1,91.6,184.23
4920,Card,33.22,35.94,41.0,110.16
4921,Card,35.54,28.14,91.38,155.06
4922,Card,10.63,50.14,74.44,135.21
4923,Card,5.49,42.22,72.73,120.44
4924,Card,17.19,33.54,68.85,119.58
4925,Card,48.8,41.8,99.65,190.25
4926,Cash,23.92,18.68,44.48,87.08
4927,Card,32.73,34.76,7.69,75.18
4928,Card,65.35,83.75,116.96,266.06
4929,Card,16.97,59.22,49.34,125.53
4930,Card,24.63,19.3,83.55,127.48
4931,Card,80.96,96.48,100.6,278.04
4932,Cash,65.23,111.81,146.88,323.92
4933,Card,47.61,57.52,64.05,169.18
4934,Cash,30.13,88.34,140.46,258.93
4935,Cash,27.97,26.26,79.22,133.45
4936,Card,76.71,90.14,75.24,242.09
4937,Card,85.57,57.69,31.5,174.76
4938,Card,42.29,51.69,156.99,250.97
4939,Card,44.38,41.27,93.82,179.47
4940,Card,40.57,66.9,121.55,229.02
4941,Card,0.97,6.49,21.11,28.57
4942,Card,13.3,18.08,45.69,77.07
4943,Card,11.94,47.12,27.14,86.2
4944,Cash,65.75,57.84,127.37,250.96
4945,Cash,37.11,62.67,171.91,271.69
4946,Card,24.06,74.89,114.92,213.87
4947,Card,0.42,53.29,28.3,82.01
4948,Cash,6.26,33.83,93.74,133.83
4949,Cash,28.5,36.82,95.08,160.4
4950,Cash,50.35,69.47,68.79,188.61
4951,Cash,121.82,65.72,81.31,268.85
4952,Card,26.9,25.48,68.97,121.35
4953,Card,43.78,51.43,95.43,190.64
4954,Cash,52.51,53.31,119.53,225.35
4955,Card,64.67,78.37,125.53,268.57
4956,Cash,33.0,54.61,95.32,182.93
4957,Card,14.01,54.35,93.33,161.69
4958,Card,45.43,43.16,74.18,162.77
4959,Cash,34.21,10.0,90.8,135.01
4960,Festival App,42.67,53.62,44.61,140.9
4961,Cash,65.99,59.25,93.68,218.92
4962,Cash,11.01,49.22,68.11,128.34
4963,Cash,30.36,17.47,95.75,143.58
4964,Card,50.05,63.45,133.64,247.14
4965,Card,0.46,45.71,45.7,91.87
4966,Card,10.28,23.92,99.5,133.7
4967,Card,49.02,4.84,18.3,72.16
4968,Card,47.99,22.8,63.89,134.68
4969,Festival App,31.68,58.88,82.88,173.44
4970,Card,23.83,67.55,59.63,151.01
4971,Card,25.68,30.53,25.64,81.85
4972,Card,49.74,25.76,12.58,88.08
4973,Festival App,46.01,110.84,173.34,330.19
4974,Card,55.67,65.81,86.17,207.65
4975,Card,7.63,15.82,98.54,121.99
4976,Cash,40.93,105.29,94.58,240.8
4977,Cash,11.9,9.89,144.62,166.41
4978,Festival App,1.05,46.52,36.31,83.88
4979,Card,9.71,9.22,56.48,75.41
4980,Card,47.64,53.97,35.12,136.73
4981,Card,27.35,53.49,81.03,161.87
4982,Cash,48.79,79.06,101.1,228.95
4983,Card,39.24,4.56,11.28,55.08
4984,Card,43.3,6.76,70.53,120.59
4985,Cash,3.36,23.82,99.23,126.41
4986,Card,67.38,19.2,68.41,154.99
4987,Card,19.62,34.79,66.78,121.19
4988,Card,18.38,59.4,55.09,132.87
4989,Card,3.22,26.59,65.53,95.34
4990,Cash,76.0,109.11,117.85,302.96
4991,Card,17.15,29.24,94.32,140.71
4992,Card,27.97,3.54,48.98,80.49
4993,Card,22.12,44.95,29.28,96.35
4994,Card,0.98,32.73,98.8,132.51
4995,Card,35.39,53.29,29.41,118.09
4996,Card,61.47,48.9,174.51,284.88
4997,Card,11.28,23.71,48.09,83.08
4998,Card,4.99,17.18,88.81,110.98
4999,Card,54.65,63.79,130.27,248.71
5000,Cash,29.76,24.49,38.49,92.74
5001,Card,37.7,103.98,95.47,237.15
5002,Card,32.61,17.24,17.37,67.22
5003,Card,36.23,39.98,80.93,157.14
5004,Card,71.12,52.1,53.41,176.63
5005,Card,32.76,17.69,59.43,109.88
5006,Cash,38.25,11.75,41.3,91.3
5007,Cash,36.8,9.95,48.95,95.7
5008,Card,33.24,51.37,45.19,129.8
5009,Card,24.28,0.66,31.35,56.29
5010,Cash,91.44,87.25,44.79,223.48
5011,Cash,14.14,44.62,75.97,134.73
5012,Card,19.93,29.37,7.62,56.92
5013,Cash,37.05,26.92,92.34,156.31
5014,Cash,14.85,18.59,162.63,196.07
5015,Cash,49.33,41.67,156.07,247.07
5016,Card,13.32,50.13,37.7,101.15
5017,Card,66.71,96.01,131.84,294.56
5018,Card,15.29,49.44,49.67,114.4
5019,Cash,1.32,36.34,50.38,88.04
5020,Card,37.99,49.59,92.89,180.47
5021,Card,12.59,1.05,28.42,42.06
5022,Card,24.53,28.77,54.88,108.18
5023,Card,12.93,48.04,86.51,147.48
5024,Card,8.83,2.05,4.24,15.12
5025,Card,42.65,57.35,97.98,197.98
5026,Card,1.69,36.76,5.49,43.94
5027,Card,46.92,46.34,52.46,145.72
5028,Card,48.35,19.76,99.64,167.75
5029,Cash,0.94,56.06,46.64,103.64
5030,Cash,26.64,15.61,63.0,105.25
5031,Card,48.63,26.32,187.37,262.32
5032,Card,82.2,58.91,141.51,282.62
5033,Card,77.05,109.55,249.51,436.11
5034,Card,21.75,47.45,86.66,155.86
5035,Card,14.84,25.57,48.22,88.63
5036,Cash,38.13,6.39,36.68,81.2
5037,Cash,5.45,37.02,48.46,90.93
5038,Card,48.17,20.72,54.54,123.43
5039,Card,49.35,39.38,83.77,172.5
5040,Cash,4.11,28.98,94.66,127.75
5041,Cash,44.91,7.18,43.83,95.92
5042,Cash,13.15,37.2,2.61,52.96
5043,Cash,45.99,15.45,59.45,120.89
5044,Festival App,49.89,11.41,98.06,159.36
5045,Card,119.49,134.95,95.2,349.64
5046,Cash,29.9,51.4,23.05,104.35
5047,Cash,15.16,0.21,22.95,38.32
5048,Card,45.31,71.52,134.66,251.49
5049,Card,44.87,15.21,1.05,61.13
5050,Cash,38.75,54.62,26.71,120.08
5051,Card,24.16,68.21,127.12,219.49
5052,Cash,77.17,85.55,240.59,403.31
5053,Cash,42.61,95.96,90.34,228.91
5054,Card,42.35,51.12,84.08,177.55
5055,Cash,20.88,38.16,27.43,86.47
5056,Card,39.14,41.58,72.53,153.25
5057,Cash,6.95,7.7,17.2,31.85
5058,Card,54.87,38.53,119.37,212.77
5059,Cash,10.85,47.32,62.62,120.79
5060,Card,40.12,12.98,12.45,65.55
5061,Cash,27.07,2.85,79.39,109.31
5062,Card,25.01,13.17,26.47,64.65
5063,Card,22.08,48.01,45.8,115.89
5064,Card,53.86,63.73,76.18,193.77
5065,Card,52.36,34.4,116.81,203.57
5066,Cash,67.95,61.47,133.39,262.81
5067,Card,24.22,46.24,98.31,168.77
5068,Cash,18.76,51.66,52.39,122.81
5069,Card,14.0,87.65,91.95,193.6
5070,Cash,43.99,98.57,173.99,316.55
5071,Card,23.44,62.87,147.9,234.21
5072,Card,47.33,71.23,57.45,176.01
5073,Card,26.47,3.82,59.37,89.66
5074,Card,17.32,51.18,26.27,94.77
5075,Festival App,28.16,108.52,140.39,277.07
5076,Cash,42.4,106.77,202.19,351.36
5077,Card,16.23,9.77,56.72,82.72
5078,Card,3.35,34.34,93.1,130.79
5079,Card,46.39,39.2,5.05,90.64
5080,Card,73.3,73.71,79.21,226.22
5081,Card,25.72,33.66,70.14,129.52
5082,Card,52.42,59.09,146.84,258.35
5083,Cash,8.17,38.65,31.01,77.83
5084,Card,48.04,41.96,24.05,114.05
5085,Card,44.73,39.47,15.74,99.94
5086,Cash,0.97,56.27,73.84,131.08
5087,Cash,17.73,57.74,90.99,166.46
5088,Card,1.44,13.55,96.03,111.02
5089,Festival App,44.14,119.87,185.77,349.78
5090,Cash,39.65,54.48,96.15,190.28
5091,Card,28.56,23.92,64.56,117.04
5092,Card,47.06,37.93,73.94,158.93
5093,Card,14.35,43.39,126.71,184.45
5094,Cash,33.9,47.03,3.83,84.76
5095,Festival App,66.17,48.39,59.05,173.61
5096,Card,10.46,30.86,74.75,116.07
5097,Cash,40.53,15.48,97.99,154.0
5098,Card,18.35,12.68,45.54,76.57
5099,Cash,9.54,16.59,47.23,73.36
5100,Card,41.24,29.74,76.4,147.38
5101,Cash,2.11,57.24,23.53,82.88
5102,Card,2.01,45.14,70.68,117.83
5103,Cash,13.18,14.05,39.23,66.46
5104,Card,28.53,14.31,9.21,52.05
5105,Card,5.74,8.59,85.15,99.48
5106,Card,34.21,47.59,28.54,110.34
5107,Card,22.29,39.82,29.85,91.96
5108,Cash,7.02,58.99,57.37,123.38
5109,Card,105.53,87.08,110.66,303.27
5110,Card,31.69,50.84,84.69,167.22
5111,Cash,38.84,25.26,44.12,108.22
5112,Cash,21.62,37.57,42.19,101.38
5113,Cash,33.53,5.03,54.01,92.57
5114,Card,109.87,103.96,183.96,397.79
5115,Cash,41.91,41.64,58.01,141.56
5116,Festival App,35.68,60.56,92.69,188.93
5117,Festival App,11.37,55.29,88.31,154.97
5118,Cash,46.68,79.49,94.07,220.24
5119,Card,82.07,116.03,70.2,268.3
5120,Card,123.79,93.74,186.22,403.75
5121,Card,1.74,16.05,65.45,83.24
5122,Card,11.69,20.2,56.03,87.92
5123,Cash,28.68,57.01,53.43,139.12
5124,Cash,47.76,20.89,62.33,130.98
5125,Cash,51.37,44.39,46.94,142.7
5126,Card,101.84,59.79,123.38,285.01
5127,Card,45.86,60.04,126.36,232.26
5128,Card,44.32,31.38,51.63,127.33
5129,Card,47.2,43.12,24.78,115.1
5130,Card,31.75,70.42,88.9,191.07
5131,Card,108.44,73.19,111.92,293.55
5132,Card,68.88,99.27,62.27,230.42
5133,Cash,74.58,79.79,73.31,227.68
5134,Card,22.68,24.37,29.4,76.45
5135,Cash,7.1,56.93,98.25,162.28
5136,Cash,50.22,65.57,98.86,214.65
5137,Cash,6.47,15.48,35.41,57.36
5138,Cash,43.53,50.3,7.25,101.08
5139,Card,25.29,37.61,97.18,160.08
5140,Card,41.23,53.88,72.24,167.35
5141,Festival App,9.32,51.56,77.96,138.84
5142,Card,15.08,42.56,66.68,124.32
5143,Card,39.16,56.8,27.97,123.93
5144,Card,49.54,25.68,60.36,135.58
5145,Cash,32.31,33.52,91.46,157.29
5146,Cash,26.56,51.48,39.26,117.3
5147,Card,9.95,23.92,83.1,116.97
5148,Cash,21.21,14.43,36.24,71.88
5149,Cash,5.86,37.31,3.87,47.04
5150,Card,26.46,9.87,34.13,70.46
5151,Card,3.24,38.82,53.35,95.41
5152,Cash,91.8,88.28,222.32,402.4
5153,Card,29.89,55.41,170.03,255.33
5154,Cash,23.08,115.01,115.83,253.92
5155,Card,5.57,56.61,26.35,88.53
5156,Card,22.03,36.67,39.97,98.67
5157,Card,29.6,35.42,25.96,90.98
5158,Card,0.78,42.4,9.98,53.16
5159,Card,39.24,55.66,66.78,161.68
5160,Card,50.45,64.03,41.19,155.67
5161,Card,13.51,21.2,11.77,46.48
5162,Card,24.75,58.03,22.15,104.93
5163,Card,47.92,58.48,57.74,164.14
5164,Card,44.61,42.0,81.88,168.49
5165,Card,74.06,21.4,167.63,263.09
5166,Card,39.87,27.85,84.02,151.74
5167,Festival App,84.95,51.69,101.57,238.21
5168,Card,26.28,37.52,63.83,127.63
5169,Cash,88.46,44.46,128.96,261.88
5170,Card,71.01,69.85,127.91,268.77
5171,Card,25.99,15.85,66.21,108.05
5172,Card,48.58,30.45,204.34,283.37
5173,Cash,34.85,36.47,53.33,124.65
5174,Cash,89.8,99.66,151.76,341.22
5175,Festival App,60.46,66.48,146.24,273.18
5176,Card,21.13,59.23,85.21,165.57
5177,Card,13.41,31.77,25.17,70.35
5178,Card,69.47,67.44,84.76,221.67
5179,Card,14.26,35.86,87.88,138.0
5180,Card,15.4,36.58,70.73,122.71
5181,Card,10.88,33.06,31.24,75.18
5182,Card,34.9,37.65,31.92,104.47
5183,Cash,26.25,19.77,46.07,92.09
5184,Card,24.19,40.05,67.48,131.72
5185,Card,33.35,40.44,77.37,151.16
5186,Cash,29.04,11.98,40.17,81.19
5187,Cash,22.03,31.98,82.67,136.68
5188,Card,16.04,30.71,14.97,61.72
5189,Card,38.73,54.92,52.41,146.06
5190,Cash,49.04,57.18,61.41,167.63
5191,Festival App,60.38,89.02,51.8,201.2
5192,Card,54.63,82.89,99.23,236.75
5193,Card,15.7,42.66,60.27,118.63
5194,Cash,13.95,37.92,79.4,131.27
5195,Card,9.78,29.27,77.48,116.53
5196,Card,30.12,4.05,79.55,113.72
5197,Cash,0.4,26.68,99.38,126.46
5198,Card,48.33,37.23,148.99,234.55
5199,Card,4.49,59.68,1.25,65.42
5200,Card,32.02,54.96,83.74,170.72
5201,Cash,38.71,65.0,148.14,251.85
5202,Card,49.13,34.61,7.06,90.8
5203,Card,38.13,65.52,147.38,251.03
5204,Card,28.75,20.62,55.75,105.12
5205,Card,16.05,38.41,1.12,55.58
5206,Card,15.75,6.69,50.42,72.86
5207,Card,78.75,52.11,92.1,222.96
5208,Card,15.34,16.25,14.27,45.86
5209,Card,35.36,12.08,16.21,63.65
5210,Cash,86.11,72.71,85.71,244.53
5211,Card,13.19,48.49,10.92,72.6
5212,Cash,65.7,48.3,104.63,218.63
5213,Card,43.28,2.55,59.74,105.57
5214,Card,15.98,51.74,33.99,101.71
5215,Card,43.59,28.46,64.76,136.81
5216,Cash,93.87,39.44,144.41,277.72
5217,Card,37.59,1.13,60.46,99.18
5218,Card,91.37,47.57,6.14,145.08
5219,Card,67.9,61.86,46.24,176.0
5220,Card,44.66,59.33,4.8,108.79
5221,Card,33.26,38.18,40.84,112.28
5222,Card,17.11,16.64,25.81,59.56
5223,Card,55.29,54.84,126.48,236.61
5224,Card,25.89,0.2,16.8,42.89
5225,Card,5.12,31.28,47.02,83.42
5226,Card,46.2,39.67,37.51,123.38
5227,Card,38.07,38.4,109.77,186.24
5228,Card,17.75,36.13,86.77,140.65
5229,Cash,7.51,24.65,27.81,59.97
5230,Cash,63.61,49.46,44.27,157.34
5231,Card,130.64,106.41,205.03,442.08
5232,Card,26.14,13.58,49.49,89.21
5233,Card,8.92,49.79,36.86,95.57
5234,Card,46.63,37.41,71.38,155.42
5235,Cash,25.99,2.56,46.53,75.08
5236,Festival App,24.55,33.66,82.43,140.64
5237,Card,24.85,16.58,100.0,141.43
5238,Card,28.66,7.78,16.89,53.33
5239,Festival App,25.3,27.98,89.23,142.51
5240,Cash,32.25,53.24,98.3,183.79
