ticket_id,satisfaction_rating,cleanliness_rating,security_rating,satisfaction_level,cleanliness_level,security_level,mean_rating
4742,6.0,8.0,10.0,Medium,Medium,High,8.0
4743,8.0,6.0,10.0,Medium,Medium,High,8.0
4744,4.67,6.0,5.67,Low,Medium,Medium,5.45
4745,1.0,7.0,9.0,Low,Medium,High,5.67
4746,8.0,6.0,6.0,Medium,Medium,Medium,6.67
4747,6.5,5.0,8.0,Medium,Low,Medium,6.5
4748,5.0,7.0,10.0,Low,Medium,High,7.33
4749,6.0,4.0,8.0,Medium,Low,Medium,6.0
4750,5.0,6.0,8.0,Low,Medium,Medium,6.33
4751,6.0,6.0,7.0,Medium,Medium,Medium,6.33
4752,9.0,6.0,5.0,High,Medium,Low,6.67
4753,7.0,7.0,8.0,Medium,Medium,Medium,7.33
4754,8.0,1.0,1.0,Medium,Low,Low,3.33
4755,8.0,7.0,8.0,Medium,Medium,Medium,7.67
4756,7.33,5.0,7.33,Medium,Low,Medium,6.55
4757,7.5,6.0,5.5,Medium,Medium,Medium,6.33
4758,5.0,4.5,7.5,Low,Low,Medium,5.67
4759,7.0,2.0,8.0,Medium,Low,Medium,5.67
4760,5.67,4.0,7.33,Medium,Low,Medium,5.67
4761,4.0,7.0,7.0,Low,Medium,Medium,6.0
4762,8.0,3.0,8.0,Medium,Low,Medium,6.33
4763,8.0,10.0,1.0,Medium,High,Low,6.33
4764,1.0,2.0,6.0,Low,Low,Medium,3.0
4765,6.0,6.0,2.0,Medium,Medium,Low,4.67
4766,8.0,4.0,8.0,Medium,Low,Medium,6.67
4767,1.0,3.5,7.0,Low,Low,Medium,3.83
4768,8.0,7.0,10.0,Medium,Medium,High,8.33
4769,7.0,5.0,8.0,Medium,Low,Medium,6.67
4770,4.0,6.0,8.0,Low,Medium,Medium,6.0
4771,9.0,6.0,7.0,High,Medium,Medium,7.33
4772,5.5,4.0,6.0,Medium,Low,Medium,5.17
4773,8.0,2.0,8.0,Medium,Low,Medium,6.0
4774,4.0,3.0,10.0,Low,Low,High,5.67
4775,10.0,4.0,8.0,High,Low,Medium,7.33
4776,8.0,3.0,6.0,Medium,Low,Medium,5.67
4777,2.0,6.0,10.0,Low,Medium,High,6.0
4778,9.0,8.0,1.0,High,Medium,Low,6.0
4779,9.0,3.0,10.0,High,Low,High,7.33
4780,8.5,6.5,8.5,High,Medium,High,7.83
4781,8.0,1.0,8.0,Medium,Low,Medium,5.67
4782,1.0,2.0,9.0,Low,Low,High,4.0
4783,4.5,2.5,8.0,Low,Low,Medium,5.0
4784,7.0,6.5,8.0,Medium,Medium,Medium,7.17
4785,8.0,5.0,7.0,Medium,Low,Medium,6.67
4786,5.5,8.5,7.5,Medium,High,Medium,7.17
4787,8.0,9.0,5.0,Medium,High,Low,7.33
4788,1.0,5.0,9.0,Low,Low,High,5.0
4789,2.0,6.0,8.0,Low,Medium,Medium,5.33
4790,7.0,5.0,7.0,Medium,Low,Medium,6.33
4791,5.0,6.0,8.5,Low,Medium,High,6.5
4792,5.33,7.33,9.0,Medium,Medium,High,7.22
4793,2.0,6.0,9.0,Low,Medium,High,5.67
4794,6.0,6.5,8.5,Medium,Medium,High,7.0
4795,7.0,9.0,7.0,Medium,High,Medium,7.67
4796,8.0,4.0,8.0,Medium,Low,Medium,6.67
4797,6.0,4.5,8.0,Medium,Low,Medium,6.17
4798,1.0,7.0,2.0,Low,Medium,Low,3.33
4799,7.33,5.33,8.33,Medium,Medium,High,7.0
4800,4.0,5.0,9.0,Low,Low,High,6.0
4801,8.0,6.0,8.0,Medium,Medium,Medium,7.33
4802,6.0,4.0,7.0,Medium,Low,Medium,5.67
4803,9.0,6.5,7.0,High,Medium,Medium,7.5
4804,5.0,7.0,7.0,Low,Medium,Medium,6.33
4805,6.0,3.0,6.0,Medium,Low,Medium,5.0
4806,10.0,5.0,5.0,High,Low,Low,6.67
4807,7.0,3.0,8.0,Medium,Low,Medium,6.0
4808,4.0,3.0,5.0,Low,Low,Low,4.0
4809,8.0,5.0,10.0,Medium,Low,High,7.67
4810,9.0,4.0,8.0,High,Low,Medium,7.0
4811,8.0,6.0,9.0,Medium,Medium,High,7.67
4812,8.0,6.0,10.0,Medium,Medium,High,8.0
4813,5.0,5.0,7.0,Low,Low,Medium,5.67
4814,8.0,8.0,10.0,Medium,Medium,High,8.67
4815,4.67,6.0,8.67,Low,Medium,High,6.45
4816,5.33,4.33,5.0,Medium,Low,Low,4.89
4817,7.0,3.0,8.0,Medium,Low,Medium,6.0
4818,6.0,3.5,7.5,Medium,Low,Medium,5.67
4819,6.5,3.0,8.5,Medium,Low,High,6.0
4820,2.67,4.33,9.33,Low,Low,High,5.44
4821,8.0,2.0,7.0,Medium,Low,Medium,5.67
4822,9.0,1.0,1.0,High,Low,Low,3.67
4823,9.0,3.0,8.0,High,Low,Medium,6.67
4824,7.0,1.0,9.0,Medium,Low,High,5.67
4825,4.5,6.0,8.5,Low,Medium,High,6.33
4826,3.0,5.0,10.0,Low,Low,High,6.0
4827,8.0,4.0,7.0,Medium,Low,Medium,6.33
4828,4.0,2.5,7.5,Low,Low,Medium,4.67
4829,1.0,1.0,10.0,Low,Low,High,4.0
4830,4.0,6.0,9.0,Low,Medium,High,6.33
4831,8.0,6.5,10.0,Medium,Medium,High,8.17
4832,6.0,8.0,6.0,Medium,Medium,Medium,6.67
4833,7.0,7.0,10.0,Medium,Medium,High,8.0
4834,7.0,5.67,6.67,Medium,Medium,Medium,6.45
4835,8.5,5.0,7.0,High,Low,Medium,6.83
4836,7.0,6.0,8.0,Medium,Medium,Medium,7.0
4837,3.0,9.0,6.0,Low,High,Medium,6.0
4838,4.0,4.0,10.0,Low,Low,High,6.0
4839,5.0,10.0,9.0,Low,High,High,8.0
4840,9.0,4.0,7.0,High,Low,Medium,6.67
4841,2.0,10.0,10.0,Low,High,High,7.33
4842,4.0,6.5,9.0,Low,Medium,High,6.5
4843,6.5,3.0,5.5,Medium,Low,Medium,5.0
4844,3.0,3.0,8.0,Low,Low,Medium,4.67
4845,8.0,7.0,7.0,Medium,Medium,Medium,7.33
4846,5.5,6.5,8.5,Medium,Medium,High,6.83
4847,8.0,9.0,10.0,Medium,High,High,9.0
4848,5.0,5.0,2.0,Low,Low,Low,4.0
4849,6.0,3.0,8.5,Medium,Low,High,5.83
4850,10.0,6.0,8.0,High,Medium,Medium,8.0
4851,1.5,3.0,7.0,Low,Low,Medium,3.83
4852,9.0,8.0,8.0,High,Medium,Medium,8.33
4853,6.0,8.0,7.0,Medium,Medium,Medium,7.0
4854,6.5,5.0,4.0,Medium,Low,Low,5.17
4855,5.0,6.0,7.0,Low,Medium,Medium,6.0
4856,5.0,3.0,8.5,Low,Low,High,5.5
4857,5.0,2.0,8.0,Low,Low,Medium,5.0
4858,4.5,4.0,7.5,Low,Low,Medium,5.33
4859,6.0,3.0,6.0,Medium,Low,Medium,5.0
4860,4.0,3.0,6.0,Low,Low,Medium,4.33
4861,6.0,4.0,10.0,Medium,Low,High,6.67
4862,6.0,2.0,9.0,Medium,Low,High,5.67
4863,4.5,4.5,8.0,Low,Low,Medium,5.67
4864,6.0,3.0,8.0,Medium,Low,Medium,5.67
4865,8.0,1.0,5.0,Medium,Low,Low,4.67
4866,6.0,3.0,7.5,Medium,Low,Medium,5.5
4867,5.5,8.0,9.0,Medium,Medium,High,7.5
4868,8.0,4.5,7.5,Medium,Low,Medium,6.67
4869,7.33,7.33,9.0,Medium,Medium,High,7.89
4870,8.0,6.0,8.0,Medium,Medium,Medium,7.33
4871,8.0,7.0,8.0,Medium,Medium,Medium,7.67
4872,5.0,1.0,8.0,Low,Low,Medium,4.67
4873,8.0,4.0,8.0,Medium,Low,Medium,6.67
4874,8.0,8.0,6.0,Medium,Medium,Medium,7.33
4875,7.0,3.0,9.0,Medium,Low,High,6.33
4876,5.0,7.0,5.0,Low,Medium,Low,5.67
4877,4.0,5.0,7.0,Low,Low,Medium,5.33
4878,8.0,7.0,8.0,Medium,Medium,Medium,7.67
4879,6.0,6.0,6.0,Medium,Medium,Medium,6.0
4880,5.0,3.0,8.0,Low,Low,Medium,5.33
4881,2.67,3.67,8.0,Low,Low,Medium,4.78
4882,6.0,3.0,10.0,Medium,Low,High,6.33
4883,8.0,3.0,7.0,Medium,Low,Medium,6.0
4884,9.0,3.0,9.0,High,Low,High,7.0
4885,9.0,4.0,8.0,High,Low,Medium,7.0
4886,6.0,5.5,7.0,Medium,Medium,Medium,6.17
4887,7.5,4.0,7.0,Medium,Low,Medium,6.17
4888,7.5,3.5,9.0,Medium,Low,High,6.67
4889,8.0,5.0,7.0,Medium,Low,Medium,6.67
4890,1.5,6.5,7.0,Low,Medium,Medium,5.0
4891,7.0,6.0,8.0,Medium,Medium,Medium,7.0
4892,6.0,5.0,9.0,Medium,Low,High,6.67
4893,8.0,6.0,8.0,Medium,Medium,Medium,7.33
4894,8.0,4.5,7.0,Medium,Low,Medium,6.5
4895,5.0,4.67,6.67,Low,Low,Medium,5.45
4896,8.0,3.0,10.0,Medium,Low,High,7.0
4897,1.0,4.0,10.0,Low,Low,High,5.0
4898,5.67,4.0,6.67,Medium,Low,Medium,5.45
4899,8.0,3.0,7.0,Medium,Low,Medium,6.0
4900,8.0,6.0,8.0,Medium,Medium,Medium,7.33
4901,1.0,5.0,6.0,Low,Low,Medium,4.0
4902,7.0,7.5,6.5,Medium,Medium,Medium,7.0
4903,6.0,3.0,10.0,Medium,Low,High,6.33
4904,6.0,5.0,7.0,Medium,Low,Medium,6.0
4905,6.67,3.67,8.67,Medium,Low,High,6.34
4906,5.5,9.5,8.0,Medium,High,Medium,7.67
4907,3.5,6.5,8.0,Low,Medium,Medium,6.0
4908,8.0,6.0,8.5,Medium,Medium,High,7.5
4909,5.0,2.0,7.0,Low,Low,Medium,4.67
4910,3.0,2.0,8.0,Low,Low,Medium,4.33
4911,8.0,5.0,8.0,Medium,Low,Medium,7.0
4912,9.0,5.0,9.0,High,Low,High,7.67
4913,5.67,3.0,6.33,Medium,Low,Medium,5.0
4914,8.0,4.0,8.0,Medium,Low,Medium,6.67
4915,1.0,4.0,7.0,Low,Low,Medium,4.0
4916,1.0,10.0,9.0,Low,High,High,6.67
4917,4.5,5.0,8.0,Low,Low,Medium,5.83
4918,2.0,4.0,8.0,Low,Low,Medium,4.67
4919,4.0,6.0,6.5,Low,Medium,Medium,5.5
4920,6.0,6.0,9.0,Medium,Medium,High,7.0
4921,4.5,3.5,8.0,Low,Low,Medium,5.33
4922,1.0,2.0,10.0,Low,Low,High,4.33
4923,1.0,7.0,9.0,Low,Medium,High,5.67
4924,5.0,6.0,5.0,Low,Medium,Low,5.33
4925,8.0,9.0,8.5,Medium,High,High,8.5
4926,8.0,6.0,6.0,Medium,Medium,Medium,6.67
4927,5.0,6.0,8.0,Low,Medium,Medium,6.33
4928,5.0,4.5,7.5,Low,Low,Medium,5.67
4929,8.0,4.0,9.0,Medium,Low,High,7.0
4930,4.0,2.0,10.0,Low,Low,High,5.33
4931,4.67,5.33,7.67,Low,Medium,Medium,5.89
4932,4.0,5.0,6.0,Low,Low,Medium,5.0
4933,1.0,4.0,8.0,Low,Low,Medium,4.33
4934,6.5,4.0,6.5,Medium,Low,Medium,5.67
4935,8.0,5.0,9.0,Medium,Low,High,7.33
4936,8.5,7.5,5.0,High,Medium,Low,7.0
4937,3.5,5.0,9.5,Low,Low,High,6.0
4938,3.0,4.5,8.0,Low,Low,Medium,5.17
4939,8.0,3.0,8.0,Medium,Low,Medium,6.33
4940,4.5,5.5,8.0,Low,Medium,Medium,6.0
4941,8.0,6.0,10.0,Medium,Medium,High,8.0
4942,5.0,3.0,9.0,Low,Low,High,5.67
4943,8.0,6.0,7.0,Medium,Medium,Medium,7.0
4944,4.5,3.5,8.5,Low,Low,High,5.5
4945,6.33,3.0,8.0,Medium,Low,Medium,5.78
4946,5.0,5.0,6.0,Low,Low,Medium,5.33
4947,8.0,5.0,9.0,Medium,Low,High,7.33
4948,3.0,3.0,1.0,Low,Low,Low,2.33
4949,1.5,6.0,6.0,Low,Medium,Medium,4.5
4950,4.5,7.5,7.0,Low,Medium,Medium,6.33
4951,2.33,5.67,7.67,Low,Medium,Medium,5.22
4952,2.0,5.0,8.0,Low,Low,Medium,5.0
4953,1.0,6.0,9.0,Low,Medium,High,5.33
4954,6.0,6.0,7.0,Medium,Medium,Medium,6.33
4955,4.5,2.5,8.0,Low,Low,Medium,5.0
4956,7.0,8.0,9.0,Medium,Medium,High,8.0
4957,8.0,5.0,9.0,Medium,Low,High,7.33
4958,7.0,10.0,8.0,Medium,High,Medium,8.33
4959,9.0,10.0,10.0,High,High,High,9.67
4960,8.0,3.0,5.0,Medium,Low,Low,5.33
4961,5.5,5.5,7.5,Medium,Medium,Medium,6.17
4962,1.0,6.0,8.0,Low,Medium,Medium,5.0
4963,8.0,3.0,8.0,Medium,Low,Medium,6.33
4964,6.0,2.5,8.5,Medium,Low,High,5.67
4965,1.0,6.0,8.0,Low,Medium,Medium,5.0
4966,5.0,6.0,7.0,Low,Medium,Medium,6.0
4967,9.0,3.0,10.0,High,Low,High,7.33
4968,6.0,4.5,8.5,Medium,Low,High,6.33
4969,8.0,2.0,7.0,Medium,Low,Medium,5.67
4970,9.0,8.0,7.0,High,Medium,Medium,8.0
4971,7.0,7.0,10.0,Medium,Medium,High,8.0
4972,5.0,7.0,8.0,Low,Medium,Medium,6.67
4973,6.0,6.33,8.33,Medium,Medium,High,6.89
4974,5.5,4.5,8.5,Medium,Low,High,6.17
4975,1.0,3.0,5.0,Low,Low,Low,3.0
4976,5.5,3.0,9.5,Medium,Low,High,6.0
4977,5.0,3.0,7.5,Low,Low,Medium,5.17
4978,2.0,7.0,8.0,Low,Medium,Medium,5.67
4979,1.0,4.0,9.0,Low,Low,High,4.67
4980,5.0,6.0,1.0,Low,Medium,Low,4.0
4981,2.0,4.0,7.0,Low,Low,Medium,4.33
4982,7.5,4.0,8.0,Medium,Low,Medium,6.5
4983,8.0,7.0,6.0,Medium,Medium,Medium,7.0
4984,8.0,4.0,7.0,Medium,Low,Medium,6.33
4985,4.0,3.0,7.0,Low,Low,Medium,4.67
4986,2.5,6.0,9.0,Low,Medium,High,5.83
4987,4.0,6.0,9.0,Low,Medium,High,6.33
4988,8.0,8.0,6.0,Medium,Medium,Medium,7.33
4989,7.0,9.0,1.0,Medium,High,Low,5.67
4990,7.0,4.67,5.67,Medium,Low,Medium,5.78
4991,8.0,4.0,7.0,Medium,Low,Medium,6.33
4992,5.0,10.0,10.0,Low,High,High,8.33
4993,7.0,9.0,8.0,Medium,High,Medium,8.0
4994,8.0,8.0,8.0,Medium,Medium,Medium,8.0
4995,5.0,2.0,5.0,Low,Low,Low,4.0
4996,8.5,4.0,8.0,High,Low,Medium,6.83
4997,4.0,3.0,8.0,Low,Low,Medium,5.0
4998,6.0,6.0,9.0,Medium,Medium,High,7.0
4999,7.5,4.5,9.0,Medium,Low,High,7.0
5000,5.0,1.0,10.0,Low,Low,High,5.33
5001,4.0,8.5,9.0,Low,High,High,7.17
5002,9.0,7.0,4.0,High,Medium,Low,6.67
5003,1.5,5.5,6.0,Low,Medium,Medium,4.33
5004,6.5,2.5,8.5,Medium,Low,High,5.83
5005,2.0,3.0,6.0,Low,Low,Medium,3.67
5006,4.0,9.0,9.0,Low,High,High,7.33
5007,8.0,4.0,8.0,Medium,Low,Medium,6.67
5008,9.0,4.0,9.0,High,Low,High,7.33
5009,8.0,3.0,10.0,Medium,Low,High,7.0
5010,6.5,8.0,7.5,Medium,Medium,Medium,7.33
5011,8.5,5.0,7.0,High,Low,Medium,6.83
5012,8.0,2.0,9.0,Medium,Low,High,6.33
5013,4.0,7.0,8.0,Low,Medium,Medium,6.33
5014,7.0,4.0,8.0,Medium,Low,Medium,6.33
5015,6.0,4.5,8.0,Medium,Low,Medium,6.17
5016,3.0,2.0,8.0,Low,Low,Medium,4.33
5017,8.0,6.0,7.5,Medium,Medium,Medium,7.17
5018,1.0,6.0,8.0,Low,Medium,Medium,5.0
5019,1.0,10.0,9.0,Low,High,High,6.67
5020,8.0,2.5,6.5,Medium,Low,Medium,5.67
5021,4.0,4.0,8.0,Low,Low,Medium,5.33
5022,7.5,4.0,6.0,Medium,Low,Medium,5.83
5023,10.0,7.0,8.0,High,Medium,Medium,8.33
5024,6.0,10.0,8.0,Medium,High,Medium,8.0
5025,4.0,4.0,9.0,Low,Low,High,5.67
5026,5.0,7.0,9.0,Low,Medium,High,7.0
5027,7.0,7.0,6.0,Medium,Medium,Medium,6.67
5028,8.0,7.0,7.0,Medium,Medium,Medium,7.33
5029,8.0,2.0,10.0,Medium,Low,High,6.67
5030,8.0,3.0,9.0,Medium,Low,High,6.67
5031,7.5,2.0,8.5,Medium,Low,High,6.0
5032,2.5,5.0,10.0,Low,Low,High,5.83
5033,5.67,6.0,7.0,Medium,Medium,Medium,6.22
5034,1.0,1.0,7.0,Low,Low,Medium,3.0
5035,8.0,3.0,8.0,Medium,Low,Medium,6.33
5036,1.0,3.0,8.0,Low,Low,Medium,4.0
5037,8.0,3.0,8.0,Medium,Low,Medium,6.33
5038,5.0,3.0,7.0,Low,Low,Medium,5.0
5039,8.0,8.0,1.0,Medium,Medium,Low,5.67
5040,6.0,6.0,9.0,Medium,Medium,High,7.0
5041,8.0,6.0,10.0,Medium,Medium,High,8.0
5042,7.0,3.0,9.0,Medium,Low,High,6.33
5043,4.0,6.0,6.0,Low,Medium,Medium,5.33
5044,5.0,3.0,8.0,Low,Low,Medium,5.33
5045,8.0,5.33,7.0,Medium,Medium,Medium,6.78
5046,5.0,5.5,7.0,Low,Medium,Medium,5.83
5047,3.0,5.0,9.0,Low,Low,High,5.67
5048,4.5,6.5,9.5,Low,Medium,High,6.83
5049,4.0,7.0,7.0,Low,Medium,Medium,6.0
5050,6.0,3.0,8.0,Medium,Low,Medium,5.67
5051,4.67,6.33,8.67,Low,Medium,High,6.56
5052,5.33,6.0,9.67,Medium,Medium,High,7.0
5053,7.0,4.0,7.33,Medium,Low,Medium,6.11
5054,2.0,5.0,10.0,Low,Low,High,5.67
5055,1.0,9.0,7.0,Low,High,Medium,5.67
5056,9.0,6.0,10.0,High,Medium,High,8.33
5057,1.0,9.0,7.0,Low,High,Medium,5.67
5058,4.0,5.0,9.5,Low,Low,High,6.17
5059,5.0,6.0,10.0,Low,Medium,High,7.0
5060,5.0,6.0,10.0,Low,Medium,High,7.0
5061,8.0,6.0,10.0,Medium,Medium,High,8.0
5062,8.0,8.0,5.0,Medium,Medium,Low,7.0
5063,8.0,8.0,9.0,Medium,Medium,High,8.33
5064,5.0,5.5,8.5,Low,Medium,High,6.33
5065,3.5,5.0,4.0,Low,Low,Low,4.17
5066,8.0,4.5,8.0,Medium,Low,Medium,6.83
5067,1.0,3.0,7.0,Low,Low,Medium,3.67
5068,6.0,2.0,8.0,Medium,Low,Medium,5.33
5069,3.5,4.5,4.5,Low,Low,Low,4.17
5070,6.5,2.0,6.0,Medium,Low,Medium,4.83
5071,7.0,8.0,7.5,Medium,Medium,Medium,7.5
5072,5.0,3.0,9.5,Low,Low,High,5.83
5073,6.0,4.0,9.0,Medium,Low,High,6.33
5074,9.0,2.0,6.0,High,Low,Medium,5.67
5075,4.5,5.0,6.5,Low,Low,Medium,5.33
5076,5.0,6.33,8.33,Low,Medium,High,6.55
5077,8.0,5.0,7.0,Medium,Low,Medium,6.67
5078,8.0,7.0,9.0,Medium,Medium,High,8.0
5079,9.0,4.0,8.0,High,Low,Medium,7.0
5080,6.5,3.5,9.0,Medium,Low,High,6.33
5081,6.0,3.0,8.0,Medium,Low,Medium,5.67
5082,8.0,8.0,7.5,Medium,Medium,Medium,7.83
5083,9.0,5.0,5.0,High,Low,Low,6.33
5084,4.0,4.0,5.0,Low,Low,Low,4.33
5085,8.0,7.0,9.0,Medium,Medium,High,8.0
5086,5.0,3.0,8.0,Low,Low,Medium,5.33
5087,5.0,9.0,6.0,Low,High,Medium,6.67
5088,1.0,3.0,6.0,Low,Low,Medium,3.33
5089,4.67,7.0,8.33,Low,Medium,High,6.67
5090,2.0,2.0,10.0,Low,Low,High,4.67
5091,8.0,3.0,6.0,Medium,Low,Medium,5.67
5092,5.0,6.0,9.0,Low,Medium,High,6.67
5093,6.0,4.5,4.0,Medium,Low,Low,4.83
5094,7.0,3.0,10.0,Medium,Low,High,6.67
5095,6.0,6.5,8.0,Medium,Medium,Medium,6.83
5096,3.0,2.0,6.0,Low,Low,Medium,3.67
5097,4.0,10.0,9.0,Low,High,High,7.67
5098,10.0,6.0,7.0,High,Medium,Medium,7.67
5099,5.0,3.0,7.0,Low,Low,Medium,5.0
5100,4.0,3.0,9.0,Low,Low,High,5.33
5101,6.0,6.0,7.0,Medium,Medium,Medium,6.33
5102,5.0,3.0,10.0,Low,Low,High,6.0
5103,2.0,9.0,7.0,Low,High,Medium,6.0
5104,5.0,6.0,8.0,Low,Medium,Medium,6.33
5105,8.0,5.0,10.0,Medium,Low,High,7.67
5106,9.0,6.0,10.0,High,Medium,High,8.33
5107,1.0,9.0,8.0,Low,High,Medium,6.0
5108,6.0,10.0,10.0,Medium,High,High,8.67
5109,4.33,6.0,6.67,Low,Medium,Medium,5.67
5110,8.0,1.0,7.0,Medium,Low,Medium,5.33
5111,4.0,9.0,8.0,Low,High,Medium,7.0
5112,8.0,9.0,10.0,Medium,High,High,9.0
5113,8.0,6.0,9.0,Medium,Medium,High,7.67
5114,7.0,6.33,7.67,Medium,Medium,Medium,7.0
5115,6.0,4.0,8.0,Medium,Low,Medium,6.0
5116,5.0,5.0,2.0,Low,Low,Low,4.0
5117,8.0,2.0,9.0,Medium,Low,High,6.33
5118,8.0,6.5,8.0,Medium,Medium,Medium,7.5
5119,5.67,5.0,8.33,Medium,Low,High,6.33
5120,4.67,4.0,7.0,Low,Low,Medium,5.22
5121,8.0,3.0,8.0,Medium,Low,Medium,6.33
5122,8.0,5.0,8.0,Medium,Low,Medium,7.0
5123,8.0,10.0,9.0,Medium,High,High,9.0
5124,8.0,4.0,7.0,Medium,Low,Medium,6.33
5125,6.0,8.0,9.0,Medium,Medium,High,7.67
5126,5.0,7.33,8.33,Low,Medium,High,6.89
5127,6.5,4.5,8.0,Medium,Low,Medium,6.33
5128,5.0,3.0,7.0,Low,Low,Medium,5.0
5129,8.0,4.0,8.0,Medium,Low,Medium,6.67
5130,3.0,6.5,8.0,Low,Medium,Medium,5.83
5131,7.67,5.67,9.33,Medium,Medium,High,7.56
5132,7.5,5.0,9.5,Medium,Low,High,7.33
5133,4.5,4.0,6.5,Low,Low,Medium,5.0
5134,8.0,6.0,6.0,Medium,Medium,Medium,6.67
5135,6.0,5.0,9.0,Medium,Low,High,6.67
5136,5.0,5.5,4.5,Low,Medium,Low,5.0
5137,6.0,9.0,8.0,Medium,High,Medium,7.67
5138,8.0,6.0,8.0,Medium,Medium,Medium,7.33
5139,4.0,4.0,9.0,Low,Low,High,5.67
5140,4.0,4.0,7.0,Low,Low,Medium,5.0
5141,8.0,3.0,7.0,Medium,Low,Medium,6.0
5142,5.0,5.0,9.5,Low,Low,High,6.5
5143,5.0,6.0,8.0,Low,Medium,Medium,6.33
5144,7.0,8.0,7.0,Medium,Medium,Medium,7.33
5145,8.5,4.5,7.0,High,Low,Medium,6.67
5146,2.0,1.0,5.0,Low,Low,Low,2.67
5147,8.0,6.0,7.0,Medium,Medium,Medium,7.0
5148,2.0,8.0,8.0,Low,Medium,Medium,6.0
5149,3.0,9.0,6.0,Low,High,Medium,6.0
5150,8.0,6.0,6.0,Medium,Medium,Medium,6.67
5151,9.0,6.0,7.0,High,Medium,Medium,7.33
5152,8.0,1.67,8.0,Medium,Low,Medium,5.89
5153,6.0,5.0,7.0,Medium,Low,Medium,6.0
5154,8.0,5.0,9.5,Medium,Low,High,7.5
5155,5.0,3.0,6.0,Low,Low,Medium,4.67
5156,2.0,7.0,9.0,Low,Medium,High,6.0
5157,6.0,6.0,7.0,Medium,Medium,Medium,6.33
5158,4.0,8.0,7.0,Low,Medium,Medium,6.33
5159,8.0,6.0,9.0,Medium,Medium,High,7.67
5160,6.0,4.0,8.0,Medium,Low,Medium,6.0
5161,4.0,6.0,5.0,Low,Medium,Low,5.0
5162,6.0,6.0,8.0,Medium,Medium,Medium,6.67
5163,7.0,4.0,9.0,Medium,Low,High,6.67
5164,6.0,10.0,10.0,Medium,High,High,8.67
5165,8.5,3.5,7.5,High,Low,Medium,6.5
5166,9.0,6.0,4.0,High,Medium,Low,6.33
5167,6.5,6.0,8.0,Medium,Medium,Medium,6.83
5168,6.0,6.0,7.0,Medium,Medium,Medium,6.33
5169,8.0,2.5,7.5,Medium,Low,Medium,6.0
5170,4.0,6.0,7.5,Low,Medium,Medium,5.83
5171,8.0,6.0,8.0,Medium,Medium,Medium,7.33
5172,6.33,4.0,7.33,Medium,Low,Medium,5.89
5173,8.0,4.0,9.0,Medium,Low,High,7.0
5174,9.5,4.5,8.5,High,Low,High,7.5
5175,2.5,3.0,10.0,Low,Low,High,5.17
5176,7.0,3.0,9.0,Medium,Low,High,6.33
5177,5.0,8.0,9.0,Low,Medium,High,7.33
5178,5.5,5.0,7.0,Medium,Low,Medium,5.83
5179,8.0,6.0,8.0,Medium,Medium,Medium,7.33
5180,6.0,6.5,9.0,Medium,Medium,High,7.17
5181,2.0,6.0,9.0,Low,Medium,High,5.67
5182,2.0,6.0,9.0,Low,Medium,High,5.67
5183,4.5,4.0,8.0,Low,Low,Medium,5.5
5184,2.0,4.0,8.0,Low,Low,Medium,4.67
5185,8.0,7.0,9.0,Medium,Medium,High,8.0
5186,9.0,6.0,8.0,High,Medium,Medium,7.67
5187,1.0,8.0,8.0,Low,Medium,Medium,5.67
5188,8.0,8.0,7.0,Medium,Medium,Medium,7.67
5189,8.0,2.0,9.0,Medium,Low,High,6.33
5190,8.5,5.0,8.5,High,Low,High,7.33
5191,4.0,3.0,8.0,Low,Low,Medium,5.0
5192,8.5,4.5,7.5,High,Low,Medium,6.83
5193,8.0,6.0,7.0,Medium,Medium,Medium,7.0
5194,8.0,1.0,1.0,Medium,Low,Low,3.33
5195,4.0,9.0,6.0,Low,High,Medium,6.33
5196,9.0,1.0,10.0,High,Low,High,6.67
5197,8.0,5.0,10.0,Medium,Low,High,7.67
5198,7.0,5.0,6.5,Medium,Low,Medium,6.17
5199,9.0,6.0,9.0,High,Medium,High,8.0
5200,1.0,7.0,5.0,Low,Medium,Low,4.33
5201,7.5,4.0,8.0,Medium,Low,Medium,6.5
5202,9.0,8.0,9.0,High,Medium,High,8.67
5203,8.5,5.0,9.5,High,Low,High,7.67
5204,8.0,8.0,1.0,Medium,Medium,Low,5.67
5205,1.0,3.0,10.0,Low,Low,High,4.67
5206,6.0,3.0,7.0,Medium,Low,Medium,5.33
5207,3.0,6.5,8.0,Low,Medium,Medium,5.83
5208,8.0,5.0,9.0,Medium,Low,High,7.33
5209,10.0,1.0,8.0,High,Low,Medium,6.33
5210,6.0,3.33,6.67,Medium,Low,Medium,5.33
5211,1.0,5.0,7.0,Low,Low,Medium,4.33
5212,4.33,4.67,8.33,Low,Low,High,5.78
5213,8.0,4.0,9.0,Medium,Low,High,7.0
5214,4.0,10.0,7.0,Low,High,Medium,7.0
5215,8.0,3.0,8.0,Medium,Low,Medium,6.33
5216,4.5,3.0,6.5,Low,Low,Medium,4.67
5217,1.0,3.0,7.0,Low,Low,Medium,3.67
5218,6.5,3.0,7.0,Medium,Low,Medium,5.5
5219,3.0,5.5,8.0,Low,Medium,Medium,5.5
5220,1.0,6.0,4.0,Low,Medium,Low,3.67
5221,6.0,7.0,10.0,Medium,Medium,High,7.67
5222,8.0,2.0,8.0,Medium,Low,Medium,6.0
