ticket_id,ticket_type,attendance_date,age,gender,group_size,food_expense,drink_expense,merch_expense,payment_method,favourite_genre,satisfaction_rating,security_rating,cleanliness_rating,recommend_to_friend
5379,VIP,2025-05-02,28,Male,1,46.88,31.28,43.26,Festival App,Hip-Hop,6,10,4,False
5380,3-day Pass,2025-05-02,21,Female,5,19.73,47.7,64.44,Card,Rock,5,7,8,True
3600,VIP,2025-05-01,30,Other,2,2.68,11.59,21.31,Card,Hip-Hop,5,9,2,True
5381,VIP,2025-05-01,23,Male,4,48.98,28.98,27.75,Card,Reggaeton,8,1,6,True
4863,1-day Pass,2025-05-01,27,Female,3,26.69,27.17,90.78,Card,Hip-Hop,4,8,2,False
5382,3-day Pass,2025-05-01,22,Male,3,26.57,15.91,29.52,Card,Hip-Hop,4,7,9,True
5383,3-day Pass,2025-05-01,30,Male,3,34.02,23.71,17.98,Card,Rock,8,9,3,True
5384,3-day Pass,2025-05-01,22,Female,4,25.0,44.76,25.26,Card,Hip-Hop,6,6,2,True
5385,3-day Pass,2025-05-02,26,Male,4,29.24,12.66,63.17,Cash,Pop,1,9,8,True
5386,3-day Pass,2025-05-02,27,Other,2,6.06,15.95,72.28,Card,Reggaeton,1,7,8,True
5387,3-day Pass,2025-05-03,29,Male,2,23.25,37.48,73.88,Cash,Rock,8,8,6,True
5388,3-day Pass,2025-05-01,31,Female,3,31.12,1.38,19.31,Card,Rock,7,9,5,False
834,VIP,2025-05-02,26,Female,3,11.29,24.14,30.26,Cash,Rock,8,7,3,True
2142,3-day Pass,2025-05-03,30,Male,4,48.26,35.56,3.52,Card,Rock,1,8,4,True
1807,3-day Pass,2025-05-03,26,Female,5,28.35,38.62,46.82,Cash,Rock,6,8,4,False
5389,VIP,2025-05-03,26,Female,4,16.74,18.04,31.22,Card,Rock,4,8,3,True
5390,VIP,2025-05-02,22,Female,2,49.76,59.81,57.56,Card,Hip-Hop,2,6,3,False
603,1-day Pass,2025-05-01,20,Female,3,19.11,28.36,66.28,Cash,Rock,2,6,8,True
5391,3-day Pass,2025-05-03,24,Female,4,12.57,54.36,15.13,Cash,Hip-Hop,6,10,4,False
1361,1-day Pass,2025-05-03,27,Male,4,48.15,34.98,65.99,Card,Reggaeton,8,10,6,False
5392,3-day Pass,2025-05-03,18,Male,2,13.26,39.46,87.09,Card,Rock,8,8,2,True
5393,3-day Pass,2025-05-01,23,Male,4,48.45,46.08,91.81,Cash,Rock,8,7,7,True
3953,3-day Pass,2025-05-01,28,Female,3,10.46,20.55,52.58,Card,Pop,2,7,6,True
5394,VIP,2025-05-01,24,Female,3,26.15,9.0,95.76,Card,Rock,9,9,4,True
5395,3-day Pass,2025-05-02,26,Female,3,47.44,6.66,46.85,Card,Pop,6,6,4,True
4372,3-day Pass,2025-05-02,19,Male,3,23.15,22.99,10.19,Cash,Rock,4,8,2,False
5396,VIP,2025-05-02,19,Female,3,24.09,18.83,29.7,Card,Rock,8,6,4,True
5397,VIP,2025-05-02,26,Male,2,4.52,23.53,97.85,Card,Pop,1,6,7,True
5398,VIP,2025-05-03,29,Female,4,31.14,51.35,91.73,Festival App,Pop,3,9,6,True
4709,3-day Pass,2025-05-03,26,Female,3,0.57,5.19,12.95,Card,Rock,7,8,2,True
5399,VIP,2025-05-03,23,Male,2,18.6,31.57,87.18,Card,Rock,8,8,10,False
2781,VIP,2025-05-02,24,Male,3,13.42,21.13,56.87,Card,Hip-Hop,8,7,2,False
5400,3-day Pass,2025-05-01,27,Female,5,49.68,2.27,86.9,Card,Electronic,8,8,3,True
1813,VIP,2025-05-02,22,Male,1,3.51,53.53,9.15,Card,Hip-Hop,8,9,3,True
3281,3-day Pass,2025-05-03,24,Female,3,42.32,18.92,54.17,Card,Pop,8,9,3,False
5401,3-day Pass,2025-05-01,22,Male,2,8.26,40.8,99.7,Card,Pop,6,7,5,True
5402,VIP,2025-05-01,25,Female,5,40.72,39.27,8.83,Card,Hip-Hop,1,9,6,True
5403,3-day Pass,2025-05-03,20,Female,4,0.9,47.55,56.25,Cash,Rock,8,8,8,True
4246,1-day Pass,2025-05-01,25,Male,3,29.75,34.88,3.44,Cash,Reggaeton,7,10,6,False
5404,3-day Pass,2025-05-02,28,Female,2,26.87,57.04,64.87,Cash,Reggaeton,10,5,4,False
5405,3-day Pass,2025-05-01,18,Male,3,46.51,34.67,41.77,Card,Hip-Hop,6,1,2,True
1594,1-day Pass,2025-05-03,27,Female,2,13.48,44.03,59.31,Card,Rock,8,6,5,True
5406,3-day Pass,2025-05-01,20,Other,3,21.35,21.11,41.74,Cash,Hip-Hop,1,8,10,False
4867,3-day Pass,2025-05-02,28,Female,4,34.66,21.46,68.23,Card,Reggaeton,6,10,8,True
5407,3-day Pass,2025-05-03,22,Male,3,29.19,5.75,73.03,Card,Rock,8,7,3,True
5408,1-day Pass,2025-05-03,22,Female,4,39.55,7.29,4.45,Card,Rock,4,7,3,False
1750,3-day Pass,2025-05-03,25,Male,2,7.3,17.71,74.49,Card,Pop,6,9,3,True
5409,1-day Pass,2025-05-03,28,Female,4,7.03,53.55,49.1,Card,Rock,1,8,8,True
2722,3-day Pass,2025-05-03,27,Other,5,45.77,29.09,71.32,Card,Rock,1,10,10,True
5410,VIP,2025-05-03,26,Female,3,39.92,31.58,11.85,Card,Rock,6,7,5,True
5109,3-day Pass,2025-05-03,27,Female,4,40.82,24.29,33.74,Card,Pop,2,8,7,True
4020,3-day Pass,2025-05-02,19,Male,3,12.95,54.14,85.13,Card,Reggaeton,3,10,8,False
5411,1-day Pass,2025-05-01,24,Male,4,16.69,34.98,88.09,Cash,Rock,9,8,3,False
5412,1-day Pass,2025-05-01,26,Male,4,44.26,37.21,29.04,Cash,Pop,8,7,6,True
1372,VIP,2025-05-03,26,Male,3,17.52,33.92,26.41,Card,Rock,9,7,4,True
1507,3-day Pass,2025-05-02,18,Female,2,0.29,32.0,63.45,Card,Reggaeton,4,8,4,False
3175,1-day Pass,2025-05-01,20,Female,5,13.5,9.87,13.44,Cash,Rock,8,7,3,True
5413,VIP,2025-05-02,30,Male,3,20.09,15.96,68.04,Card,Rock,4,6,3,False
5414,3-day Pass,2025-05-01,19,Female,2,0.15,21.47,45.65,Card,Electronic,8,9,3,True
5415,1-day Pass,2025-05-01,24,Female,5,16.18,59.58,12.47,Card,Reggaeton,7,10,6,True
4950,1-day Pass,2025-05-03,20,Female,3,4.53,56.7,40.26,Card,Electronic,4,8,7,True
3781,3-day Pass,2025-05-02,28,Female,4,4.79,19.24,23.69,Festival App,Pop,1,7,4,True
5416,VIP,2025-05-01,27,Female,2,22.64,19.79,33.23,Cash,Pop,1,7,7,True
5417,1-day Pass,2025-05-01,27,Male,3,23.84,18.91,65.53,Card,Pop,6,6,9,False
869,1-day Pass,2025-05-02,26,Female,4,5.38,52.31,25.58,Cash,Reggaeton,8,7,10,True
5418,VIP,2025-05-01,30,Other,5,5.77,53.91,86.97,Card,Rock,8,9,5,False
5419,1-day Pass,2025-05-02,25,Female,5,0.59,8.44,98.7,Card,Rock,8,7,6,False
5420,3-day Pass,2025-05-02,27,Female,2,49.1,50.02,11.82,Card,Rock,7,8,6,False
5421,3-day Pass,2025-05-01,27,Male,2,32.23,25.3,89.29,Cash,Pop,8,8,10,False
5422,3-day Pass,2025-05-03,20,Male,5,36.74,7.71,56.5,Cash,Pop,1,7,7,True
5423,VIP,2025-05-03,29,Male,5,23.88,28.03,7.25,Cash,Rock,5,7,5,True
5424,VIP,2025-05-02,18,Male,2,26.37,6.98,89.56,Card,Hip-Hop,1,10,6,True
5425,1-day Pass,2025-05-03,25,Other,1,1.63,26.36,14.89,Cash,Rock,5,9,6,True
5426,3-day Pass,2025-05-01,29,Male,3,44.15,51.94,97.62,Card,Electronic,3,9,6,False
5031,3-day Pass,2025-05-01,20,Female,3,32.55,9.35,96.0,Card,Rock,7,9,3,True
5427,VIP,2025-05-03,31,Other,3,43.11,42.02,36.36,Cash,Reggaeton,7,6,4,True
1077,VIP,2025-05-01,27,Male,2,23.81,26.87,21.28,Cash,Rock,4,6,7,False
707,1-day Pass,2025-05-03,26,Female,3,49.88,4.51,34.8,Festival App,Rock,8,7,6,False
5428,1-day Pass,2025-05-01,21,Male,1,16.95,43.72,25.82,Cash,Reggaeton,2,5,2,True
3169,3-day Pass,2025-05-01,18,Female,3,7.08,23.45,4.51,Card,Pop,1,7,6,True
4384,3-day Pass,2025-05-03,21,Female,3,37.57,3.43,94.53,Card,Pop,7,7,3,True
2471,VIP,2025-05-01,19,Male,3,40.67,9.59,30.82,Card,Reggaeton,3,5,6,True
5429,3-day Pass,2025-05-03,20,Male,2,22.47,16.38,80.69,Cash,Rock,1,10,3,True
5430,3-day Pass,2025-05-03,24,Male,5,10.83,10.44,87.34,Cash,Rock,8,9,3,True
4213,3-day Pass,2025-05-02,18,Female,3,12.05,10.37,16.19,Card,Rock,8,8,10,True
5431,1-day Pass,2025-05-03,33,Male,1,28.0,26.46,14.66,Card,Rock,1,9,6,False
3518,3-day Pass,2025-05-01,21,Male,4,3.38,14.16,95.81,Card,Reggaeton,10,9,2,True
5290,3-day Pass,2025-05-01,18,Male,4,49.27,30.64,19.12,Cash,Hip-Hop,8,9,6,False
5432,VIP,2025-05-01,26,Male,2,39.14,15.79,45.55,Cash,Rock,8,10,3,True
1539,3-day Pass,2025-05-01,19,Male,5,49.49,51.72,62.42,Cash,Reggaeton,1,6,6,True
5433,3-day Pass,2025-05-02,30,Female,2,5.52,47.86,48.29,Card,Hip-Hop,8,10,1,False
938,VIP,2025-05-01,26,Female,4,16.34,34.12,39.2,Cash,Pop,2,2,5,True
5434,1-day Pass,2025-05-02,26,Female,3,48.77,38.05,3.57,Card,Pop,8,6,6,True
5435,3-day Pass,2025-05-03,29,Female,1,34.33,35.4,7.84,Card,Hip-Hop,10,8,2,False
5436,3-day Pass,2025-05-01,25,Female,5,45.94,40.64,79.45,Card,Pop,8,7,3,True
3648,3-day Pass,2025-05-01,18,Female,5,7.12,26.0,72.38,Cash,Rock,4,7,3,True
5437,3-day Pass,2025-05-01,23,Male,3,1.95,40.75,12.92,Card,Rock,1,5,10,False
1158,1-day Pass,2025-05-03,32,Female,4,33.4,20.1,88.5,Cash,Rock,5,6,6,False
5438,3-day Pass,2025-05-03,27,Male,3,20.99,51.73,91.28,Card,Reggaeton,9,6,2,True
5439,3-day Pass,2025-05-03,20,Male,4,38.92,9.68,24.43,Card,Pop,8,10,7,True
5440,3-day Pass,2025-05-03,18,Male,5,3.32,10.7,75.37,Card,Hip-Hop,4,8,10,True
5441,3-day Pass,2025-05-03,25,Female,3,8.81,52.59,41.29,Card,Rock,5,8,9,True
5442,3-day Pass,2025-05-02,25,Female,2,1.5,32.59,65.18,Cash,Electronic,6,8,6,True
17,1-day Pass,2025-05-01,24,Male,4,22.71,47.33,98.68,Card,Reggaeton,5,9,2,False
5443,1-day Pass,2025-05-01,19,Female,2,0.42,32.67,34.63,Cash,Hip-Hop,1,6,8,False
5444,VIP,2025-05-02,20,Male,3,35.83,29.05,89.07,Cash,Hip-Hop,8,10,1,True
5445,1-day Pass,2025-05-02,23,Female,4,6.68,14.45,41.31,Cash,Hip-Hop,6,10,1,True
5446,3-day Pass,2025-05-02,29,Female,3,19.58,57.27,9.09,Festival App,Electronic,8,9,3,True
5447,3-day Pass,2025-05-02,21,Male,4,33.67,48.05,9.12,Cash,Pop,2,2,6,True
3941,3-day Pass,2025-05-02,31,Female,3,37.65,39.43,84.01,Card,Hip-Hop,7,8,4,True
2712,3-day Pass,2025-05-01,18,Female,2,26.36,10.65,19.24,Festival App,Hip-Hop,4,9,8,True
5448,1-day Pass,2025-05-02,25,Male,4,42.6,57.29,59.29,Card,Pop,1,7,4,True
5406,VIP,2025-05-02,21,Female,3,43.54,18.01,74.58,Card,Pop,1,7,3,True
5449,3-day Pass,2025-05-03,31,Female,2,36.51,6.17,43.22,Card,Reggaeton,5,10,6,True
5450,3-day Pass,2025-05-03,18,Female,4,23.06,37.57,8.16,Card,Rock,1,2,3,True
5451,3-day Pass,2025-05-02,20,Female,3,39.12,22.43,58.3,Cash,Rock,5,7,6,True
3111,3-day Pass,2025-05-03,30,Male,3,41.83,32.43,25.56,Card,Hip-Hop,10,8,10,True
5452,3-day Pass,2025-05-01,28,Other,4,34.42,35.06,89.52,Cash,Pop,8,8,5,True
5453,3-day Pass,2025-05-03,20,Other,4,30.12,57.53,59.99,Card,Hip-Hop,8,8,4,False
5454,3-day Pass,2025-05-02,24,Female,3,44.86,46.49,39.12,Cash,Rock,8,2,7,True
4214,3-day Pass,2025-05-02,20,Female,5,13.56,51.5,8.23,Card,Pop,7,6,7,True
5455,3-day Pass,2025-05-03,18,Female,2,28.5,43.25,73.77,Card,Hip-Hop,8,10,6,True
5456,1-day Pass,2025-05-01,18,Female,3,49.92,46.03,34.22,Card,Reggaeton,1,10,6,True
5457,3-day Pass,2025-05-03,23,Male,2,9.73,36.93,62.91,Card,Pop,1,1,10,True
1348,3-day Pass,2025-05-02,21,Female,4,13.24,17.39,46.92,Card,Rock,9,9,3,False
5458,VIP,2025-05-03,29,Other,3,17.87,27.7,29.77,Card,Pop,2,8,3,False
5459,1-day Pass,2025-05-01,30,Male,3,35.71,53.1,62.32,Card,Rock,10,10,2,False
2160,1-day Pass,2025-05-02,29,Female,2,32.82,11.19,21.01,Cash,Pop,8,9,6,True
5460,3-day Pass,2025-05-03,23,Female,5,13.24,8.87,70.5,Card,Rock,5,8,7,False
5461,3-day Pass,2025-05-03,18,Male,5,15.41,21.13,47.13,Cash,Pop,4,8,3,True
4428,VIP,2025-05-01,23,Female,5,28.55,58.46,56.82,Card,Pop,8,9,10,True
1439,3-day Pass,2025-05-03,19,Male,3,8.27,57.63,91.01,Cash,Pop,6,7,6,True
5462,1-day Pass,2025-05-01,28,Male,3,35.52,43.75,2.01,Cash,Hip-Hop,1,7,10,True
1629,3-day Pass,2025-05-02,18,Female,2,36.55,44.89,79.65,Cash,Pop,4,6,8,True
5463,3-day Pass,2025-05-01,25,Male,5,9.29,30.56,5.4,Card,Electronic,8,7,3,True
921,VIP,2025-05-01,23,Female,3,44.62,10.9,6.56,Cash,Hip-Hop,1,9,9,True
5464,3-day Pass,2025-05-03,21,Female,5,32.15,31.62,52.21,Cash,Rock,7,8,7,True
5465,VIP,2025-05-02,24,Female,2,27.27,13.17,68.43,Card,Pop,10,7,8,False
5466,3-day Pass,2025-05-01,27,Female,2,36.69,9.56,83.5,Card,Rock,7,8,3,False
5467,3-day Pass,2025-05-03,29,Female,3,37.32,7.29,48.4,Card,Rock,6,8,6,True
5468,VIP,2025-05-03,28,Female,1,21.73,24.72,73.66,Cash,Rock,8,9,7,True
4171,3-day Pass,2025-05-02,23,Female,4,25.47,55.01,31.31,Card,Reggaeton,7,7,6,True
5469,3-day Pass,2025-05-01,25,Female,3,39.5,25.11,0.59,Card,Rock,7,7,2,False
5470,1-day Pass,2025-05-01,18,Female,3,25.95,6.04,15.45,Cash,Pop,1,6,2,False
4717,3-day Pass,2025-05-03,27,Male,3,30.99,43.0,64.8,Card,Pop,3,7,7,True
2117,3-day Pass,2025-05-03,24,Male,4,32.12,59.16,72.37,Card,Electronic,9,10,9,True
731,3-day Pass,2025-05-02,18,Other,3,34.01,41.74,26.8,Cash,Hip-Hop,5,9,10,True
5471,3-day Pass,2025-05-03,28,Female,4,26.11,39.1,29.65,Card,Rock,3,7,8,False
5472,3-day Pass,2025-05-03,25,Male,1,2.31,37.87,82.61,Card,Rock,10,8,9,True
2968,VIP,2025-05-03,32,Female,2,20.76,39.01,5.62,Cash,Hip-Hop,9,8,3,True
5473,3-day Pass,2025-05-02,21,Other,1,41.23,33.57,57.33,Card,Electronic,8,9,4,True
5474,3-day Pass,2025-05-01,27,Female,1,18.78,5.43,41.6,Card,Hip-Hop,7,7,8,False
3009,3-day Pass,2025-05-01,26,Other,3,39.89,41.47,90.63,Festival App,Electronic,5,7,2,True
5475,3-day Pass,2025-05-03,23,Male,2,41.0,10.51,3.2,Card,Rock,8,9,3,True
5476,3-day Pass,2025-05-03,18,Female,5,7.22,30.65,88.44,Cash,Rock,1,10,5,True
5477,VIP,2025-05-02,25,Male,3,45.66,6.66,39.0,Card,Reggaeton,8,7,4,False
5478,3-day Pass,2025-05-01,19,Male,4,6.95,53.16,15.35,Cash,Hip-Hop,7,9,4,False
5479,3-day Pass,2025-05-03,18,Female,2,40.1,5.73,72.05,Card,Reggaeton,1,1,7,True
5480,3-day Pass,2025-05-01,19,Female,4,3.62,13.69,96.66,Card,Pop,8,6,3,False
415,VIP,2025-05-03,29,Female,2,36.81,7.18,14.02,Card,Rock,1,10,8,False
3244,1-day Pass,2025-05-01,26,Female,5,20.76,8.37,68.05,Card,Rock,8,8,7,True
5481,3-day Pass,2025-05-01,19,Female,4,42.37,7.01,41.48,Cash,Hip-Hop,6,8,6,True
5482,1-day Pass,2025-05-01,23,Female,3,5.2,36.01,13.12,Cash,Electronic,1,5,4,True
5483,3-day Pass,2025-05-03,27,Female,4,5.64,59.13,90.74,Card,Electronic,8,5,6,True
789,3-day Pass,2025-05-01,18,Female,5,49.77,17.11,94.03,Card,Reggaeton,3,8,9,True
3380,3-day Pass,2025-05-01,18,Female,3,39.66,26.21,19.95,Cash,Hip-Hop,4,10,6,False
2457,1-day Pass,2025-05-02,18,Female,3,10.23,15.31,81.27,Card,Electronic,10,8,6,False
5484,3-day Pass,2025-05-01,26,Male,3,31.67,32.25,96.22,Card,Rock,8,7,4,True
5485,1-day Pass,2025-05-03,25,Male,4,5.69,21.36,40.9,Card,Pop,8,9,10,False
369,VIP,2025-05-02,18,Male,3,49.24,58.81,38.62,Card,Electronic,7,7,2,True
424,3-day Pass,2025-05-03,24,Female,5,16.12,26.48,18.23,Cash,Electronic,8,7,3,True
5486,3-day Pass,2025-05-02,24,Male,2,39.5,48.46,1.22,Card,Pop,4,7,4,True
5487,3-day Pass,2025-05-02,28,Female,5,21.85,57.95,71.57,Card,Reggaeton,2,9,1,True
5488,3-day Pass,2025-05-02,18,Male,4,15.89,24.5,1.82,Cash,Hip-Hop,10,9,5,True
5489,3-day Pass,2025-05-03,23,Male,5,16.11,21.04,91.81,Card,Rock,3,9,1,False
74,3-day Pass,2025-05-03,29,Female,4,44.78,41.76,63.57,Card,Pop,10,10,4,True
5490,3-day Pass,2025-05-02,23,Female,3,10.94,22.87,28.82,Card,Rock,9,8,2,False
3170,VIP,2025-05-02,24,Male,3,2.74,17.61,58.5,Card,Rock,6,7,4,True
4744,VIP,2025-05-01,28,Male,3,15.21,29.09,88.03,Cash,Hip-Hop,8,2,9,False
5491,3-day Pass,2025-05-01,28,Female,3,47.45,5.62,85.08,Card,Rock,4,9,4,True
5492,3-day Pass,2025-05-03,25,Female,3,27.76,23.92,17.7,Card,Rock,1,7,6,True
5493,3-day Pass,2025-05-03,28,Male,2,32.45,50.43,42.69,Card,Rock,1,6,9,True
5494,3-day Pass,2025-05-03,28,Female,5,18.57,15.03,38.34,Card,Hip-Hop,8,9,10,False
5495,1-day Pass,2025-05-02,23,Female,2,46.36,7.74,59.09,Card,Rock,5,7,8,True
5496,1-day Pass,2025-05-01,28,Female,5,7.75,35.44,96.47,Cash,Pop,6,6,5,False
5497,3-day Pass,2025-05-02,26,Female,4,18.42,21.96,50.91,Card,Rock,1,8,3,True
5498,3-day Pass,2025-05-01,22,Female,5,17.33,21.97,3.62,Card,Rock,6,2,9,True
4990,3-day Pass,2025-05-03,23,Female,4,28.51,50.5,10.23,Card,Pop,8,2,4,True
5499,3-day Pass,2025-05-03,27,Male,5,41.16,46.26,61.86,Card,Hip-Hop,7,10,8,True
5500,1-day Pass,2025-05-03,26,Female,3,12.8,45.57,41.34,Festival App,Reggaeton,1,9,6,False
189,1-day Pass,2025-05-03,22,Male,1,31.57,9.95,32.9,Card,Electronic,1,8,5,True
5501,1-day Pass,2025-05-02,26,Female,4,14.68,41.44,10.89,Cash,Pop,4,9,9,False
5218,VIP,2025-05-02,22,Female,5,46.55,42.46,0.2,Card,Rock,4,6,3,False
5502,1-day Pass,2025-05-03,20,Female,5,42.98,20.06,79.44,Cash,Electronic,5,10,3,True
4797,3-day Pass,2025-05-03,18,Male,4,36.2,15.93,8.64,Card,Pop,4,9,6,True
5503,3-day Pass,2025-05-02,25,Female,4,10.46,1.86,99.78,Card,Pop,4,9,9,True
5504,1-day Pass,2025-05-01,28,Female,2,44.1,33.76,50.05,Card,Pop,4,4,7,True
5505,VIP,2025-05-01,30,Female,3,15.97,34.97,68.91,Card,Rock,2,9,8,False
5506,VIP,2025-05-03,26,Male,4,8.41,37.52,38.11,Card,Pop,8,9,4,True
5507,VIP,2025-05-02,18,Female,4,24.25,2.25,71.84,Card,Pop,7,5,4,True
2146,3-day Pass,2025-05-03,24,Male,3,14.78,15.43,65.27,Cash,Rock,8,10,6,True
5508,VIP,2025-05-02,33,Female,4,49.43,15.63,3.21,Card,Electronic,5,5,6,True
5509,3-day Pass,2025-05-01,26,Female,3,46.85,19.61,76.78,Cash,Rock,8,6,7,True
5510,3-day Pass,2025-05-01,19,Male,5,39.46,2.68,12.43,Cash,Hip-Hop,4,10,2,False
5511,1-day Pass,2025-05-01,31,Male,4,10.41,3.71,88.47,Card,Electronic,8,10,2,True
839,1-day Pass,2025-05-02,28,Male,3,14.41,44.31,6.58,Cash,Hip-Hop,10,8,1,False
5512,3-day Pass,2025-05-01,21,Male,5,4.0,1.13,60.68,Card,Rock,2,9,5,False
5513,1-day Pass,2025-05-01,27,Male,3,21.66,24.95,85.98,Card,Pop,6,7,5,True
4156,3-day Pass,2025-05-02,27,Female,5,26.68,53.7,25.9,Card,Electronic,8,9,4,True
5133,3-day Pass,2025-05-01,22,Female,4,30.94,23.13,51.01,Cash,Electronic,8,7,4,True
5514,3-day Pass,2025-05-01,21,Male,3,21.7,6.99,65.86,Cash,Rock,4,9,7,False
898,3-day Pass,2025-05-01,26,Male,2,46.9,20.93,73.32,Cash,Rock,2,10,3,True
5515,VIP,2025-05-02,22,Male,2,20.23,41.95,21.07,Card,Rock,8,8,4,True
5516,3-day Pass,2025-05-02,31,Female,1,43.0,47.37,62.04,Card,Reggaeton,4,8,3,True
5517,3-day Pass,2025-05-01,20,Female,3,36.26,12.04,91.91,Festival App,Reggaeton,7,7,7,True
608,3-day Pass,2025-05-01,18,Male,2,37.21,7.8,2.07,Cash,Pop,6,9,10,False
5518,3-day Pass,2025-05-02,28,Male,2,41.32,11.43,43.26,Card,Hip-Hop,9,9,7,True
5519,VIP,2025-05-01,29,Male,4,12.38,9.53,73.8,Cash,Hip-Hop,8,8,7,True
1195,3-day Pass,2025-05-02,26,Male,3,8.05,48.67,12.21,Cash,Pop,8,7,4,True
5251,1-day Pass,2025-05-02,32,Female,2,11.45,32.16,17.21,Card,Hip-Hop,6,8,6,True
5520,3-day Pass,2025-05-02,28,Male,1,47.65,4.72,57.33,Card,Hip-Hop,4,8,3,True
5521,VIP,2025-05-02,27,Female,5,7.3,51.32,14.04,Card,Rock,7,9,8,True
710,VIP,2025-05-03,31,Female,1,22.3,21.16,11.01,Card,Rock,8,8,3,False
5522,3-day Pass,2025-05-03,23,Male,4,22.69,22.53,37.01,Cash,Pop,1,8,7,True
5523,1-day Pass,2025-05-03,21,Male,5,43.5,24.79,84.59,Cash,Reggaeton,4,7,5,False
2587,VIP,2025-05-01,24,Male,2,7.96,15.04,43.03,Card,Hip-Hop,5,10,4,True
5305,VIP,2025-05-01,18,Female,5,11.78,6.76,75.29,Cash,Pop,8,7,6,True
5524,3-day Pass,2025-05-02,30,Female,2,18.3,0.01,63.58,Card,Electronic,6,8,8,True
3715,3-day Pass,2025-05-01,26,Female,3,2.31,27.09,16.58,Card,Hip-Hop,5,8,10,True
5525,VIP,2025-05-03,26,Male,4,9.24,5.27,91.38,Card,Rock,8,10,6,True
2952,3-day Pass,2025-05-03,19,Male,2,31.26,36.29,14.21,Card,Hip-Hop,3,6,7,True
5526,1-day Pass,2025-05-03,18,Male,5,8.75,35.19,49.02,Cash,Pop,1,9,2,True
4576,3-day Pass,2025-05-01,28,Male,2,9.45,44.97,37.93,Card,Reggaeton,8,6,10,True
3918,3-day Pass,2025-05-03,25,Other,5,33.19,30.9,69.49,Card,Pop,2,9,10,True
2099,3-day Pass,2025-05-02,28,Female,4,25.99,22.81,54.83,Card,Rock,8,9,3,False
5527,VIP,2025-05-03,20,Male,4,15.94,46.48,44.87,Card,Rock,6,10,3,True
5528,VIP,2025-05-02,27,Female,3,28.89,57.44,98.6,Card,Rock,7,8,9,True
676,VIP,2025-05-02,18,Female,4,40.41,22.39,4.37,Card,Hip-Hop,7,4,1,False
5529,3-day Pass,2025-05-02,23,Female,2,16.19,25.67,25.75,Festival App,Pop,5,8,6,True
4236,VIP,2025-05-01,28,Male,2,24.22,17.43,91.62,Card,Pop,1,9,6,False
675,1-day Pass,2025-05-02,29,Male,4,14.43,46.83,91.88,Card,Hip-Hop,9,8,6,True
4253,VIP,2025-05-03,24,Male,5,21.57,48.57,18.84,Card,Electronic,4,9,8,True
1390,1-day Pass,2025-05-01,20,Female,3,41.38,27.23,49.43,Card,Hip-Hop,9,5,2,False
5530,3-day Pass,2025-05-03,26,Female,5,40.4,59.78,79.34,Card,Pop,10,6,2,False
5531,3-day Pass,2025-05-02,25,Male,3,4.46,17.06,28.77,Cash,Electronic,8,10,6,True
5532,1-day Pass,2025-05-02,19,Female,2,10.02,30.98,41.55,Card,Reggaeton,6,10,4,False
5533,3-day Pass,2025-05-01,20,Female,3,11.77,2.0,79.12,Card,Pop,1,6,2,False
5381,VIP,2025-05-03,29,Male,1,37.76,29.65,81.81,Cash,Reggaeton,3,1,6,True
5534,VIP,2025-05-01,27,Female,5,5.73,46.38,44.29,Festival App,Rock,6,10,4,False
3801,3-day Pass,2025-05-03,18,Female,5,3.02,50.01,68.01,Cash,Pop,8,9,3,True
3916,3-day Pass,2025-05-02,22,Male,2,19.81,0.84,16.29,Card,Rock,8,5,6,True
5535,VIP,2025-05-01,24,Female,4,41.22,33.26,66.25,Cash,Rock,9,10,6,True
5160,VIP,2025-05-01,23,Female,5,23.28,50.33,25.66,Cash,Electronic,8,7,6,True
2333,3-day Pass,2025-05-01,26,Female,1,9.22,34.97,20.87,Card,Rock,2,8,10,True
5495,3-day Pass,2025-05-03,21,Male,4,20.44,52.24,78.25,Card,Hip-Hop,8,10,1,True
1688,3-day Pass,2025-05-02,18,Female,3,32.78,0.22,68.3,Cash,Pop,5,6,8,False
5454,3-day Pass,2025-05-01,19,Female,5,29.02,39.92,68.23,Cash,Hip-Hop,1,8,3,True
5536,3-day Pass,2025-05-02,28,Female,5,13.85,24.49,32.18,Cash,Reggaeton,8,10,8,False
5537,3-day Pass,2025-05-01,18,Male,3,30.07,44.78,16.23,Card,Rock,4,7,2,True
5538,VIP,2025-05-03,29,Female,1,29.31,18.33,40.78,Cash,Pop,8,7,2,True
4377,3-day Pass,2025-05-02,18,Female,5,2.56,26.59,59.96,Card,Pop,8,8,6,True
2953,1-day Pass,2025-05-02,26,Male,3,34.85,10.76,31.97,Card,Rock,8,8,9,False
5539,3-day Pass,2025-05-01,18,Female,5,15.81,38.15,54.57,Card,Hip-Hop,8,7,6,True
5540,VIP,2025-05-02,24,Male,2,17.38,50.95,67.0,Cash,Rock,7,6,3,True
3452,VIP,2025-05-01,27,Male,4,46.95,2.64,44.42,Cash,Rock,8,7,6,True
3019,1-day Pass,2025-05-01,26,Male,3,39.6,47.47,12.17,Card,Rock,8,8,4,True
5541,3-day Pass,2025-05-02,18,Female,5,29.95,29.06,49.03,Card,Reggaeton,4,7,6,False
5542,3-day Pass,2025-05-02,18,Female,4,20.72,48.41,27.91,Cash,Pop,5,10,3,True
