ticket_id,attendance_date,gender,age,age_group,ticket_type,favourite_genre,group_size,group_type,is_multiday,recommend_to_friend
4726,2025-05-03,Male,23,18-24,3-day Pass,Pop,5,Group,True,True
4727,2025-05-03,Male,18,18-24,3-day Pass,Pop,3,Group,True,True
781,2025-05-03,Female,21,18-24,3-day Pass,Rock,4,Group,True,False
4728,2025-05-02,Male,26,25-34,VIP,Electronic,4,Group,True,True
623,2025-05-02,Male,25,25-34,3-day Pass,Pop,3,Group,True,False
1034,2025-05-02,Female,28,25-34,3-day Pass,Pop,5,Group,True,True
4347,2025-05-01,Male,18,18-24,1-day Pass,Rock,3,Group,False,True
4729,2025-05-01,Male,18,18-24,3-day Pass,Rock,2,Couple,True,True
4730,2025-05-03,Male,19,18-24,3-day Pass,Pop,5,Group,True,True
4731,2025-05-02,Female,18,18-24,3-day Pass,Electronic,3,Group,True,False
344,2025-05-01,Male,25,25-34,3-day Pass,Pop,5,Group,True,True
4732,2025-05-02,Female,23,18-24,3-day Pass,Rock,1,Individual,True,True
2063,2025-05-01,Male,23,18-24,VIP,Rock,3,Group,True,False
4459,2025-05-02,Male,18,18-24,3-day Pass,Rock,3,Group,True,True
4733,2025-05-02,Female,25,25-34,3-day Pass,Hip-Hop,1,Individual,True,True
4734,2025-05-01,Male,26,25-34,1-day Pass,Pop,3,Group,False,False
4735,2025-05-02,Male,25,25-34,3-day Pass,Hip-Hop,3,Group,True,False
4140,2025-05-02,Male,26,25-34,VIP,Rock,5,Group,True,True
4736,2025-05-03,Male,27,25-34,3-day Pass,Electronic,4,Group,True,True
4737,2025-05-02,Female,26,25-34,1-day Pass,Pop,2,Couple,False,True
3693,2025-05-02,Female,18,18-24,1-day Pass,Electronic,4,Group,False,True
4738,2025-05-01,Female,19,18-24,VIP,Reggaeton,1,Individual,True,False
2415,2025-05-02,Male,30,25-34,VIP,Pop,1,Individual,True,True
4739,2025-05-01,Male,18,18-24,3-day Pass,Hip-Hop,2,Couple,True,True
4740,2025-05-01,Male,29,25-34,1-day Pass,Hip-Hop,1,Individual,False,False
4741,2025-05-02,Female,30,25-34,3-day Pass,Hip-Hop,4,Group,True,False
4742,2025-05-02,Female,23,18-24,3-day Pass,Rock,4,Group,True,True
4743,2025-05-02,Male,23,18-24,3-day Pass,Electronic,2,Couple,True,True
4744,2025-05-02,Female,18,18-24,VIP,Reggaeton,4,Group,True,False
1513,2025-05-01,Male,26,25-34,3-day Pass,Hip-Hop,5,Group,True,True
4745,2025-05-01,Female,28,25-34,1-day Pass,Rock,1,Individual,False,False
4746,2025-05-03,Male,28,25-34,1-day Pass,Rock,2,Couple,False,True
4747,2025-05-03,Female,18,18-24,3-day Pass,Rock,4,Group,True,True
4748,2025-05-02,Female,26,25-34,3-day Pass,Pop,5,Group,True,False
2050,2025-05-01,Male,18,18-24,3-day Pass,Hip-Hop,2,Couple,True,True
4749,2025-05-03,Female,19,18-24,3-day Pass,Hip-Hop,4,Group,True,False
4750,2025-05-01,Male,18,18-24,3-day Pass,Pop,1,Individual,True,True
4751,2025-05-03,Female,27,25-34,3-day Pass,Rock,2,Couple,True,False
4752,2025-05-01,Female,18,18-24,1-day Pass,Hip-Hop,3,Group,False,True
4753,2025-05-02,Female,26,25-34,3-day Pass,Reggaeton,2,Couple,True,False
1022,2025-05-02,Male,30,25-34,1-day Pass,Hip-Hop,5,Group,False,True
4754,2025-05-03,Female,32,25-34,3-day Pass,Hip-Hop,3,Group,True,True
4658,2025-05-02,Female,21,18-24,VIP,Electronic,3,Group,True,True
4755,2025-05-02,Male,22,18-24,VIP,Rock,5,Group,True,True
4756,2025-05-03,Female,27,25-34,VIP,Pop,3,Group,True,False
3922,2025-05-01,Female,30,25-34,3-day Pass,Pop,5,Group,True,True
4757,2025-05-02,Female,27,25-34,3-day Pass,Rock,3,Group,True,False
864,2025-05-03,Male,26,25-34,3-day Pass,Pop,3,Group,True,True
4758,2025-05-01,Female,18,18-24,1-day Pass,Hip-Hop,4,Group,False,True
4759,2025-05-02,Male,24,18-24,1-day Pass,Hip-Hop,4,Group,False,False
4760,2025-05-02,Female,29,25-34,3-day Pass,Hip-Hop,4,Group,True,True
4219,2025-05-02,Female,22,18-24,3-day Pass,Rock,1,Individual,True,True
4136,2025-05-03,Male,31,25-34,1-day Pass,Rock,3,Group,False,True
4761,2025-05-03,Female,18,18-24,1-day Pass,Hip-Hop,4,Group,False,True
4762,2025-05-02,Female,30,25-34,1-day Pass,Pop,1,Individual,False,True
692,2025-05-01,Female,19,18-24,1-day Pass,Hip-Hop,3,Group,False,True
3787,2025-05-03,Other,29,25-34,3-day Pass,Rock,2,Couple,True,False
4763,2025-05-03,Male,27,25-34,3-day Pass,Rock,2,Couple,True,False
567,2025-05-03,Female,23,18-24,3-day Pass,Pop,3,Group,True,True
4764,2025-05-02,Male,21,18-24,3-day Pass,Rock,3,Group,True,True
4765,2025-05-02,Male,25,25-34,3-day Pass,Pop,4,Group,True,True
913,2025-05-01,Male,19,18-24,3-day Pass,Hip-Hop,2,Couple,True,False
3592,2025-05-01,Female,23,18-24,VIP,Rock,4,Group,True,True
4766,2025-05-01,Other,25,25-34,3-day Pass,Rock,5,Group,True,False
4767,2025-05-02,Female,20,18-24,3-day Pass,Pop,3,Group,True,False
4768,2025-05-01,Male,20,18-24,3-day Pass,Rock,4,Group,True,False
4769,2025-05-03,Other,25,25-34,VIP,Rock,2,Couple,True,True
4770,2025-05-02,Female,18,18-24,1-day Pass,Rock,4,Group,False,False
401,2025-05-01,Female,20,18-24,3-day Pass,Hip-Hop,5,Group,True,False
4771,2025-05-03,Female,26,25-34,VIP,Pop,3,Group,True,False
4772,2025-05-01,Female,33,25-34,3-day Pass,Pop,4,Group,True,False
3684,2025-05-01,Male,28,25-34,VIP,Hip-Hop,5,Group,True,True
4773,2025-05-03,Male,28,25-34,3-day Pass,Rock,4,Group,True,False
3660,2025-05-03,Female,22,18-24,VIP,Rock,4,Group,True,False
4774,2025-05-02,Female,27,25-34,3-day Pass,Rock,2,Couple,True,True
4775,2025-05-01,Female,18,18-24,3-day Pass,Hip-Hop,3,Group,True,True
4776,2025-05-02,Female,27,25-34,3-day Pass,Reggaeton,3,Group,True,False
1117,2025-05-01,Female,27,25-34,VIP,Rock,5,Group,True,True
4777,2025-05-01,Male,18,18-24,VIP,Rock,2,Couple,True,True
4778,2025-05-02,Female,25,25-34,3-day Pass,Hip-Hop,2,Couple,True,False
1205,2025-05-01,Male,30,25-34,VIP,Reggaeton,5,Group,True,True
4779,2025-05-03,Male,32,25-34,3-day Pass,Rock,4,Group,True,True
4780,2025-05-03,Male,28,25-34,3-day Pass,Hip-Hop,5,Group,True,False
4781,2025-05-01,Other,30,25-34,3-day Pass,Pop,2,Couple,True,True
4782,2025-05-02,Female,19,18-24,3-day Pass,Hip-Hop,4,Group,True,True
4783,2025-05-03,Female,22,18-24,1-day Pass,Rock,1,Individual,False,False
4784,2025-05-02,Male,27,25-34,3-day Pass,Rock,3,Group,True,True
4785,2025-05-01,Female,20,18-24,3-day Pass,Reggaeton,5,Group,True,True
4786,2025-05-03,Female,27,25-34,3-day Pass,Rock,1,Individual,True,False
4292,2025-05-02,Male,24,18-24,VIP,Reggaeton,5,Group,True,False
4787,2025-05-02,Female,18,18-24,VIP,Electronic,2,Couple,True,False
1732,2025-05-01,Male,28,25-34,3-day Pass,Rock,5,Group,True,True
4788,2025-05-01,Female,18,18-24,VIP,Pop,5,Group,True,True
4789,2025-05-01,Female,25,25-34,3-day Pass,Rock,4,Group,True,False
4790,2025-05-01,Female,20,18-24,3-day Pass,Rock,3,Group,True,False
4791,2025-05-02,Female,25,25-34,VIP,Pop,3,Group,True,True
4792,2025-05-01,Female,31,25-34,VIP,Pop,2,Couple,True,False
4793,2025-05-01,Female,21,18-24,VIP,Hip-Hop,5,Group,True,True
4794,2025-05-01,Male,19,18-24,VIP,Rock,5,Group,True,True
4795,2025-05-01,Other,24,18-24,3-day Pass,Reggaeton,5,Group,True,True
4796,2025-05-02,Male,25,25-34,3-day Pass,Pop,2,Couple,True,True
4797,2025-05-01,Male,30,25-34,1-day Pass,Pop,3,Group,False,True
4798,2025-05-03,Male,27,25-34,3-day Pass,Rock,3,Group,True,True
4799,2025-05-02,Female,22,18-24,VIP,Pop,4,Group,True,True
4800,2025-05-03,Male,24,18-24,VIP,Rock,5,Group,True,True
4801,2025-05-03,Female,19,18-24,VIP,Hip-Hop,3,Group,True,False
4802,2025-05-01,Female,25,25-34,3-day Pass,Electronic,4,Group,True,True
4803,2025-05-01,Male,30,25-34,VIP,Electronic,3,Group,True,True
4804,2025-05-03,Male,24,18-24,3-day Pass,Hip-Hop,3,Group,True,True
4805,2025-05-02,Female,25,25-34,3-day Pass,Electronic,1,Individual,True,True
4806,2025-05-02,Male,28,25-34,VIP,Rock,3,Group,True,True
4807,2025-05-02,Male,23,18-24,3-day Pass,Hip-Hop,5,Group,True,True
4808,2025-05-01,Male,25,25-34,3-day Pass,Pop,3,Group,True,True
133,2025-05-02,Male,18,18-24,VIP,Rock,4,Group,True,True
4809,2025-05-01,Female,18,18-24,VIP,Reggaeton,5,Group,True,False
4810,2025-05-01,Male,24,18-24,3-day Pass,Hip-Hop,2,Couple,True,False
4811,2025-05-03,Male,26,25-34,3-day Pass,Reggaeton,4,Group,True,False
4812,2025-05-02,Male,27,25-34,3-day Pass,Pop,3,Group,True,True
4813,2025-05-03,Female,30,25-34,VIP,Rock,3,Group,True,False
4814,2025-05-01,Female,29,25-34,1-day Pass,Electronic,5,Group,False,True
4815,2025-05-01,Female,30,25-34,3-day Pass,Rock,2,Couple,True,True
4816,2025-05-02,Female,29,25-34,1-day Pass,Rock,5,Group,False,True
4817,2025-05-02,Male,30,25-34,VIP,Hip-Hop,4,Group,True,True
4818,2025-05-01,Female,27,25-34,VIP,Electronic,5,Group,True,False
4819,2025-05-01,Male,26,25-34,3-day Pass,Pop,4,Group,True,False
4820,2025-05-01,Male,18,18-24,3-day Pass,Pop,2,Couple,True,False
4821,2025-05-03,Male,25,25-34,3-day Pass,Pop,5,Group,True,True
1978,2025-05-01,Female,18,18-24,3-day Pass,Rock,4,Group,True,True
4822,2025-05-03,Male,29,25-34,VIP,Rock,3,Group,True,True
4823,2025-05-02,Female,20,18-24,VIP,Hip-Hop,2,Couple,True,True
4824,2025-05-03,Male,18,18-24,VIP,Reggaeton,2,Couple,True,True
4825,2025-05-01,Male,23,18-24,3-day Pass,Electronic,2,Couple,True,True
1776,2025-05-01,Female,24,18-24,VIP,Hip-Hop,1,Individual,True,False
4826,2025-05-02,Female,19,18-24,3-day Pass,Reggaeton,3,Group,True,True
4827,2025-05-03,Other,19,18-24,3-day Pass,Pop,3,Group,True,True
4828,2025-05-02,Female,28,25-34,VIP,Electronic,3,Group,True,False
4829,2025-05-01,Male,24,18-24,VIP,Hip-Hop,3,Group,True,True
2692,2025-05-01,Male,27,25-34,3-day Pass,Rock,4,Group,True,True
4830,2025-05-02,Male,27,25-34,VIP,Rock,5,Group,True,True
4831,2025-05-02,Male,33,25-34,1-day Pass,Pop,4,Group,False,False
4832,2025-05-01,Female,23,18-24,3-day Pass,Rock,4,Group,True,True
4321,2025-05-02,Female,30,25-34,VIP,Reggaeton,2,Couple,True,True
4833,2025-05-02,Female,23,18-24,3-day Pass,Pop,3,Group,True,False
4834,2025-05-01,Female,18,18-24,3-day Pass,Rock,2,Couple,True,True
4835,2025-05-03,Female,18,18-24,1-day Pass,Pop,5,Group,False,False
3459,2025-05-03,Female,24,18-24,3-day Pass,Rock,1,Individual,True,False
4836,2025-05-03,Male,19,18-24,VIP,Rock,4,Group,True,False
200,2025-05-01,Male,29,25-34,3-day Pass,Pop,4,Group,True,True
2311,2025-05-02,Female,28,25-34,1-day Pass,Hip-Hop,2,Couple,False,False
4837,2025-05-01,Female,32,25-34,VIP,Rock,3,Group,True,False
4838,2025-05-03,Female,26,25-34,VIP,Hip-Hop,2,Couple,True,True
4839,2025-05-02,Male,25,25-34,3-day Pass,Reggaeton,5,Group,True,True
1084,2025-05-02,Female,23,18-24,1-day Pass,Pop,2,Couple,False,True
4840,2025-05-02,Other,18,18-24,1-day Pass,Rock,4,Group,False,True
4841,2025-05-02,Female,27,25-34,3-day Pass,Rock,1,Individual,True,True
1709,2025-05-03,Male,28,25-34,3-day Pass,Electronic,3,Group,True,True
4842,2025-05-01,Male,21,18-24,VIP,Reggaeton,3,Group,True,False
4843,2025-05-02,Male,18,18-24,3-day Pass,Hip-Hop,5,Group,True,True
4844,2025-05-02,Male,30,25-34,1-day Pass,Pop,1,Individual,False,False
4845,2025-05-03,Female,20,18-24,VIP,Pop,2,Couple,True,False
4846,2025-05-03,Male,27,25-34,3-day Pass,Rock,3,Group,True,False
3566,2025-05-02,Male,29,25-34,1-day Pass,Rock,3,Group,False,True
4847,2025-05-03,Male,21,18-24,3-day Pass,Rock,2,Couple,True,True
4848,2025-05-02,Male,23,18-24,VIP,Reggaeton,4,Group,True,True
4849,2025-05-02,Female,29,25-34,1-day Pass,Hip-Hop,2,Couple,False,True
340,2025-05-03,Other,23,18-24,1-day Pass,Rock,3,Group,False,False
749,2025-05-02,Female,29,25-34,1-day Pass,Electronic,4,Group,False,True
4850,2025-05-03,Female,26,25-34,VIP,Electronic,1,Individual,True,True
4851,2025-05-01,Female,29,25-34,3-day Pass,Rock,3,Group,True,False
4852,2025-05-03,Male,28,25-34,3-day Pass,Rock,4,Group,True,False
4853,2025-05-03,Female,28,25-34,1-day Pass,Pop,3,Group,False,False
194,2025-05-03,Other,25,25-34,VIP,Hip-Hop,2,Couple,True,False
4854,2025-05-03,Female,18,18-24,3-day Pass,Rock,4,Group,True,True
50,2025-05-02,Male,26,25-34,3-day Pass,Hip-Hop,5,Group,True,True
4855,2025-05-02,Male,27,25-34,3-day Pass,Hip-Hop,4,Group,True,True
4856,2025-05-02,Female,21,18-24,VIP,Reggaeton,3,Group,True,False
4857,2025-05-03,Male,24,18-24,1-day Pass,Electronic,5,Group,False,True
4858,2025-05-01,Female,26,25-34,VIP,Rock,2,Couple,True,True
326,2025-05-01,Female,27,25-34,3-day Pass,Rock,3,Group,True,True
3685,2025-05-02,Male,18,18-24,3-day Pass,Pop,1,Individual,True,True
4859,2025-05-03,Female,30,25-34,VIP,Reggaeton,5,Group,True,False
4335,2025-05-01,Female,26,25-34,3-day Pass,Hip-Hop,1,Individual,True,True
4860,2025-05-01,Male,28,25-34,1-day Pass,Pop,2,Couple,False,True
4861,2025-05-02,Female,22,18-24,3-day Pass,Pop,1,Individual,True,False
4862,2025-05-03,Male,21,18-24,3-day Pass,Pop,4,Group,True,True
4863,2025-05-03,Male,18,18-24,3-day Pass,Pop,3,Group,True,True
4864,2025-05-03,Female,30,25-34,1-day Pass,Rock,4,Group,False,False
2843,2025-05-01,Female,18,18-24,3-day Pass,Rock,5,Group,True,False
4865,2025-05-03,Female,28,25-34,1-day Pass,Hip-Hop,4,Group,False,True
4866,2025-05-03,Male,21,18-24,3-day Pass,Pop,3,Group,True,False
3918,2025-05-01,Female,30,25-34,3-day Pass,Rock,3,Group,True,True
4420,2025-05-02,Female,18,18-24,3-day Pass,Pop,4,Group,True,True
4867,2025-05-03,Male,18,18-24,3-day Pass,Pop,3,Group,True,True
4868,2025-05-03,Female,24,18-24,3-day Pass,Pop,2,Couple,True,False
4869,2025-05-03,Female,24,18-24,3-day Pass,Pop,3,Group,True,False
4870,2025-05-03,Female,24,18-24,3-day Pass,Pop,4,Group,True,True
4871,2025-05-02,Female,24,18-24,3-day Pass,Reggaeton,3,Group,True,True
4872,2025-05-01,Female,22,18-24,3-day Pass,Hip-Hop,1,Individual,True,True
4873,2025-05-03,Female,27,25-34,1-day Pass,Rock,2,Couple,False,True
4874,2025-05-01,Other,22,18-24,3-day Pass,Hip-Hop,2,Couple,True,False
1601,2025-05-03,Female,18,18-24,3-day Pass,Pop,4,Group,True,True
4875,2025-05-03,Female,18,18-24,VIP,Rock,2,Couple,True,True
4876,2025-05-01,Other,18,18-24,1-day Pass,Hip-Hop,4,Group,False,False
4877,2025-05-01,Male,27,25-34,1-day Pass,Rock,5,Group,False,True
4878,2025-05-03,Female,29,25-34,VIP,Hip-Hop,2,Couple,True,True
4879,2025-05-02,Female,22,18-24,3-day Pass,Electronic,3,Group,True,True
4880,2025-05-02,Male,27,25-34,3-day Pass,Pop,3,Group,True,True
4881,2025-05-01,Female,19,18-24,3-day Pass,Rock,3,Group,True,False
4882,2025-05-01,Female,21,18-24,3-day Pass,Rock,5,Group,True,True
4883,2025-05-02,Other,18,18-24,3-day Pass,Rock,4,Group,True,True
4884,2025-05-02,Female,23,18-24,3-day Pass,Pop,1,Individual,True,True
4885,2025-05-02,Female,27,25-34,VIP,Rock,2,Couple,True,False
4886,2025-05-02,Female,24,18-24,3-day Pass,Rock,5,Group,True,True
4887,2025-05-01,Male,26,25-34,3-day Pass,Pop,5,Group,True,True
4888,2025-05-03,Male,18,18-24,1-day Pass,Electronic,5,Group,False,True
4889,2025-05-01,Female,30,25-34,3-day Pass,Rock,3,Group,True,False
4890,2025-05-01,Female,22,18-24,3-day Pass,Hip-Hop,5,Group,True,True
4891,2025-05-03,Female,26,25-34,3-day Pass,Hip-Hop,3,Group,True,True
4892,2025-05-01,Male,24,18-24,3-day Pass,Rock,3,Group,True,False
820,2025-05-01,Male,31,25-34,3-day Pass,Rock,3,Group,True,False
3963,2025-05-03,Female,26,25-34,3-day Pass,Hip-Hop,3,Group,True,True
4893,2025-05-03,Female,24,18-24,3-day Pass,Rock,5,Group,True,True
2436,2025-05-03,Male,18,18-24,3-day Pass,Pop,3,Group,True,True
4894,2025-05-01,Female,20,18-24,3-day Pass,Rock,5,Group,True,False
4895,2025-05-03,Female,18,18-24,3-day Pass,Reggaeton,3,Group,True,True
4896,2025-05-01,Female,20,18-24,3-day Pass,Rock,4,Group,True,True
4897,2025-05-02,Other,26,25-34,VIP,Pop,2,Couple,True,False
4898,2025-05-03,Female,30,25-34,3-day Pass,Pop,3,Group,True,False
4899,2025-05-02,Male,21,18-24,VIP,Hip-Hop,3,Group,True,False
4900,2025-05-02,Other,23,18-24,3-day Pass,Pop,4,Group,True,True
4901,2025-05-03,Female,28,25-34,3-day Pass,Electronic,2,Couple,True,True
4902,2025-05-03,Female,31,25-34,VIP,Rock,5,Group,True,True
4903,2025-05-02,Male,18,18-24,3-day Pass,Rock,4,Group,True,True
4904,2025-05-03,Female,25,25-34,3-day Pass,Rock,5,Group,True,False
4905,2025-05-02,Male,27,25-34,VIP,Pop,1,Individual,True,False
4906,2025-05-01,Male,18,18-24,3-day Pass,Rock,4,Group,True,False
4907,2025-05-01,Female,20,18-24,3-day Pass,Hip-Hop,3,Group,True,True
4908,2025-05-01,Female,27,25-34,3-day Pass,Pop,2,Couple,True,False
4909,2025-05-03,Female,26,25-34,VIP,Rock,4,Group,True,True
4910,2025-05-01,Female,22,18-24,1-day Pass,Rock,2,Couple,False,False
4911,2025-05-03,Female,26,25-34,3-day Pass,Hip-Hop,3,Group,True,True
4912,2025-05-02,Male,29,25-34,VIP,Pop,4,Group,True,False
4913,2025-05-01,Female,22,18-24,VIP,Hip-Hop,5,Group,True,True
4914,2025-05-03,Other,22,18-24,3-day Pass,Rock,2,Couple,True,False
4915,2025-05-02,Male,18,18-24,3-day Pass,Pop,5,Group,True,True
4916,2025-05-01,Male,21,18-24,3-day Pass,Reggaeton,5,Group,True,False
4917,2025-05-01,Male,25,25-34,3-day Pass,Hip-Hop,2,Couple,True,True
3312,2025-05-03,Female,18,18-24,3-day Pass,Hip-Hop,4,Group,True,False
4388,2025-05-03,Female,24,18-24,3-day Pass,Pop,4,Group,True,False
324,2025-05-01,Female,24,18-24,VIP,Hip-Hop,3,Group,True,False
4918,2025-05-01,Male,21,18-24,1-day Pass,Reggaeton,4,Group,False,False
4134,2025-05-02,Female,24,18-24,3-day Pass,Reggaeton,2,Couple,True,True
4919,2025-05-03,Male,25,25-34,1-day Pass,Reggaeton,3,Group,False,False
2828,2025-05-03,Male,26,25-34,3-day Pass,Pop,4,Group,True,True
4920,2025-05-03,Female,22,18-24,3-day Pass,Pop,1,Individual,True,True
4921,2025-05-03,Male,23,18-24,3-day Pass,Reggaeton,3,Group,True,True
2754,2025-05-01,Female,21,18-24,VIP,Pop,1,Individual,True,False
4922,2025-05-02,Male,22,18-24,3-day Pass,Hip-Hop,4,Group,True,True
4923,2025-05-01,Female,36,35-44,VIP,Electronic,3,Group,True,False
4924,2025-05-03,Female,23,18-24,1-day Pass,Reggaeton,4,Group,False,True
4925,2025-05-01,Male,29,25-34,3-day Pass,Rock,4,Group,True,True
4926,2025-05-02,Male,23,18-24,VIP,Rock,5,Group,True,False
4927,2025-05-02,Male,28,25-34,VIP,Rock,4,Group,True,True
4928,2025-05-01,Female,18,18-24,3-day Pass,Hip-Hop,3,Group,True,True
4929,2025-05-03,Female,27,25-34,1-day Pass,Rock,3,Group,False,False
493,2025-05-02,Female,18,18-24,3-day Pass,Pop,2,Couple,True,False
4930,2025-05-02,Female,21,18-24,VIP,Pop,4,Group,True,True
4931,2025-05-03,Female,25,25-34,3-day Pass,Rock,2,Couple,True,True
4932,2025-05-03,Male,25,25-34,3-day Pass,Pop,4,Group,True,True
4933,2025-05-01,Male,27,25-34,VIP,Rock,4,Group,True,True
1764,2025-05-02,Female,27,25-34,3-day Pass,Rock,5,Group,True,False
4035,2025-05-01,Female,26,25-34,VIP,Rock,2,Couple,True,True
812,2025-05-01,Male,29,25-34,3-day Pass,Hip-Hop,3,Group,True,False
4934,2025-05-02,Male,32,25-34,1-day Pass,Rock,3,Group,False,True
4898,2025-05-02,Female,18,18-24,3-day Pass,Rock,4,Group,True,False
3624,2025-05-03,Female,26,25-34,VIP,Electronic,2,Couple,True,False
4935,2025-05-02,Male,18,18-24,3-day Pass,Rock,5,Group,True,True
4601,2025-05-02,Female,26,25-34,VIP,Reggaeton,4,Group,True,True
4936,2025-05-02,Female,18,18-24,VIP,Rock,3,Group,True,False
506,2025-05-02,Male,18,18-24,3-day Pass,Rock,4,Group,True,False
4937,2025-05-02,Female,30,25-34,VIP,Rock,3,Group,True,False
4938,2025-05-01,Male,18,18-24,3-day Pass,Rock,3,Group,True,True
2742,2025-05-01,Male,32,25-34,3-day Pass,Hip-Hop,5,Group,True,True
4939,2025-05-03,Female,21,18-24,1-day Pass,Hip-Hop,3,Group,False,True
4940,2025-05-01,Female,25,25-34,3-day Pass,Rock,2,Couple,True,True
4941,2025-05-02,Male,18,18-24,3-day Pass,Hip-Hop,2,Couple,True,True
4942,2025-05-03,Male,18,18-24,3-day Pass,Pop,2,Couple,True,False
4289,2025-05-02,Female,21,18-24,3-day Pass,Rock,5,Group,True,False
4943,2025-05-02,Other,27,25-34,3-day Pass,Reggaeton,2,Couple,True,False
4944,2025-05-02,Female,19,18-24,1-day Pass,Rock,3,Group,False,False
4945,2025-05-01,Male,22,18-24,VIP,Rock,3,Group,True,True
4946,2025-05-01,Male,26,25-34,3-day Pass,Hip-Hop,4,Group,True,True
4947,2025-05-02,Male,23,18-24,VIP,Hip-Hop,3,Group,True,False
829,2025-05-01,Female,25,25-34,3-day Pass,Rock,5,Group,True,True
4948,2025-05-02,Male,19,18-24,3-day Pass,Pop,4,Group,True,True
4949,2025-05-03,Male,28,25-34,3-day Pass,Rock,5,Group,True,True
4950,2025-05-02,Male,18,18-24,3-day Pass,Pop,3,Group,True,True
4951,2025-05-03,Female,18,18-24,3-day Pass,Pop,3,Group,True,True
4952,2025-05-02,Female,27,25-34,3-day Pass,Rock,1,Individual,True,False
1951,2025-05-01,Other,29,25-34,VIP,Pop,4,Group,True,False
2227,2025-05-03,Female,30,25-34,VIP,Electronic,2,Couple,True,False
3976,2025-05-01,Female,28,25-34,VIP,Rock,3,Group,True,False
4953,2025-05-02,Male,26,25-34,1-day Pass,Pop,4,Group,False,False
4954,2025-05-02,Female,18,18-24,3-day Pass,Pop,3,Group,True,True
4955,2025-05-01,Female,29,25-34,3-day Pass,Hip-Hop,4,Group,True,False
832,2025-05-01,Female,25,25-34,VIP,Hip-Hop,4,Group,True,True
4956,2025-05-02,Male,23,18-24,3-day Pass,Rock,4,Group,True,True
4957,2025-05-03,Female,28,25-34,3-day Pass,Hip-Hop,2,Couple,True,True
4958,2025-05-03,Male,23,18-24,3-day Pass,Rock,5,Group,True,False
4959,2025-05-02,Female,24,18-24,1-day Pass,Rock,2,Couple,False,True
1126,2025-05-02,Female,24,18-24,3-day Pass,Electronic,5,Group,True,True
4960,2025-05-01,Female,25,25-34,3-day Pass,Pop,3,Group,True,True
4961,2025-05-02,Female,29,25-34,3-day Pass,Rock,1,Individual,True,False
4962,2025-05-01,Female,25,25-34,3-day Pass,Reggaeton,5,Group,True,False
4963,2025-05-02,Male,22,18-24,3-day Pass,Hip-Hop,4,Group,True,True
4964,2025-05-01,Other,25,25-34,3-day Pass,Pop,2,Couple,True,False
4965,2025-05-03,Male,29,25-34,VIP,Pop,3,Group,True,True
4966,2025-05-03,Female,18,18-24,3-day Pass,Rock,2,Couple,True,True
4967,2025-05-03,Male,18,18-24,1-day Pass,Electronic,5,Group,False,True
4968,2025-05-03,Other,18,18-24,VIP,Pop,1,Individual,True,False
4622,2025-05-01,Female,18,18-24,3-day Pass,Rock,5,Group,True,True
4969,2025-05-03,Female,26,25-34,3-day Pass,Pop,3,Group,True,False
4970,2025-05-02,Female,27,25-34,3-day Pass,Pop,5,Group,True,True
4623,2025-05-01,Male,18,18-24,1-day Pass,Pop,3,Group,False,False
308,2025-05-01,Female,22,18-24,VIP,Rock,5,Group,True,True
4971,2025-05-03,Female,22,18-24,1-day Pass,Rock,2,Couple,False,False
4972,2025-05-03,Male,26,25-34,3-day Pass,Pop,3,Group,True,True
4973,2025-05-01,Female,28,25-34,VIP,Reggaeton,1,Individual,True,True
1891,2025-05-02,Female,27,25-34,3-day Pass,Rock,1,Individual,True,False
4974,2025-05-01,Other,28,25-34,1-day Pass,Electronic,4,Group,False,False
4975,2025-05-02,Female,20,18-24,3-day Pass,Hip-Hop,5,Group,True,True
4976,2025-05-01,Female,18,18-24,VIP,Rock,3,Group,True,True
4977,2025-05-02,Male,25,25-34,3-day Pass,Electronic,1,Individual,True,True
4978,2025-05-01,Male,26,25-34,3-day Pass,Reggaeton,5,Group,True,False
4979,2025-05-02,Male,21,18-24,VIP,Pop,3,Group,True,True
4980,2025-05-02,Female,21,18-24,1-day Pass,Hip-Hop,3,Group,False,False
4981,2025-05-03,Female,27,25-34,3-day Pass,Pop,3,Group,True,False
1469,2025-05-01,Male,29,25-34,VIP,Rock,5,Group,True,True
4982,2025-05-01,Male,26,25-34,3-day Pass,Rock,5,Group,True,True
4908,2025-05-03,Male,29,25-34,3-day Pass,Rock,2,Couple,True,True
4983,2025-05-03,Female,31,25-34,3-day Pass,Rock,1,Individual,True,False
4984,2025-05-03,Male,18,18-24,3-day Pass,Hip-Hop,4,Group,True,True
4985,2025-05-01,Female,33,25-34,3-day Pass,Pop,2,Couple,True,True
4986,2025-05-01,Female,24,18-24,3-day Pass,Hip-Hop,3,Group,True,True
4987,2025-05-02,Female,20,18-24,3-day Pass,Rock,4,Group,True,True
4988,2025-05-02,Male,29,25-34,3-day Pass,Pop,5,Group,True,True
4989,2025-05-03,Male,21,18-24,3-day Pass,Rock,3,Group,True,True
2229,2025-05-01,Female,18,18-24,1-day Pass,Pop,3,Group,False,True
1987,2025-05-03,Male,28,25-34,3-day Pass,Pop,1,Individual,True,False
4018,2025-05-01,Female,23,18-24,3-day Pass,Pop,3,Group,True,True
3585,2025-05-02,Other,22,18-24,3-day Pass,Electronic,2,Couple,True,False
