ticket_id,ticket_type,attendance_date,age,gender,group_size,food_expense,drink_expense,merch_expense,payment_method,favourite_genre,satisfaction_rating,security_rating,cleanliness_rating,recommend_to_friend,spent_that_day,mean_rating,is_multiday,age_group,satisfaction_level,cleanliness_level,security_level,group_type
869,1-day Pass,2025-05-02,26,Female,4,5.38,52.31,25.58,Cash,Reggaeton,5.0,7.5,6.0,True,83.27,6.17,False,25-34,Low,Medium,Medium,Group
5418,VIP,2025-05-01,30,Other,5,5.77,53.91,86.97,Card,Rock,8.0,9.0,5.0,False,146.65,7.33,True,25-34,Medium,Low,High,Group
5419,1-day Pass,2025-05-02,25,Female,5,0.59,8.44,98.7,Card,Rock,8.0,7.0,6.0,False,107.73,7.0,False,25-34,Medium,Medium,Medium,Group
5420,3-day Pass,2025-05-02,27,Female,2,49.1,50.02,11.82,Card,Rock,7.5,8.0,7.0,False,110.94,7.5,True,25-34,Medium,Medium,Medium,Couple
5421,3-day Pass,2025-05-01,27,Male,2,32.23,25.3,89.29,Cash,Pop,4.5,9.0,8.0,False,146.82,7.17,True,25-34,Low,Medium,High,Couple
5422,3-day Pass,2025-05-03,20,Male,5,36.74,7.71,56.5,Cash,Pop,1.0,7.0,7.0,True,100.95,5.0,True,18-24,Low,Medium,Medium,Group
5423,VIP,2025-05-03,29,Male,5,23.88,28.03,7.25,Cash,Rock,5.0,7.0,5.0,True,59.16,5.67,True,25-34,Low,Low,Medium,Group
5424,VIP,2025-05-02,18,Male,2,26.37,6.98,89.56,Card,Hip-Hop,1.0,10.0,6.0,True,122.91,5.67,True,18-24,Low,Medium,High,Couple
5425,1-day Pass,2025-05-03,25,Other,1,1.63,26.36,14.89,Cash,Rock,5.0,8.5,4.0,True,42.88,5.83,False,25-34,Low,Low,High,Individual
5426,3-day Pass,2025-05-01,29,Male,3,44.15,51.94,97.62,Card,Electronic,5.33,8.33,6.0,False,193.71,6.55,True,25-34,Medium,Medium,High,Group
5031,3-day Pass,2025-05-01,20,Female,3,32.55,9.35,96.0,Card,Rock,7.5,8.5,2.0,True,137.9,6.0,True,18-24,Medium,Low,High,Group
5427,VIP,2025-05-03,31,Other,3,43.11,42.02,36.36,Cash,Reggaeton,8.0,5.5,3.5,True,121.49,5.67,True,25-34,Medium,Low,Medium,Group
1077,VIP,2025-05-01,27,Male,2,23.81,26.87,21.28,Cash,Rock,5.33,8.67,5.33,False,71.96,6.44,True,25-34,Medium,Medium,High,Couple
707,1-day Pass,2025-05-03,26,Female,3,49.88,4.51,34.8,Festival App,Rock,7.0,9.0,5.67,False,89.19,7.22,False,25-34,Medium,Medium,High,Group
5428,1-day Pass,2025-05-01,21,Male,1,16.95,43.72,25.82,Cash,Reggaeton,2.0,5.0,2.0,True,86.49,3.0,False,18-24,Low,Low,Low,Individual
3169,3-day Pass,2025-05-01,18,Female,3,7.08,23.45,4.51,Card,Pop,4.5,7.0,6.0,True,35.04,5.83,True,18-24,Low,Medium,Medium,Group
4384,3-day Pass,2025-05-03,21,Female,3,37.57,3.43,94.53,Card,Pop,6.67,7.33,4.67,True,135.53,6.22,True,18-24,Medium,Low,Medium,Group
2471,VIP,2025-05-01,19,Male,3,40.67,9.59,30.82,Card,Reggaeton,6.0,7.0,6.0,True,81.08,6.33,True,18-24,Medium,Medium,Medium,Group
5429,3-day Pass,2025-05-03,20,Male,2,22.47,16.38,80.69,Cash,Rock,1.5,10.0,4.0,True,119.54,5.17,True,18-24,Low,Low,High,Couple
5430,3-day Pass,2025-05-03,24,Male,5,10.83,10.44,87.34,Cash,Rock,8.0,9.0,3.0,True,108.61,6.67,True,18-24,Medium,Low,High,Group
4213,3-day Pass,2025-05-02,18,Female,3,12.05,10.37,16.19,Card,Rock,6.0,7.67,9.0,True,38.61,7.56,True,18-24,Medium,High,Medium,Group
5431,1-day Pass,2025-05-03,33,Male,1,28.0,26.46,14.66,Card,Rock,4.33,8.0,6.0,False,69.12,6.11,False,25-34,Low,Medium,Medium,Individual
3518,3-day Pass,2025-05-01,21,Male,4,3.38,14.16,95.81,Card,Reggaeton,7.0,8.33,5.33,True,113.35,6.89,True,18-24,Medium,Medium,High,Group
5290,3-day Pass,2025-05-01,18,Male,4,49.27,30.64,19.12,Cash,Hip-Hop,4.5,8.5,5.0,False,99.03,6.0,True,18-24,Low,Low,High,Group
5432,VIP,2025-05-01,26,Male,2,39.14,15.79,45.55,Cash,Rock,8.0,10.0,3.0,True,100.48,7.0,True,25-34,Medium,Low,High,Couple
1539,3-day Pass,2025-05-01,19,Male,5,49.49,51.72,62.42,Cash,Reggaeton,4.67,7.33,5.67,True,163.63,5.89,True,18-24,Low,Medium,Medium,Group
5433,3-day Pass,2025-05-02,30,Female,2,5.52,47.86,48.29,Card,Hip-Hop,7.33,9.33,4.67,False,101.67,7.11,True,25-34,Medium,Low,High,Couple
938,VIP,2025-05-01,26,Female,4,16.34,34.12,39.2,Cash,Pop,6.33,3.67,6.67,True,89.66,5.56,True,25-34,Medium,Medium,Low,Group
5434,1-day Pass,2025-05-02,26,Female,3,48.77,38.05,3.57,Card,Pop,9.0,7.0,7.5,True,90.39,7.83,False,25-34,High,Medium,Medium,Group
5435,3-day Pass,2025-05-03,29,Female,1,34.33,35.4,7.84,Card,Hip-Hop,10.0,8.0,2.0,False,77.57,6.67,True,25-34,High,Low,Medium,Individual
5436,3-day Pass,2025-05-01,25,Female,5,45.94,40.64,79.45,Card,Pop,6.33,6.67,4.67,True,166.03,5.89,True,25-34,Medium,Low,Medium,Group
3648,3-day Pass,2025-05-01,18,Female,5,7.12,26.0,72.38,Cash,Rock,4.0,8.33,3.33,True,105.5,5.22,True,18-24,Low,Low,High,Group
5437,3-day Pass,2025-05-01,23,Male,3,1.95,40.75,12.92,Card,Rock,1.0,5.0,10.0,False,55.62,5.33,True,18-24,Low,High,Low,Group
1158,1-day Pass,2025-05-03,32,Female,4,33.4,20.1,88.5,Cash,Rock,4.5,7.0,5.5,False,142.0,5.67,False,25-34,Low,Medium,Medium,Group
5438,3-day Pass,2025-05-03,27,Male,3,20.99,51.73,91.28,Card,Reggaeton,9.0,6.0,2.0,True,164.0,5.67,True,25-34,High,Low,Medium,Group
5439,3-day Pass,2025-05-03,20,Male,4,38.92,9.68,24.43,Card,Pop,6.0,8.5,5.0,True,73.03,6.5,True,18-24,Medium,Low,High,Group
5440,3-day Pass,2025-05-03,18,Male,5,3.32,10.7,75.37,Card,Hip-Hop,4.0,8.0,10.0,True,89.39,7.33,True,18-24,Low,High,Medium,Group
5441,3-day Pass,2025-05-03,25,Female,3,8.81,52.59,41.29,Card,Rock,5.0,8.0,9.0,True,102.69,7.33,True,25-34,Low,High,Medium,Group
5442,3-day Pass,2025-05-02,25,Female,2,1.5,32.59,65.18,Cash,Electronic,3.5,8.0,7.5,True,99.27,6.33,True,25-34,Low,Medium,Medium,Couple
17,1-day Pass,2025-05-01,24,Male,4,22.71,47.33,98.68,Card,Reggaeton,6.5,9.5,2.5,False,168.72,6.17,False,18-24,Medium,Low,High,Group
5443,1-day Pass,2025-05-01,19,Female,2,0.42,32.67,34.63,Cash,Hip-Hop,4.33,7.0,8.0,False,67.72,6.44,False,18-24,Low,Medium,Medium,Couple
5444,VIP,2025-05-02,20,Male,3,35.83,29.05,89.07,Cash,Hip-Hop,8.0,10.0,1.0,True,153.95,6.33,True,18-24,Medium,Low,High,Group
5445,1-day Pass,2025-05-02,23,Female,4,6.68,14.45,41.31,Cash,Hip-Hop,8.0,8.5,2.5,True,62.44,6.33,False,18-24,Medium,Low,High,Group
5446,3-day Pass,2025-05-02,29,Female,3,19.58,57.27,9.09,Festival App,Electronic,8.0,9.0,3.0,True,85.94,6.67,True,25-34,Medium,Low,High,Group
5447,3-day Pass,2025-05-02,21,Male,4,33.67,48.05,9.12,Cash,Pop,2.0,2.0,6.0,True,90.84,3.33,True,18-24,Low,Medium,Low,Group
3941,3-day Pass,2025-05-02,31,Female,3,37.65,39.43,84.01,Card,Hip-Hop,5.33,8.67,4.33,True,161.09,6.11,True,25-34,Medium,Low,High,Group
2712,3-day Pass,2025-05-01,18,Female,2,26.36,10.65,19.24,Festival App,Hip-Hop,3.67,9.0,4.0,True,56.25,5.56,True,18-24,Low,Low,High,Couple
5448,1-day Pass,2025-05-02,25,Male,4,42.6,57.29,59.29,Card,Pop,1.0,7.0,4.0,True,159.18,4.0,False,25-34,Low,Low,Medium,Group
5406,VIP,2025-05-02,21,Female,3,43.54,18.01,74.58,Card,Pop,1.0,7.5,6.5,True,136.13,5.0,True,18-24,Low,Medium,Medium,Group
5449,3-day Pass,2025-05-03,31,Female,2,36.51,6.17,43.22,Card,Reggaeton,3.0,7.5,5.5,True,85.9,5.33,True,25-34,Low,Medium,Medium,Couple
5450,3-day Pass,2025-05-03,18,Female,4,23.06,37.57,8.16,Card,Rock,1.0,2.0,3.0,True,68.79,2.0,True,18-24,Low,Low,Low,Group
5451,3-day Pass,2025-05-02,20,Female,3,39.12,22.43,58.3,Cash,Rock,6.0,8.0,6.0,True,119.85,6.67,True,18-24,Medium,Medium,Medium,Group
3111,3-day Pass,2025-05-03,30,Male,3,41.83,32.43,25.56,Card,Hip-Hop,6.33,8.33,6.67,True,99.82,7.11,True,25-34,Medium,Medium,High,Group
5452,3-day Pass,2025-05-01,28,Other,4,34.42,35.06,89.52,Cash,Pop,8.0,8.0,5.0,True,159.0,7.0,True,25-34,Medium,Low,Medium,Group
5453,3-day Pass,2025-05-03,20,Other,4,30.12,57.53,59.99,Card,Hip-Hop,4.5,7.0,4.0,False,147.64,5.17,True,18-24,Low,Low,Medium,Group
5454,3-day Pass,2025-05-02,24,Female,3,44.86,46.49,39.12,Cash,Rock,4.5,5.0,5.0,True,130.47,4.83,True,18-24,Low,Low,Low,Group
4214,3-day Pass,2025-05-02,20,Female,5,13.56,51.5,8.23,Card,Pop,7.0,7.0,8.0,True,73.29,7.33,True,18-24,Medium,Medium,Medium,Group
5455,3-day Pass,2025-05-03,18,Female,2,28.5,43.25,73.77,Card,Hip-Hop,8.0,10.0,6.0,True,145.52,8.0,True,18-24,Medium,Medium,High,Couple
5456,1-day Pass,2025-05-01,18,Female,3,49.92,46.03,34.22,Card,Reggaeton,4.5,7.5,6.5,True,130.17,6.17,False,18-24,Low,Medium,Medium,Group
5457,3-day Pass,2025-05-03,23,Male,2,9.73,36.93,62.91,Card,Pop,1.0,1.0,10.0,True,109.57,4.0,True,18-24,Low,High,Low,Couple
1348,3-day Pass,2025-05-02,21,Female,4,13.24,17.39,46.92,Card,Rock,7.33,7.33,5.0,False,77.55,6.55,True,18-24,Medium,Low,Medium,Group
5458,VIP,2025-05-03,29,Other,3,17.87,27.7,29.77,Card,Pop,1.5,5.0,3.0,False,75.34,3.17,True,25-34,Low,Low,Low,Group
5459,1-day Pass,2025-05-01,30,Male,3,35.71,53.1,62.32,Card,Rock,10.0,10.0,2.0,False,151.13,7.33,False,25-34,High,Low,High,Group
2160,1-day Pass,2025-05-02,29,Female,2,32.82,11.19,21.01,Cash,Pop,8.0,8.5,6.0,True,65.02,7.5,False,25-34,Medium,Medium,High,Couple
5460,3-day Pass,2025-05-03,23,Female,5,13.24,8.87,70.5,Card,Rock,5.0,8.0,7.0,False,92.61,6.67,True,18-24,Low,Medium,Medium,Group
5461,3-day Pass,2025-05-03,18,Male,5,15.41,21.13,47.13,Cash,Pop,5.33,7.0,2.33,True,83.67,4.89,True,18-24,Medium,Low,Medium,Group
4428,VIP,2025-05-01,23,Female,5,28.55,58.46,56.82,Card,Pop,8.0,8.5,7.5,True,143.83,8.0,True,18-24,Medium,Medium,High,Group
1439,3-day Pass,2025-05-03,19,Male,3,8.27,57.63,91.01,Cash,Pop,7.33,7.67,4.67,True,156.91,6.56,True,18-24,Medium,Low,Medium,Group
5462,1-day Pass,2025-05-01,28,Male,3,35.52,43.75,2.01,Cash,Hip-Hop,1.0,7.0,10.0,True,81.28,6.0,False,25-34,Low,High,Medium,Group
1629,3-day Pass,2025-05-02,18,Female,2,36.55,44.89,79.65,Cash,Pop,3.0,7.5,8.5,True,161.09,6.33,True,18-24,Low,High,Medium,Couple
5463,3-day Pass,2025-05-01,25,Male,5,9.29,30.56,5.4,Card,Electronic,8.0,7.0,3.0,True,45.25,6.0,True,25-34,Medium,Low,Medium,Group
921,VIP,2025-05-01,23,Female,3,44.62,10.9,6.56,Cash,Hip-Hop,3.0,8.0,6.67,True,62.08,5.89,True,18-24,Low,Medium,Medium,Group
5464,3-day Pass,2025-05-03,21,Female,5,32.15,31.62,52.21,Cash,Rock,7.0,8.0,7.0,True,115.98,7.33,True,18-24,Medium,Medium,Medium,Group
5465,VIP,2025-05-02,24,Female,2,27.27,13.17,68.43,Card,Pop,7.0,7.5,5.0,False,108.87,6.5,True,18-24,Medium,Low,Medium,Couple
5466,3-day Pass,2025-05-01,27,Female,2,36.69,9.56,83.5,Card,Rock,8.0,4.5,3.0,False,129.75,5.17,True,25-34,Medium,Low,Low,Couple
5467,3-day Pass,2025-05-03,29,Female,3,37.32,7.29,48.4,Card,Rock,7.0,8.5,7.5,True,93.01,7.67,True,25-34,Medium,Medium,High,Group
5468,VIP,2025-05-03,28,Female,1,21.73,24.72,73.66,Cash,Rock,8.0,9.0,7.0,True,120.11,8.0,True,25-34,Medium,Medium,High,Individual
4171,3-day Pass,2025-05-02,23,Female,4,25.47,55.01,31.31,Card,Reggaeton,7.0,8.5,6.5,True,111.79,7.33,True,18-24,Medium,Medium,High,Group
5469,3-day Pass,2025-05-01,25,Female,3,39.5,25.11,0.59,Card,Rock,7.0,7.0,2.0,False,65.2,5.33,True,25-34,Medium,Low,Medium,Group
5470,1-day Pass,2025-05-01,18,Female,3,25.95,6.04,15.45,Cash,Pop,1.0,6.0,2.0,False,47.44,3.0,False,18-24,Low,Low,Medium,Group
4717,3-day Pass,2025-05-03,27,Male,3,30.99,43.0,64.8,Card,Pop,5.33,7.67,5.0,True,138.79,6.0,True,25-34,Medium,Low,Medium,Group
2117,3-day Pass,2025-05-03,24,Male,4,32.12,59.16,72.37,Card,Electronic,6.67,8.33,5.67,True,163.65,6.89,True,18-24,Medium,Medium,High,Group
731,3-day Pass,2025-05-02,18,Other,3,34.01,41.74,26.8,Cash,Hip-Hop,7.67,7.0,5.33,True,102.55,6.67,True,18-24,Medium,Medium,Medium,Group
5471,3-day Pass,2025-05-03,28,Female,4,26.11,39.1,29.65,Card,Rock,5.5,7.5,5.0,False,94.86,6.0,True,25-34,Medium,Low,Medium,Group
5472,3-day Pass,2025-05-03,25,Male,1,2.31,37.87,82.61,Card,Rock,5.5,6.0,8.0,True,122.79,6.5,True,25-34,Medium,Medium,Medium,Individual
2968,VIP,2025-05-03,32,Female,2,20.76,39.01,5.62,Cash,Hip-Hop,9.0,9.0,4.5,True,65.39,7.5,True,25-34,High,Low,High,Couple
5473,3-day Pass,2025-05-02,21,Other,1,41.23,33.57,57.33,Card,Electronic,8.0,9.0,4.0,True,132.13,7.0,True,18-24,Medium,Low,High,Individual
5474,3-day Pass,2025-05-01,27,Female,1,18.78,5.43,41.6,Card,Hip-Hop,7.0,7.0,8.0,False,65.81,7.33,True,25-34,Medium,Medium,Medium,Individual
3009,3-day Pass,2025-05-01,26,Other,3,39.89,41.47,90.63,Festival App,Electronic,7.0,7.5,1.5,True,171.99,5.33,True,25-34,Medium,Low,Medium,Group
5475,3-day Pass,2025-05-03,23,Male,2,41.0,10.51,3.2,Card,Rock,8.0,9.0,3.0,True,54.71,6.67,True,18-24,Medium,Low,High,Couple
5476,3-day Pass,2025-05-03,18,Female,5,7.22,30.65,88.44,Cash,Rock,1.0,10.0,5.0,True,126.31,5.33,True,18-24,Low,Low,High,Group
5477,VIP,2025-05-02,25,Male,3,45.66,6.66,39.0,Card,Reggaeton,8.0,6.5,4.0,False,91.32,6.17,True,25-34,Medium,Low,Medium,Group
5478,3-day Pass,2025-05-01,19,Male,4,6.95,53.16,15.35,Cash,Hip-Hop,4.67,8.33,3.67,False,75.46,5.56,True,18-24,Low,Low,High,Group
5479,3-day Pass,2025-05-03,18,Female,2,40.1,5.73,72.05,Card,Reggaeton,1.0,1.0,7.0,True,117.88,3.0,True,18-24,Low,Medium,Low,Couple
5480,3-day Pass,2025-05-01,19,Female,4,3.62,13.69,96.66,Card,Pop,8.0,6.0,3.0,False,113.97,5.67,True,18-24,Medium,Low,Medium,Group
415,VIP,2025-05-03,29,Female,2,36.81,7.18,14.02,Card,Rock,4.5,8.5,8.0,False,58.01,7.0,True,25-34,Low,Medium,High,Couple
3244,1-day Pass,2025-05-01,26,Female,5,20.76,8.37,68.05,Card,Rock,7.33,8.33,5.33,True,97.18,7.0,False,25-34,Medium,Medium,High,Group
5481,3-day Pass,2025-05-01,19,Female,4,42.37,7.01,41.48,Cash,Hip-Hop,5.5,9.0,4.0,True,90.86,6.17,True,18-24,Medium,Low,High,Group
5482,1-day Pass,2025-05-01,23,Female,3,5.2,36.01,13.12,Cash,Electronic,3.5,6.5,3.5,True,54.33,4.5,False,18-24,Low,Low,Medium,Group
5483,3-day Pass,2025-05-03,27,Female,4,5.64,59.13,90.74,Card,Electronic,8.0,6.5,7.5,True,155.51,7.33,True,25-34,Medium,Medium,Medium,Group
789,3-day Pass,2025-05-01,18,Female,5,49.77,17.11,94.03,Card,Reggaeton,5.0,8.33,5.0,True,160.91,6.11,True,18-24,Low,Low,High,Group
3380,3-day Pass,2025-05-01,18,Female,3,39.66,26.21,19.95,Cash,Hip-Hop,6.0,10.0,4.0,False,85.82,6.67,True,18-24,Medium,Low,High,Group
2457,1-day Pass,2025-05-02,18,Female,3,10.23,15.31,81.27,Card,Electronic,6.67,7.67,4.67,False,106.81,6.34,False,18-24,Medium,Low,Medium,Group
5484,3-day Pass,2025-05-01,26,Male,3,31.67,32.25,96.22,Card,Rock,8.0,8.0,5.5,True,160.14,7.17,True,25-34,Medium,Medium,Medium,Group
5485,1-day Pass,2025-05-03,25,Male,4,5.69,21.36,40.9,Card,Pop,8.0,9.0,10.0,False,67.95,9.0,False,25-34,Medium,High,High,Group
369,VIP,2025-05-02,18,Male,3,49.24,58.81,38.62,Card,Electronic,5.5,4.0,3.5,True,146.67,4.33,True,18-24,Medium,Low,Low,Group
424,3-day Pass,2025-05-03,24,Female,5,16.12,26.48,18.23,Cash,Electronic,5.5,8.0,4.5,True,60.83,6.0,True,18-24,Medium,Low,Medium,Group
5486,3-day Pass,2025-05-02,24,Male,2,39.5,48.46,1.22,Card,Pop,4.0,7.0,4.0,True,89.18,5.0,True,18-24,Low,Low,Medium,Couple
5487,3-day Pass,2025-05-02,28,Female,5,21.85,57.95,71.57,Card,Reggaeton,2.0,9.0,1.0,True,151.37,4.0,True,25-34,Low,Low,High,Group
5488,3-day Pass,2025-05-02,18,Male,4,15.89,24.5,1.82,Cash,Hip-Hop,7.0,9.5,4.5,True,42.21,7.0,True,18-24,Medium,Low,High,Group
5489,3-day Pass,2025-05-03,23,Male,5,16.11,21.04,91.81,Card,Rock,3.0,9.0,1.0,False,128.96,4.33,True,18-24,Low,Low,High,Group
74,3-day Pass,2025-05-03,29,Female,4,44.78,41.76,63.57,Card,Pop,9.0,8.33,3.67,True,150.11,7.0,True,25-34,High,Low,High,Group
5490,3-day Pass,2025-05-02,23,Female,3,10.94,22.87,28.82,Card,Rock,5.0,9.0,4.33,False,62.63,6.11,True,18-24,Low,Low,High,Group
3170,VIP,2025-05-02,24,Male,3,2.74,17.61,58.5,Card,Rock,6.33,8.67,4.33,True,78.85,6.44,True,18-24,Medium,Low,High,Group
4744,VIP,2025-05-01,28,Male,3,15.21,29.09,88.03,Cash,Hip-Hop,4.67,5.67,6.0,False,132.33,5.45,True,25-34,Low,Medium,Medium,Group
5491,3-day Pass,2025-05-01,28,Female,3,47.45,5.62,85.08,Card,Rock,4.0,9.0,4.0,True,138.15,5.67,True,25-34,Low,Low,High,Group
5492,3-day Pass,2025-05-03,25,Female,3,27.76,23.92,17.7,Card,Rock,3.5,8.0,5.0,True,69.38,5.5,True,25-34,Low,Low,Medium,Group
5493,3-day Pass,2025-05-03,28,Male,2,32.45,50.43,42.69,Card,Rock,1.0,6.0,9.0,True,125.57,5.33,True,25-34,Low,High,Medium,Couple
5494,3-day Pass,2025-05-03,28,Female,5,18.57,15.03,38.34,Card,Hip-Hop,8.0,9.0,10.0,False,71.94,9.0,True,25-34,Medium,High,High,Group
5495,1-day Pass,2025-05-02,23,Female,2,46.36,7.74,59.09,Card,Rock,7.67,8.33,4.33,True,113.19,6.78,False,18-24,Medium,Low,High,Couple
5496,1-day Pass,2025-05-01,28,Female,5,7.75,35.44,96.47,Cash,Pop,6.0,6.0,5.0,False,139.66,5.67,False,25-34,Medium,Low,Medium,Group
5497,3-day Pass,2025-05-02,26,Female,4,18.42,21.96,50.91,Card,Rock,1.0,8.0,3.0,True,91.29,4.0,True,25-34,Low,Low,Medium,Group
5498,3-day Pass,2025-05-01,22,Female,5,17.33,21.97,3.62,Card,Rock,6.0,2.0,9.0,True,42.92,5.67,True,18-24,Medium,High,Low,Group
4990,3-day Pass,2025-05-03,23,Female,4,28.51,50.5,10.23,Card,Pop,7.0,5.67,4.67,True,89.24,5.78,True,18-24,Medium,Low,Medium,Group
5499,3-day Pass,2025-05-03,27,Male,5,41.16,46.26,61.86,Card,Hip-Hop,7.0,10.0,8.0,True,149.28,8.33,True,25-34,Medium,Medium,High,Group
5500,1-day Pass,2025-05-03,26,Female,3,12.8,45.57,41.34,Festival App,Reggaeton,1.0,9.0,6.0,False,99.71,5.33,False,25-34,Low,Medium,High,Group
189,1-day Pass,2025-05-03,22,Male,1,31.57,9.95,32.9,Card,Electronic,1.0,7.67,5.67,True,74.42,4.78,False,18-24,Low,Medium,Medium,Individual
5501,1-day Pass,2025-05-02,26,Female,4,14.68,41.44,10.89,Cash,Pop,4.0,9.0,9.0,False,67.01,7.33,False,25-34,Low,High,High,Group
5218,VIP,2025-05-02,22,Female,5,46.55,42.46,0.2,Card,Rock,6.5,7.0,3.0,False,89.21,5.5,True,18-24,Medium,Low,Medium,Group
5502,1-day Pass,2025-05-03,20,Female,5,42.98,20.06,79.44,Cash,Electronic,6.5,8.5,3.5,True,142.48,6.17,False,18-24,Medium,Low,High,Group
4797,3-day Pass,2025-05-03,18,Male,4,36.2,15.93,8.64,Card,Pop,6.0,8.0,4.5,True,60.77,6.17,True,18-24,Medium,Low,Medium,Group
5503,3-day Pass,2025-05-02,25,Female,4,10.46,1.86,99.78,Card,Pop,4.0,8.0,5.5,True,112.1,5.83,True,25-34,Low,Medium,Medium,Group
5504,1-day Pass,2025-05-01,28,Female,2,44.1,33.76,50.05,Card,Pop,3.0,5.0,4.5,True,127.91,4.17,False,25-34,Low,Low,Low,Couple
5505,VIP,2025-05-01,30,Female,3,15.97,34.97,68.91,Card,Rock,1.5,8.5,4.5,False,119.85,4.83,True,25-34,Low,Low,High,Group
5506,VIP,2025-05-03,26,Male,4,8.41,37.52,38.11,Card,Pop,8.0,9.0,4.0,True,84.04,7.0,True,25-34,Medium,Low,High,Group
5507,VIP,2025-05-02,18,Female,4,24.25,2.25,71.84,Card,Pop,7.0,5.0,4.0,True,98.34,5.33,True,18-24,Medium,Low,Low,Group
2146,3-day Pass,2025-05-03,24,Male,3,14.78,15.43,65.27,Cash,Rock,8.0,9.0,7.33,True,95.48,8.11,True,18-24,Medium,Medium,High,Group
5508,VIP,2025-05-02,33,Female,4,49.43,15.63,3.21,Card,Electronic,5.0,6.5,5.5,True,68.27,5.67,True,25-34,Low,Medium,Medium,Group
5509,3-day Pass,2025-05-01,26,Female,3,46.85,19.61,76.78,Cash,Rock,8.0,4.0,4.5,True,143.24,5.5,True,25-34,Medium,Low,Low,Group
5510,3-day Pass,2025-05-01,19,Male,5,39.46,2.68,12.43,Cash,Hip-Hop,6.0,10.0,2.5,False,54.57,6.17,True,18-24,Medium,Low,High,Group
5511,1-day Pass,2025-05-01,31,Male,4,10.41,3.71,88.47,Card,Electronic,8.0,10.0,2.0,True,102.59,6.67,False,25-34,Medium,Low,High,Group
839,1-day Pass,2025-05-02,28,Male,3,14.41,44.31,6.58,Cash,Hip-Hop,9.0,8.5,2.0,False,65.3,6.5,False,25-34,High,Low,High,Group
5512,3-day Pass,2025-05-01,21,Male,5,4.0,1.13,60.68,Card,Rock,2.5,8.5,4.0,False,65.81,5.0,True,18-24,Low,Low,High,Group
5513,1-day Pass,2025-05-01,27,Male,3,21.66,24.95,85.98,Card,Pop,6.0,7.0,5.0,True,132.59,6.0,False,25-34,Medium,Low,Medium,Group
4156,3-day Pass,2025-05-02,27,Female,5,26.68,53.7,25.9,Card,Electronic,6.0,8.5,5.5,True,106.28,6.67,True,25-34,Medium,Medium,High,Group
5133,3-day Pass,2025-05-01,22,Female,4,30.94,23.13,51.01,Cash,Electronic,4.5,6.5,4.0,True,105.08,5.0,True,18-24,Low,Low,Medium,Group
5514,3-day Pass,2025-05-01,21,Male,3,21.7,6.99,65.86,Cash,Rock,4.5,8.5,5.0,False,94.55,6.0,True,18-24,Low,Low,High,Group
898,3-day Pass,2025-05-01,26,Male,2,46.9,20.93,73.32,Cash,Rock,6.33,7.67,4.33,True,141.15,6.11,True,25-34,Medium,Low,Medium,Couple
5515,VIP,2025-05-02,22,Male,2,20.23,41.95,21.07,Card,Rock,8.0,8.0,4.0,True,83.25,6.67,True,18-24,Medium,Low,Medium,Couple
5516,3-day Pass,2025-05-02,31,Female,1,43.0,47.37,62.04,Card,Reggaeton,6.0,9.0,4.0,True,152.41,6.33,True,25-34,Medium,Low,High,Individual
5517,3-day Pass,2025-05-01,20,Female,3,36.26,12.04,91.91,Festival App,Reggaeton,7.0,7.0,7.0,True,140.21,7.0,True,18-24,Medium,Medium,Medium,Group
608,3-day Pass,2025-05-01,18,Male,2,37.21,7.8,2.07,Cash,Pop,7.0,8.5,6.0,False,47.08,7.17,True,18-24,Medium,Medium,High,Couple
5518,3-day Pass,2025-05-02,28,Male,2,41.32,11.43,43.26,Card,Hip-Hop,9.0,9.0,7.0,True,96.01,8.33,True,25-34,High,Medium,High,Couple
5519,VIP,2025-05-01,29,Male,4,12.38,9.53,73.8,Cash,Hip-Hop,7.0,8.0,4.0,True,95.71,6.33,True,25-34,Medium,Low,Medium,Group
1195,3-day Pass,2025-05-02,26,Male,3,8.05,48.67,12.21,Cash,Pop,8.33,7.67,4.0,True,68.93,6.67,True,25-34,High,Low,Medium,Group
5251,1-day Pass,2025-05-02,32,Female,2,11.45,32.16,17.21,Card,Hip-Hop,7.0,5.0,4.5,True,60.82,5.5,False,25-34,Medium,Low,Low,Couple
5520,3-day Pass,2025-05-02,28,Male,1,47.65,4.72,57.33,Card,Hip-Hop,4.0,8.0,3.0,True,109.7,5.0,True,25-34,Low,Low,Medium,Individual
5521,VIP,2025-05-02,27,Female,5,7.3,51.32,14.04,Card,Rock,7.0,9.0,8.0,True,72.66,8.0,True,25-34,Medium,Medium,High,Group
710,VIP,2025-05-03,31,Female,1,22.3,21.16,11.01,Card,Rock,6.67,5.0,4.67,False,54.47,5.45,True,25-34,Medium,Low,Low,Individual
5522,3-day Pass,2025-05-03,23,Male,4,22.69,22.53,37.01,Cash,Pop,3.33,8.67,6.33,True,82.23,6.11,True,18-24,Low,Medium,High,Group
5523,1-day Pass,2025-05-03,21,Male,5,43.5,24.79,84.59,Cash,Reggaeton,5.0,7.5,3.0,False,152.88,5.17,False,18-24,Low,Low,Medium,Group
2587,VIP,2025-05-01,24,Male,2,7.96,15.04,43.03,Card,Hip-Hop,3.0,8.5,4.0,True,66.03,5.17,True,18-24,Low,Low,High,Couple
