ticket_id,ticket_type,attendance_date,age,gender,group_size,food_expense,drink_expense,merch_expense,payment_method,favourite_genre,satisfaction_score,security_rating,cleanliness_rating,recommend_to_friend
TCK102553,3-day Pass,2025-05-02,24,Male,4,9.71,48.13,28.1,Card,Pop,7,8,4,True
TCK104150,1-day Pass,2025-05-01,24,Female,2,36.53,24.05,0.65,Card,Pop,5,8,6,True
TCK106442,VIP,2025-05-01,28,Male,5,36.81,50.3,22.01,Card,Rock,4,8,5,False
TCK104313,1-day Pass,2025-05-02,25,Female,2,10.03,0.11,32.32,Card,Electronic,8,5,4,False
TCK102160,3-day Pass,2025-05-02,18,Male,2,37.51,18.04,25.02,Festival App,Hip-Hop,3,7,10,True
TCK106359,3-day Pass,2025-05-01,26,Other,3,5.19,27.09,1.53,Card,Hip-Hop,6,6,3,True
TCK106963,3-day Pass,2025-05-01,27,Female,5,30.27,44.5,65.61,Card,Rock,1,9,7,False
TCK107379,3-day Pass,2025-05-03,26,Female,3,23.47,50.14,6.64,Card,Hip-Hop,6,6,4,True
TCK102913,3-day Pass,2025-05-01,18,Female,3,25.76,10.13,79.71,Card,Rock,1,9,6,True
TCK104823,3-day Pass,2025-05-01,22,Female,3,13.08,34.7,8.82,Cash,Electronic,8,9,3,False
TCK101716,3-day Pass,2025-05-02,26,Male,1,40.12,5.9,95.97,Card,Pop,4,9,3,False
TCK105295,3-day Pass,2025-05-03,18,Male,2,36.88,40.22,42.87,Cash,Rock,4,8,9,True
TCK108269,1-day Pass,2025-05-03,26,Male,1,5.44,49.22,18.97,Card,Reggaeton,10,8,7,False
TCK108854,3-day Pass,2025-05-03,26,Male,2,23.13,2.06,24.38,Card,Reggaeton,8,8,3,False
TCK106905,3-day Pass,2025-05-03,26,Female,3,1.23,40.43,70.47,Card,Electronic,8,2,5,True
TCK109232,3-day Pass,2025-05-02,28,Male,3,7.91,33.58,3.14,Card,Pop,8,8,3,True
TCK100912,VIP,2025-05-03,26,Male,3,29.8,50.45,52.39,Card,Rock,8,8,8,False
TCK109197,3-day Pass,2025-05-01,20,Male,3,39.73,24.95,10.52,Card,Rock,5,7,3,True
TCK107042,1-day Pass,2025-05-03,25,Male,1,17.7,39.68,47.46,Card,Rock,8,7,6,False
TCK107928,3-day Pass,2025-05-01,18,Female,5,30.39,13.5,41.38,Card,Rock,4,6,2,True
TCK103685,3-day Pass,2025-05-02,18,Female,3,22.68,9.99,78.8,Card,Reggaeton,9,10,6,False
TCK105795,3-day Pass,2025-05-01,31,Male,4,47.39,15.81,69.09,Card,Rock,2,7,9,False
TCK103493,3-day Pass,2025-05-01,18,Female,2,20.3,31.82,2.02,Card,Pop,4,2,8,False
TCK100456,3-day Pass,2025-05-03,28,Other,4,2.15,35.28,54.39,Card,Rock,8,9,2,True
TCK108698,3-day Pass,2025-05-03,22,Female,3,22.24,54.69,63.16,Card,Rock,4,7,2,False
TCK103168,3-day Pass,2025-05-02,28,Female,3,24.97,1.64,77.58,Cash,Hip-Hop,4,7,7,False
TCK103611,3-day Pass,2025-05-02,23,Male,4,25.11,16.41,96.5,Card,Rock,9,10,8,False
TCK109080,1-day Pass,2025-05-02,18,Male,1,12.3,34.07,19.23,Card,Rock,4,9,3,True
TCK102101,1-day Pass,2025-05-03,23,Male,4,26.97,31.51,43.65,Card,Pop,1,6,8,True
TCK107307,3-day Pass,2025-05-01,18,Male,3,26.81,5.28,7.36,Cash,Electronic,8,9,2,True
TCK101981,VIP,2025-05-03,30,Female,4,12.51,55.62,50.35,Card,Hip-Hop,4,8,3,False
TCK103259,1-day Pass,2025-05-02,30,Male,3,40.28,8.86,5.19,Card,Rock,7,10,6,True
TCK101251,1-day Pass,2025-05-02,29,Male,2,33.08,55.11,74.11,Card,Rock,2,10,5,True
TCK106144,3-day Pass,2025-05-01,23,Female,3,11.47,33.93,58.67,Card,Rock,8,9,3,True
TCK104489,VIP,2025-05-01,27,Female,4,8.23,11.79,60.06,Card,Electronic,4,7,6,True
TCK109191,VIP,2025-05-03,28,Female,4,20.86,54.54,48.15,Card,Pop,1,10,6,False
TCK101291,1-day Pass,2025-05-03,21,Male,3,28.36,19.14,80.42,Card,Rock,4,9,3,False
TCK102190,VIP,2025-05-02,30,Female,2,42.49,30.64,9.0,Cash,Pop,7,8,6,True
TCK102359,3-day Pass,2025-05-01,18,Female,4,46.11,11.75,25.08,Card,Hip-Hop,7,10,10,True
TCK103965,VIP,2025-05-01,24,Female,1,47.97,57.91,56.32,Card,Pop,8,9,6,False
TCK102493,VIP,2025-05-03,26,Male,2,48.8,12.11,19.62,Card,Pop,8,9,2,False
TCK100331,1-day Pass,2025-05-02,28,Female,3,28.12,31.71,13.99,Card,Pop,1,6,9,False
TCK103788,3-day Pass,2025-05-02,23,Male,1,30.21,59.22,6.02,Card,Reggaeton,6,10,3,False
TCK100792,3-day Pass,2025-05-02,18,Male,4,30.98,46.46,83.63,Cash,Hip-Hop,8,9,4,False
TCK100914,VIP,2025-05-02,24,Female,5,29.96,29.29,81.69,Card,Hip-Hop,8,9,6,True
TCK103332,3-day Pass,2025-05-02,18,Female,4,47.63,55.41,87.25,Card,Rock,8,8,4,False
TCK105344,1-day Pass,2025-05-03,21,Male,3,48.4,50.2,88.62,Card,Rock,6,8,6,True
TCK106576,1-day Pass,2025-05-03,23,Female,3,12.67,42.65,25.7,Card,Pop,10,7,5,True
TCK106103,1-day Pass,2025-05-02,26,Female,4,33.52,57.79,87.72,Card,Reggaeton,1,6,6,True
TCK105699,1-day Pass,2025-05-01,31,Female,1,8.68,10.39,13.12,Card,Rock,8,8,6,True
TCK100417,VIP,2025-05-01,22,Female,5,19.75,28.18,58.21,Cash,Pop,8,7,2,True
TCK103157,3-day Pass,2025-05-01,22,Female,2,3.41,44.16,92.25,Card,Pop,6,10,3,True
TCK108480,VIP,2025-05-01,32,Female,3,26.05,50.2,58.41,Cash,Rock,7,10,9,True
TCK101407,VIP,2025-05-02,24,Male,3,15.18,57.91,69.95,Card,Hip-Hop,4,10,1,True
TCK106424,3-day Pass,2025-05-03,21,Female,3,39.33,37.48,92.55,Card,Rock,4,10,6,True
TCK107128,3-day Pass,2025-05-03,26,Female,2,8.57,11.17,72.46,Cash,Rock,1,7,8,True
TCK105540,3-day Pass,2025-05-01,30,Male,3,14.86,21.55,85.62,Card,Reggaeton,8,7,6,False
TCK101175,3-day Pass,2025-05-03,22,Female,4,40.41,32.16,89.75,Card,Rock,4,7,9,True
TCK108280,3-day Pass,2025-05-02,27,Male,2,0.98,59.71,96.77,Card,Pop,8,8,2,True
TCK102778,1-day Pass,2025-05-02,20,Female,3,45.39,44.56,74.02,Card,Rock,2,8,3,False
TCK107439,3-day Pass,2025-05-03,24,Other,2,39.83,48.52,60.95,Card,Rock,1,10,6,True
TCK105463,3-day Pass,2025-05-02,18,Female,3,15.16,4.11,17.0,Card,Pop,2,10,6,True
TCK100973,3-day Pass,2025-05-02,26,Male,4,0.51,18.25,91.42,Cash,Rock,5,6,6,True
TCK104237,VIP,2025-05-01,27,Female,5,38.58,58.54,10.11,Festival App,Reggaeton,2,8,5,False
TCK101915,3-day Pass,2025-05-03,21,Female,4,30.64,52.74,56.9,Card,Rock,8,9,2,False
TCK105607,1-day Pass,2025-05-01,25,Male,3,31.19,57.68,25.9,Card,Reggaeton,8,10,9,True
TCK100458,3-day Pass,2025-05-03,18,Other,3,37.62,37.31,10.46,Cash,Rock,1,8,3,True
TCK103020,1-day Pass,2025-05-01,23,Male,3,2.59,26.13,2.14,Card,Hip-Hop,7,10,9,True
TCK103003,1-day Pass,2025-05-03,25,Other,2,40.29,11.13,64.12,Festival App,Pop,1,9,7,True
TCK107158,3-day Pass,2025-05-01,23,Female,5,29.8,27.12,1.85,Card,Pop,2,10,10,False
TCK106636,1-day Pass,2025-05-03,23,Female,4,31.21,24.07,90.86,Cash,Pop,3,9,7,False
TCK104432,VIP,2025-05-02,28,Female,1,2.89,3.69,65.18,Card,Reggaeton,8,10,6,False
TCK104524,3-day Pass,2025-05-02,20,Male,5,45.56,22.45,84.3,Card,Rock,7,9,6,True
TCK104289,3-day Pass,2025-05-03,25,Male,3,45.91,22.61,17.88,Card,Reggaeton,4,8,2,True
TCK107822,3-day Pass,2025-05-02,23,Female,2,48.99,15.47,45.18,Card,Pop,9,7,6,False
TCK100909,3-day Pass,2025-05-02,29,Female,3,24.96,25.45,54.31,Card,Rock,1,9,6,True
TCK108968,3-day Pass,2025-05-01,18,Female,5,38.8,46.62,9.98,Festival App,Pop,8,6,2,False
TCK102604,1-day Pass,2025-05-03,29,Female,4,3.71,47.21,42.06,Card,Pop,2,7,3,False
TCK109146,VIP,2025-05-02,22,Female,3,17.71,12.61,26.37,Card,Pop,8,8,6,True
TCK101754,1-day Pass,2025-05-01,27,Male,1,49.92,32.94,60.81,Cash,Hip-Hop,8,9,5,True
TCK108840,3-day Pass,2025-05-02,29,Male,5,20.54,41.22,64.2,Cash,Hip-Hop,5,7,8,False
TCK103719,3-day Pass,2025-05-02,18,Female,2,0.57,26.0,66.39,Card,Pop,8,8,7,False
TCK108424,3-day Pass,2025-05-03,20,Male,4,8.7,34.33,67.0,Festival App,Electronic,8,10,4,True
TCK103802,VIP,2025-05-02,30,Male,3,2.32,4.68,66.25,Card,Rock,1,7,6,True
TCK103802,1-day Pass,2025-05-03,29,Male,3,12.18,12.63,27.79,Cash,Pop,1,10,7,True
TCK105653,3-day Pass,2025-05-03,28,Male,2,40.24,10.62,64.97,Cash,Pop,8,10,6,False
TCK104787,3-day Pass,2025-05-03,21,Female,4,38.65,20.08,33.49,Cash,Rock,1,7,7,True
TCK103518,3-day Pass,2025-05-02,20,Male,5,21.03,1.46,55.68,Cash,Electronic,2,7,2,False
TCK106432,1-day Pass,2025-05-03,30,Male,3,47.89,45.98,88.42,Card,Rock,8,8,4,True
TCK101528,3-day Pass,2025-05-01,26,Female,1,34.61,33.45,3.83,Card,Pop,1,9,2,False
TCK103175,1-day Pass,2025-05-01,20,Male,3,16.96,47.29,55.2,Card,Hip-Hop,6,7,3,False
TCK101949,VIP,2025-05-01,25,Female,4,43.02,7.44,92.62,Card,Hip-Hop,5,10,4,True
TCK103760,3-day Pass,2025-05-03,18,Female,3,10.75,47.98,54.44,Card,Hip-Hop,4,5,4,False
TCK106358,1-day Pass,2025-05-01,26,Male,3,37.7,26.47,2.04,Festival App,Hip-Hop,6,8,10,False
TCK108079,3-day Pass,2025-05-01,27,Male,5,1.71,20.19,86.02,Card,Rock,1,7,2,True
TCK105971,3-day Pass,2025-05-03,29,Male,2,33.07,59.88,68.67,Cash,Reggaeton,2,6,2,True
TCK101318,3-day Pass,2025-05-03,18,Female,5,3.47,33.2,57.47,Card,Reggaeton,9,8,8,True
TCK103970,3-day Pass,2025-05-01,30,Male,1,31.36,31.99,82.62,Cash,Hip-Hop,6,6,6,True
TCK102537,3-day Pass,2025-05-03,29,Female,3,34.3,46.83,77.84,Card,Rock,4,8,2,False
TCK103017,3-day Pass,2025-05-01,28,Male,4,2.97,4.96,58.94,Festival App,Rock,8,8,6,True
TCK106288,3-day Pass,2025-05-02,28,Female,3,28.45,28.78,64.78,Card,Rock,7,8,6,False
TCK107971,3-day Pass,2025-05-03,31,Male,4,34.37,44.66,81.52,Card,Hip-Hop,2,10,7,False
TCK106226,3-day Pass,2025-05-03,28,Male,4,24.58,48.46,33.34,Cash,Rock,7,10,4,True
TCK105101,3-day Pass,2025-05-02,31,Male,3,34.45,0.01,21.28,Card,Rock,1,5,3,False
TCK105060,1-day Pass,2025-05-03,27,Female,4,6.68,36.41,94.53,Cash,Reggaeton,8,9,6,True
TCK102496,3-day Pass,2025-05-01,24,Female,3,23.07,9.67,59.25,Cash,Pop,8,9,8,False
TCK107482,3-day Pass,2025-05-03,22,Female,1,16.19,48.74,33.38,Card,Pop,10,10,3,True
TCK101946,3-day Pass,2025-05-02,22,Female,3,49.08,17.83,58.65,Cash,Rock,7,9,4,True
TCK106120,3-day Pass,2025-05-02,27,Male,1,37.08,32.74,9.48,Card,Pop,9,10,3,False
TCK106972,3-day Pass,2025-05-01,22,Female,5,9.91,10.99,68.62,Card,Pop,7,7,7,True
TCK103184,3-day Pass,2025-05-02,22,Male,1,10.55,5.8,87.19,Card,Hip-Hop,4,8,3,True
TCK101515,1-day Pass,2025-05-03,26,Female,3,17.92,25.09,10.83,Card,Pop,1,10,2,True
TCK108313,VIP,2025-05-03,21,Other,4,20.2,55.13,62.76,Card,Pop,5,6,3,False
TCK100964,1-day Pass,2025-05-01,21,Female,4,0.74,33.58,32.41,Card,Rock,8,10,7,False
TCK104451,3-day Pass,2025-05-01,23,Male,4,8.93,36.74,75.38,Card,Reggaeton,1,7,4,True
TCK102970,3-day Pass,2025-05-01,22,Female,2,16.76,58.93,60.31,Card,Rock,8,10,6,True
TCK103411,VIP,2025-05-01,24,Female,4,1.46,53.68,50.74,Card,Hip-Hop,9,8,2,False
TCK109078,3-day Pass,2025-05-03,30,Female,3,38.43,53.59,90.75,Card,Pop,8,10,3,False
TCK104439,3-day Pass,2025-05-01,26,Male,4,5.27,1.24,98.24,Card,Pop,7,6,3,True
TCK103615,3-day Pass,2025-05-03,26,Male,1,6.93,43.24,17.35,Cash,Electronic,8,9,3,False
TCK100661,VIP,2025-05-03,26,Female,4,29.64,41.93,80.5,Card,Rock,8,9,3,True
TCK102744,1-day Pass,2025-05-01,18,Male,3,49.15,46.18,31.32,Card,Hip-Hop,3,8,6,False
TCK103499,1-day Pass,2025-05-03,23,Female,4,13.24,10.63,43.96,Cash,Rock,7,9,9,True
TCK107153,1-day Pass,2025-05-03,20,Male,3,28.96,58.14,72.03,Cash,Rock,10,9,2,True
TCK109149,3-day Pass,2025-05-01,29,Male,4,3.66,3.0,96.93,Card,Hip-Hop,8,2,3,False
TCK101186,3-day Pass,2025-05-02,20,Female,3,47.14,47.72,44.24,Card,Rock,6,7,7,True
TCK102117,3-day Pass,2025-05-03,24,Male,3,40.44,1.01,76.79,Card,Pop,4,9,5,True
TCK108087,VIP,2025-05-02,18,Female,3,13.53,3.99,3.21,Cash,Rock,8,5,10,True
TCK104725,VIP,2025-05-01,22,Female,2,0.47,23.26,86.85,Card,Electronic,8,9,9,True
TCK100333,1-day Pass,2025-05-03,31,Female,4,4.92,48.18,23.62,Card,Reggaeton,6,8,3,True
TCK105631,VIP,2025-05-02,26,Male,4,32.29,6.84,29.6,Card,Pop,5,7,9,False
TCK107232,3-day Pass,2025-05-02,26,Female,5,4.5,49.54,52.9,Card,Hip-Hop,8,10,4,False
TCK108849,3-day Pass,2025-05-02,18,Male,3,25.91,54.88,91.94,Cash,Pop,2,7,3,True
TCK106808,3-day Pass,2025-05-02,27,Female,2,33.97,43.04,82.27,Card,Rock,9,9,3,False
TCK101898,VIP,2025-05-01,24,Male,4,19.96,8.39,41.14,Card,Rock,8,7,1,False
TCK101358,1-day Pass,2025-05-01,21,Male,4,15.85,50.04,66.05,Cash,Hip-Hop,7,9,6,True
TCK102684,3-day Pass,2025-05-02,27,Female,5,15.49,39.3,96.05,Cash,Pop,8,10,6,False
TCK107140,3-day Pass,2025-05-01,20,Male,5,47.31,20.23,0.8,Card,Electronic,7,5,4,True
TCK101922,1-day Pass,2025-05-01,24,Female,4,32.3,5.43,51.98,Card,Electronic,1,6,5,True
TCK100249,3-day Pass,2025-05-02,27,Female,4,1.5,55.56,85.8,Card,Rock,5,10,3,True
TCK100564,3-day Pass,2025-05-01,18,Female,2,1.07,32.69,6.8,Card,Hip-Hop,1,6,5,False
TCK106091,3-day Pass,2025-05-01,24,Male,3,3.76,20.24,79.06,Festival App,Reggaeton,8,9,3,True
TCK108376,VIP,2025-05-01,18,Female,4,26.3,9.95,55.59,Cash,Hip-Hop,8,6,5,False
TCK105120,3-day Pass,2025-05-03,18,Female,2,31.95,25.44,82.82,Card,Rock,8,9,5,False
TCK106115,1-day Pass,2025-05-01,24,Female,4,47.92,47.09,16.43,Card,Rock,7,9,2,True
TCK106186,3-day Pass,2025-05-01,26,Male,3,20.77,7.96,19.63,Cash,Pop,6,7,7,True
TCK101765,3-day Pass,2025-05-01,25,Male,5,39.49,51.15,84.99,Cash,Rock,8,5,8,True
TCK106411,3-day Pass,2025-05-01,28,Female,2,49.24,56.31,99.25,Festival App,Electronic,7,5,8,True
TCK101352,3-day Pass,2025-05-03,27,Male,4,1.36,39.66,95.03,Cash,Hip-Hop,7,10,3,True
TCK103385,3-day Pass,2025-05-03,20,Female,3,11.73,24.31,57.12,Cash,Pop,4,8,6,False
TCK100543,1-day Pass,2025-05-03,30,Male,3,11.1,56.14,39.64,Card,Pop,10,9,9,True
TCK104808,3-day Pass,2025-05-02,21,Male,2,23.35,57.53,3.22,Festival App,Rock,3,10,3,True
TCK104173,1-day Pass,2025-05-02,26,Male,2,49.78,0.69,0.88,Cash,Hip-Hop,4,8,5,False
TCK108586,1-day Pass,2025-05-02,18,Male,3,44.71,16.21,65.6,Card,Rock,1,9,5,True
TCK100722,3-day Pass,2025-05-01,28,Male,5,21.78,25.48,21.89,Card,Hip-Hop,6,6,3,True
TCK101479,3-day Pass,2025-05-01,18,Other,2,24.76,14.89,46.28,Card,Hip-Hop,6,6,1,False
TCK107271,1-day Pass,2025-05-02,26,Male,3,11.28,0.22,13.84,Cash,Rock,8,2,3,False
TCK108526,VIP,2025-05-03,27,Male,4,46.81,24.69,43.34,Cash,Pop,1,9,6,False
TCK106955,3-day Pass,2025-05-02,30,Female,4,15.8,21.57,47.47,Card,Rock,4,7,4,True
TCK102167,1-day Pass,2025-05-03,27,Male,4,42.72,38.97,73.83,Festival App,Hip-Hop,8,10,3,False
TCK103751,1-day Pass,2025-05-02,31,Male,4,14.24,9.68,4.51,Card,Rock,5,6,10,True
TCK102573,3-day Pass,2025-05-03,26,Male,1,41.83,6.38,82.98,Card,Rock,7,5,9,True
TCK101948,3-day Pass,2025-05-01,22,Female,3,13.79,2.34,86.59,Card,Hip-Hop,4,6,3,True
TCK104705,1-day Pass,2025-05-03,21,Female,4,7.71,52.24,34.94,Card,Rock,8,9,6,False
TCK102604,1-day Pass,2025-05-02,23,Female,5,43.11,28.29,84.42,Cash,Rock,4,8,9,True
TCK107598,3-day Pass,2025-05-03,28,Male,5,26.17,19.24,96.0,Card,Pop,8,8,6,False
TCK100209,3-day Pass,2025-05-01,19,Male,4,14.84,56.27,71.32,Cash,Hip-Hop,8,7,2,True
TCK102695,1-day Pass,2025-05-03,24,Male,1,41.96,39.25,20.55,Cash,Pop,8,7,3,True
TCK108884,VIP,2025-05-03,27,Male,3,8.02,29.21,88.8,Cash,Rock,4,7,10,True
TCK101987,3-day Pass,2025-05-03,30,Female,4,42.08,50.72,51.61,Cash,Rock,7,10,8,True
TCK105908,3-day Pass,2025-05-03,20,Female,5,8.87,16.0,67.22,Card,Rock,8,1,10,True
TCK100822,3-day Pass,2025-05-03,26,Other,3,13.32,53.21,10.34,Card,Reggaeton,8,1,6,False
TCK101537,3-day Pass,2025-05-01,18,Female,2,13.48,15.44,47.69,Card,Pop,9,8,8,False
TCK107334,3-day Pass,2025-05-02,27,Male,3,8.49,3.52,64.59,Cash,Hip-Hop,6,9,2,True
TCK106379,VIP,2025-05-03,30,Male,2,45.56,37.82,85.12,Card,Rock,1,1,4,False
TCK107960,VIP,2025-05-02,23,Male,2,1.8,23.11,78.46,Card,Rock,9,8,9,True
TCK102869,3-day Pass,2025-05-01,29,Other,4,20.69,52.32,94.86,Card,Pop,6,2,6,False
TCK109247,3-day Pass,2025-05-01,31,Female,5,33.22,59.23,51.01,Card,Hip-Hop,1,8,10,True
TCK104301,3-day Pass,2025-05-02,20,Female,3,13.19,55.8,48.24,Card,Reggaeton,8,8,5,True
TCK109259,1-day Pass,2025-05-01,27,Male,5,20.45,33.15,32.29,Card,Reggaeton,7,10,6,True
TCK104986,3-day Pass,2025-05-02,27,Female,4,36.46,6.69,69.26,Card,Rock,8,7,3,True
TCK107867,3-day Pass,2025-05-03,28,Female,1,10.46,11.87,81.33,Card,Rock,7,7,5,True
TCK102595,VIP,2025-05-03,18,Female,5,32.92,9.04,85.95,Card,Pop,8,6,5,True
TCK102382,3-day Pass,2025-05-01,26,Female,4,36.57,39.78,24.94,Card,Hip-Hop,4,7,6,False
TCK103629,VIP,2025-05-02,26,Female,2,0.19,1.94,17.87,Card,Hip-Hop,8,6,6,True
TCK105331,3-day Pass,2025-05-03,25,Female,4,1.54,3.55,29.43,Card,Pop,6,8,3,True
TCK108066,VIP,2025-05-02,23,Other,4,33.36,37.9,42.62,Card,Hip-Hop,8,9,3,True
TCK107388,VIP,2025-05-01,24,Female,2,36.46,53.48,84.69,Cash,Pop,10,8,6,False
TCK102836,VIP,2025-05-03,19,Male,3,14.53,51.75,84.95,Cash,Rock,9,2,5,True
TCK102713,VIP,2025-05-03,26,Female,4,31.99,40.19,85.96,Card,Pop,4,8,2,True
TCK104426,3-day Pass,2025-05-02,26,Female,1,26.39,37.79,87.19,Cash,Reggaeton,4,8,9,True
TCK107583,3-day Pass,2025-05-02,20,Male,5,42.66,31.71,52.4,Cash,Reggaeton,9,6,4,False
TCK100392,VIP,2025-05-03,19,Male,2,38.17,31.28,17.19,Card,Hip-Hop,7,7,9,True
TCK102239,1-day Pass,2025-05-02,24,Female,4,45.65,24.83,90.81,Cash,Rock,6,5,7,True
TCK101776,3-day Pass,2025-05-02,28,Male,3,4.43,17.38,71.98,Cash,Rock,3,7,7,False
TCK103664,1-day Pass,2025-05-02,21,Female,3,40.97,21.0,8.98,Card,Rock,8,7,10,False
TCK109278,3-day Pass,2025-05-03,26,Female,4,35.31,56.66,69.66,Card,Rock,8,9,3,True
TCK108024,3-day Pass,2025-05-02,25,Other,3,10.9,41.44,25.59,Festival App,Electronic,2,8,6,False
TCK101596,3-day Pass,2025-05-02,27,Female,3,9.83,30.91,32.63,Cash,Hip-Hop,8,2,5,True
TCK103657,3-day Pass,2025-05-01,28,Female,3,23.69,15.2,0.41,Cash,Hip-Hop,8,8,2,True
TCK101443,VIP,2025-05-02,26,Female,4,41.58,28.98,5.02,Card,Rock,8,8,3,True
TCK108763,VIP,2025-05-01,25,Male,2,10.44,23.27,96.69,Cash,Rock,10,10,6,True
TCK105396,3-day Pass,2025-05-01,21,Female,4,46.23,26.06,65.33,Card,Electronic,4,5,5,False
TCK105787,3-day Pass,2025-05-01,18,Female,3,38.43,20.85,83.96,Card,Electronic,7,8,6,True
TCK109020,3-day Pass,2025-05-02,18,Male,3,44.94,7.52,40.93,Card,Pop,10,5,5,False
TCK107784,1-day Pass,2025-05-02,22,Male,2,13.82,31.47,69.95,Cash,Reggaeton,8,9,7,True
TCK103769,3-day Pass,2025-05-03,27,Female,2,18.11,49.28,37.27,Cash,Rock,1,8,9,False
TCK101840,3-day Pass,2025-05-02,29,Female,3,32.79,55.78,61.62,Card,Rock,1,5,6,False
TCK105067,1-day Pass,2025-05-01,25,Female,3,20.3,5.66,14.45,Card,Hip-Hop,9,8,3,True
TCK104359,3-day Pass,2025-05-02,25,Female,5,32.2,0.37,33.18,Cash,Reggaeton,7,9,5,False
TCK107933,1-day Pass,2025-05-02,23,Female,5,4.5,20.14,91.96,Card,Hip-Hop,8,9,4,False
TCK103850,3-day Pass,2025-05-03,30,Male,4,24.44,40.63,19.23,Cash,Rock,6,8,5,True
TCK103971,1-day Pass,2025-05-01,25,Female,4,25.11,49.43,24.02,Card,Rock,5,7,6,True
TCK103902,1-day Pass,2025-05-02,32,Female,3,2.23,42.24,49.72,Card,Rock,6,7,3,False
TCK105846,3-day Pass,2025-05-01,19,Female,3,34.42,20.29,16.29,Card,Pop,2,10,6,False
TCK105742,3-day Pass,2025-05-02,28,Male,2,33.31,37.15,15.81,Cash,Rock,10,9,5,True
TCK101451,3-day Pass,2025-05-01,28,Male,3,11.74,18.25,60.5,Cash,Electronic,4,10,6,True
TCK106943,1-day Pass,2025-05-03,22,Female,1,33.5,42.72,25.25,Card,Rock,8,8,4,False
TCK100980,3-day Pass,2025-05-01,26,Male,5,5.45,4.21,55.02,Card,Rock,8,10,4,True
TCK104056,3-day Pass,2025-05-03,28,Female,4,32.37,12.93,42.47,Card,Pop,7,9,6,True
TCK107054,1-day Pass,2025-05-03,18,Female,1,9.25,1.7,68.74,Cash,Rock,8,7,3,True
TCK106675,3-day Pass,2025-05-03,18,Male,5,41.72,49.03,75.65,Card,Hip-Hop,3,5,6,False
TCK105539,1-day Pass,2025-05-03,28,Female,3,11.28,33.3,58.68,Card,Electronic,1,7,2,True
TCK100286,1-day Pass,2025-05-03,27,Male,2,46.11,40.2,84.37,Card,Hip-Hop,8,8,4,True
TCK101532,3-day Pass,2025-05-01,29,Male,3,36.32,21.97,34.69,Cash,Hip-Hop,3,8,7,False
TCK100116,VIP,2025-05-01,23,Male,5,31.22,45.4,98.09,Card,Electronic,10,7,5,True
TCK102628,3-day Pass,2025-05-03,18,Male,2,31.04,5.57,45.1,Card,Rock,7,5,3,True
TCK103722,3-day Pass,2025-05-02,27,Other,1,30.89,54.03,31.1,Cash,Rock,8,5,6,False
TCK108624,3-day Pass,2025-05-02,23,Female,4,10.8,5.53,26.7,Card,Pop,4,6,6,True
TCK101145,3-day Pass,2025-05-03,22,Male,5,27.59,27.21,92.05,Card,Reggaeton,6,9,6,False
TCK106345,VIP,2025-05-03,25,Female,2,40.41,17.69,87.47,Card,Electronic,2,9,10,False
TCK108735,3-day Pass,2025-05-02,18,Female,2,19.34,7.74,9.64,Card,Pop,1,7,4,True
TCK105639,3-day Pass,2025-05-01,22,Female,3,19.07,18.44,71.72,Card,Hip-Hop,1,7,5,False
TCK100600,3-day Pass,2025-05-01,25,Male,4,40.47,25.02,94.53,Card,Rock,3,10,3,True
TCK102334,3-day Pass,2025-05-03,22,Female,4,12.04,32.26,60.09,Cash,Rock,5,6,6,True
TCK107380,3-day Pass,2025-05-01,21,Male,3,18.31,52.98,32.32,Card,Hip-Hop,8,10,7,True
TCK105185,1-day Pass,2025-05-01,25,Male,1,0.22,21.76,42.51,Cash,Hip-Hop,9,6,2,True
TCK104920,1-day Pass,2025-05-01,25,Male,2,24.82,52.55,88.97,Card,Pop,6,7,2,False
TCK107791,3-day Pass,2025-05-03,30,Female,4,44.72,3.22,29.33,Cash,Rock,8,8,7,True
TCK101384,3-day Pass,2025-05-03,24,Female,3,30.06,57.82,31.29,Cash,Rock,2,7,10,True
TCK105274,3-day Pass,2025-05-01,28,Male,3,32.23,33.67,39.56,Cash,Rock,1,5,6,True
TCK106961,3-day Pass,2025-05-02,25,Female,4,49.67,45.35,93.08,Cash,Rock,8,9,5,True
TCK105278,3-day Pass,2025-05-03,19,Female,5,45.28,27.63,25.83,Card,Pop,6,8,9,False
TCK106121,1-day Pass,2025-05-01,27,Female,2,34.19,44.98,41.35,Card,Hip-Hop,1,8,6,True
TCK106611,VIP,2025-05-01,28,Female,5,45.52,47.04,76.09,Card,Hip-Hop,4,8,7,True
TCK104793,3-day Pass,2025-05-01,18,Female,1,23.05,25.58,45.47,Card,Rock,4,9,3,True
TCK103109,1-day Pass,2025-05-03,29,Female,3,43.01,33.91,67.53,Card,Rock,8,7,8,True
TCK104344,3-day Pass,2025-05-03,18,Male,2,5.67,41.7,75.34,Cash,Pop,9,10,10,False
TCK103460,VIP,2025-05-03,23,Female,2,14.82,1.58,32.17,Card,Reggaeton,2,2,3,True
TCK101759,3-day Pass,2025-05-02,24,Female,3,14.16,14.3,11.28,Card,Electronic,10,7,4,True
TCK107128,3-day Pass,2025-05-01,32,Female,5,27.39,26.37,77.63,Card,Pop,8,10,3,True
TCK107651,3-day Pass,2025-05-03,27,Male,4,2.57,13.25,76.29,Cash,Rock,8,8,3,False
